# k f_up f_allD C_global_avg
2.000000 0.012179 0.987821 0.011181
3.000000 0.403491 0.596509 0.394818
4.000000 0.109213 0.890787 0.104921
5.000000 0.004573 0.995427 0.002048
6.000000 0.004282 0.995718 0.001514
7.000000 0.004418 0.995582 0.001319
8.000000 0.004797 0.995203 0.001260
9.000000 0.005223 0.994777 0.001223
10.000000 0.005640 0.994360 0.001190
11.000000 0.006085 0.993915 0.001169
12.000000 0.006577 0.993423 0.001163
13.000000 0.007027 0.992973 0.001146
14.000000 0.007505 0.992495 0.001139
15.000000 0.007915 0.992085 0.001125
16.000000 0.008472 0.991528 0.001131
17.000000 0.008925 0.991075 0.001125
18.000000 0.009422 0.990578 0.001125
19.000000 0.009910 0.990090 0.001124
20.000000 0.010346 0.989654 0.001117
21.000000 0.010838 0.989162 0.001119
22.000000 0.011275 0.988725 0.001114
23.000000 0.011720 0.988280 0.001110
24.000000 0.012216 0.987784 0.001113
25.000000 0.012593 0.987407 0.001104
26.000000 0.013232 0.986768 0.001120
27.000000 0.013511 0.986489 0.001103
28.000000 0.014242 0.985758 0.001128
29.000000 0.014596 0.985404 0.001119
30.000000 0.015180 0.984820 0.001129
31.000000 0.015695 0.984305 0.001135
32.000000 0.015950 0.984050 0.001117
33.000000 0.016432 0.983568 0.001120
34.000000 0.016758 0.983242 0.001111
35.000000 0.017355 0.982645 0.001121
36.000000 0.017734 0.982266 0.001120
37.000000 0.018451 0.981549 0.001141
38.000000 0.018963 0.981037 0.001142
39.000000 0.019338 0.980662 0.001140
40.000000 0.019720 0.980280 0.001135
41.000000 0.020302 0.979698 0.001146
42.000000 0.020639 0.979361 0.001140
43.000000 0.021277 0.978723 0.001155
44.000000 0.021613 0.978387 0.001148
45.000000 0.021915 0.978085 0.001144
46.000000 0.022314 0.977686 0.001141
47.000000 0.022824 0.977176 0.001146
48.000000 0.023322 0.976678 0.001148
49.000000 0.023592 0.976408 0.001145
50.000000 0.024314 0.975686 0.001166
51.000000 0.024638 0.975362 0.001161
52.000000 0.024990 0.975010 0.001154
53.000000 0.025512 0.974488 0.001164
54.000000 0.026174 0.973826 0.001179
55.000000 0.026428 0.973572 0.001169
56.000000 0.027427 0.972573 0.001203
57.000000 0.027274 0.972726 0.001172
58.000000 0.028063 0.971937 0.001193
59.000000 0.027926 0.972074 0.001167
60.000000 0.028531 0.971469 0.001179
61.000000 0.029157 0.970843 0.001188
62.000000 0.029797 0.970203 0.001216
63.000000 0.029902 0.970098 0.001191
64.000000 0.030341 0.969659 0.001195
65.000000 0.030774 0.969226 0.001195
66.000000 0.031071 0.968929 0.001186
67.000000 0.031563 0.968437 0.001189
68.000000 0.032011 0.967989 0.001217
69.000000 0.032912 0.967088 0.001238
70.000000 0.033190 0.966810 0.001228
71.000000 0.033395 0.966605 0.001220
72.000000 0.034082 0.965918 0.001265
73.000000 0.034384 0.965616 0.001219
74.000000 0.034854 0.965146 0.001242
75.000000 0.034930 0.965070 0.001240
76.000000 0.035595 0.964405 0.001226
77.000000 0.035959 0.964041 0.001235
78.000000 0.036350 0.963650 0.001246
79.000000 0.037138 0.962862 0.001258
80.000000 0.037324 0.962676 0.001248
81.000000 0.037433 0.962567 0.001244
82.000000 0.038336 0.961664 0.001287
83.000000 0.038543 0.961457 0.001259
84.000000 0.039006 0.960994 0.001277
85.000000 0.039414 0.960586 0.001319
86.000000 0.039520 0.960480 0.001317
