# k f_up f_allD C_global_avg
2.000000 0.393648 0.606352 0.384047
3.000000 0.340533 0.659467 0.307265
4.000000 0.175184 0.824816 0.142893
5.000000 0.083358 0.916642 0.055121
6.000000 0.054404 0.945596 0.028976
7.000000 0.042540 0.957460 0.018340
8.000000 0.035400 0.964600 0.012438
9.000000 0.031299 0.968701 0.009346
10.000000 0.029881 0.970119 0.007767
11.000000 0.029650 0.970350 0.007235
12.000000 0.028084 0.971916 0.005942
13.000000 0.028014 0.971986 0.005383
14.000000 0.027248 0.972752 0.004802
15.000000 0.026794 0.973206 0.004398
16.000000 0.026534 0.973466 0.004014
17.000000 0.026766 0.973234 0.003827
18.000000 0.026265 0.973735 0.003519
19.000000 0.025923 0.974077 0.003270
20.000000 0.026086 0.973914 0.003110
21.000000 0.025937 0.974063 0.002941
22.000000 0.025517 0.974483 0.002750
23.000000 0.025520 0.974480 0.002615
24.000000 0.025418 0.974582 0.002488
25.000000 0.025165 0.974835 0.002357
26.000000 0.025813 0.974187 0.002331
27.000000 0.025219 0.974781 0.002182
28.000000 0.025318 0.974682 0.002104
29.000000 0.025293 0.974707 0.002033
30.000000 0.025255 0.974745 0.001951
31.000000 0.024357 0.975643 0.001809
32.000000 0.025181 0.974819 0.001829
33.000000 0.025205 0.974795 0.001764
34.000000 0.024958 0.975042 0.001691
35.000000 0.025558 0.974442 0.001688
36.000000 0.024740 0.975260 0.001578
37.000000 0.024971 0.975029 0.001549
38.000000 0.025110 0.974890 0.001518
39.000000 0.024992 0.975008 0.001474
40.000000 0.024524 0.975476 0.001405
41.000000 0.025384 0.974616 0.001422
42.000000 0.024667 0.975333 0.001344
43.000000 0.024982 0.975018 0.001331
44.000000 0.024413 0.975587 0.001267
45.000000 0.024488 0.975512 0.001241
46.000000 0.024450 0.975550 0.001208
47.000000 0.024429 0.975571 0.001182
48.000000 0.024494 0.975506 0.001158
49.000000 0.024447 0.975553 0.001134
50.000000 0.024421 0.975579 0.001110
51.000000 0.024313 0.975687 0.001082
52.000000 0.024643 0.975357 0.001072
53.000000 0.023864 0.976136 0.001018
54.000000 0.024628 0.975372 0.001034
55.000000 0.024293 0.975707 0.001000
56.000000 0.024673 0.975327 0.000998
57.000000 0.024209 0.975791 0.000961
58.000000 0.024138 0.975862 0.000942
59.000000 0.024308 0.975692 0.000934
60.000000 0.024350 0.975650 0.000915
61.000000 0.024201 0.975799 0.000897
62.000000 0.024222 0.975778 0.000880
63.000000 0.024088 0.975912 0.000863
64.000000 0.024221 0.975779 0.000854
65.000000 0.024203 0.975797 0.000840
66.000000 0.023719 0.976281 0.000807
67.000000 0.024224 0.975776 0.000816
68.000000 0.024189 0.975811 0.000802
69.000000 0.024403 0.975597 0.000800
70.000000 0.024186 0.975814 0.000781
71.000000 0.024560 0.975440 0.000779
72.000000 0.024373 0.975627 0.000763
73.000000 0.024567 0.975433 0.000759
74.000000 0.024256 0.975744 0.000740
75.000000 0.024007 0.975993 0.000720
76.000000 0.024485 0.975515 0.000727
77.000000 0.024366 0.975634 0.000712
78.000000 0.024420 0.975580 0.000705
79.000000 0.024651 0.975349 0.000703
80.000000 0.024051 0.975949 0.000677
81.000000 0.024445 0.975555 0.000680
82.000000 0.024693 0.975307 0.000679
83.000000 0.024462 0.975538 0.000663
84.000000 0.024282 0.975718 0.000648
85.000000 0.024754 0.975246 0.000657
86.000000 0.024383 0.975617 0.000637
87.000000 0.024227 0.975773 0.000627
88.000000 0.024252 0.975748 0.000620
89.000000 0.024188 0.975812 0.000610
90.000000 0.024324 0.975676 0.000608
91.000000 0.024646 0.975354 0.000610
92.000000 0.024402 0.975598 0.000594
93.000000 0.024071 0.975929 0.000580
94.000000 0.024943 0.975057 0.000596
95.000000 0.024332 0.975668 0.000575
96.000000 0.024148 0.975852 0.000564
97.000000 0.024300 0.975700 0.000561
98.000000 0.024874 0.975126 0.000570
99.000000 0.024481 0.975519 0.000557
100.000000 0.024166 0.975834 0.000542
101.000000 0.024415 0.975585 0.000543
102.000000 0.023768 0.976232 0.000521
103.000000 0.024081 0.975919 0.000523
104.000000 0.024370 0.975630 0.000525
105.000000 0.024893 0.975107 0.000533
106.000000 0.023831 0.976169 0.000503
107.000000 0.024263 0.975737 0.000508
108.000000 0.024415 0.975585 0.000507
109.000000 0.024258 0.975742 0.000498
110.000000 0.024264 0.975736 0.000494
111.000000 0.024931 0.975069 0.000505
112.000000 0.024194 0.975806 0.000484
113.000000 0.024365 0.975635 0.000483
114.000000 0.024185 0.975815 0.000475
115.000000 0.024755 0.975245 0.000483
116.000000 0.024210 0.975790 0.000467
117.000000 0.023932 0.976068 0.000456
118.000000 0.024268 0.975732 0.000460
119.000000 0.024501 0.975499 0.000460
