# k f_up f_allD C_global_avg
2.000000 0.012916 0.987084 0.011915
3.000000 0.140616 0.859384 0.137234
4.000000 0.077099 0.922901 0.074012
5.000000 0.029718 0.970282 0.026756
6.000000 0.010359 0.989641 0.007480
7.000000 0.007810 0.992190 0.004603
8.000000 0.008267 0.991733 0.004610
9.000000 0.007644 0.992356 0.003546
10.000000 0.007325 0.992675 0.002876
11.000000 0.007826 0.992174 0.002850
12.000000 0.008529 0.991471 0.003111
13.000000 0.008176 0.991824 0.002391
14.000000 0.008967 0.991033 0.002739
15.000000 0.009402 0.990598 0.002764
16.000000 0.010006 0.989994 0.002986
17.000000 0.010599 0.989401 0.003090
18.000000 0.011654 0.988346 0.003623
19.000000 0.011186 0.988814 0.002831
20.000000 0.012395 0.987605 0.003497
21.000000 0.012418 0.987582 0.003127
22.000000 0.013488 0.986512 0.003798
23.000000 0.013559 0.986441 0.003290
24.000000 0.014060 0.985940 0.003472
25.000000 0.015178 0.984822 0.004183
26.000000 0.015524 0.984476 0.004080
27.000000 0.016724 0.983276 0.004810
28.000000 0.017363 0.982637 0.005070
29.000000 0.017465 0.982535 0.004710
30.000000 0.017678 0.982322 0.004559
31.000000 0.019240 0.980760 0.005713
32.000000 0.019660 0.980340 0.005721
33.000000 0.020714 0.979286 0.006277
34.000000 0.021668 0.978332 0.006748
35.000000 0.022399 0.977601 0.007006
36.000000 0.022613 0.977387 0.006925
37.000000 0.023245 0.976755 0.007188
38.000000 0.023798 0.976202 0.007280
39.000000 0.024818 0.975182 0.008150
40.000000 0.025674 0.974326 0.008348
41.000000 0.026667 0.973333 0.009152
42.000000 0.026827 0.973173 0.008994
43.000000 0.026997 0.973003 0.008799
44.000000 0.029732 0.970268 0.010800
45.000000 0.029170 0.970830 0.009715
46.000000 0.029143 0.970857 0.009400
47.000000 0.030423 0.969577 0.010746
48.000000 0.030948 0.969052 0.010586
49.000000 0.032213 0.967787 0.011517
