# k f_up f_down f_allD C_global_avg
2.000000 0.276965 0.380491 0.342544 0.651022
3.000000 0.261806 0.498503 0.239691 0.752144
4.000000 0.246505 0.558047 0.195448 0.796051
5.000000 0.233370 0.574570 0.192059 0.799034
6.000000 0.210328 0.591853 0.197819 0.792899
7.000000 0.196082 0.603095 0.200822 0.789491
8.000000 0.185401 0.600828 0.213771 0.775937
9.000000 0.174702 0.599879 0.225419 0.763786
10.000000 0.164573 0.609180 0.226247 0.762766
11.000000 0.155368 0.600320 0.244312 0.744129
12.000000 0.148144 0.608546 0.243310 0.744868
13.000000 0.141978 0.601559 0.256463 0.731308
14.000000 0.136504 0.605338 0.258159 0.729417
15.000000 0.133428 0.601153 0.265419 0.721763
16.000000 0.132158 0.603936 0.263907 0.723049
17.000000 0.125700 0.600785 0.273515 0.713144
18.000000 0.125605 0.600127 0.274268 0.712080
19.000000 0.119701 0.600967 0.279333 0.706902
