# k f_up f_allD C_global_avg
2.000000 0.396014 0.603986 0.386390
3.000000 0.344039 0.655961 0.314494
4.000000 0.191626 0.808374 0.161999
5.000000 0.098612 0.901388 0.071172
6.000000 0.062084 0.937916 0.036967
7.000000 0.045304 0.954696 0.021293
8.000000 0.037858 0.962142 0.014952
9.000000 0.033533 0.966467 0.010918
10.000000 0.031830 0.968170 0.009057
11.000000 0.030142 0.969858 0.007630
12.000000 0.028663 0.971337 0.006388
13.000000 0.028124 0.971876 0.005697
14.000000 0.027815 0.972185 0.005233
15.000000 0.026604 0.973396 0.004521
16.000000 0.026187 0.973813 0.004198
17.000000 0.026302 0.973698 0.003902
18.000000 0.026293 0.973707 0.003639
19.000000 0.025991 0.974009 0.003414
20.000000 0.025247 0.974753 0.003106
21.000000 0.025476 0.974524 0.003007
22.000000 0.025116 0.974884 0.002783
23.000000 0.026022 0.973978 0.002785
24.000000 0.025221 0.974779 0.002572
25.000000 0.025155 0.974845 0.002439
26.000000 0.024794 0.975206 0.002304
27.000000 0.025385 0.974615 0.002273
28.000000 0.025305 0.974695 0.002180
29.000000 0.024755 0.975245 0.002061
30.000000 0.024778 0.975222 0.001975
31.000000 0.025073 0.974927 0.001936
32.000000 0.024690 0.975310 0.001840
33.000000 0.024343 0.975657 0.001753
34.000000 0.024915 0.975085 0.001752
35.000000 0.024376 0.975624 0.001649
36.000000 0.024624 0.975376 0.001629
37.000000 0.024152 0.975848 0.001552
38.000000 0.024384 0.975616 0.001516
39.000000 0.024713 0.975287 0.001498
40.000000 0.024809 0.975191 0.001473
41.000000 0.024309 0.975691 0.001397
42.000000 0.024621 0.975379 0.001383
43.000000 0.024505 0.975495 0.001343
44.000000 0.024426 0.975574 0.001312
45.000000 0.024902 0.975098 0.001307
46.000000 0.024185 0.975815 0.001233
47.000000 0.024604 0.975396 0.001230
48.000000 0.024343 0.975657 0.001193
49.000000 0.024255 0.975745 0.001159
50.000000 0.024684 0.975316 0.001167
51.000000 0.024278 0.975722 0.001117
52.000000 0.024164 0.975836 0.001086
53.000000 0.023889 0.976111 0.001047
54.000000 0.023930 0.976070 0.001036
55.000000 0.024088 0.975912 0.001025
56.000000 0.024183 0.975817 0.001011
57.000000 0.024481 0.975519 0.001006
58.000000 0.024487 0.975513 0.000989
59.000000 0.024244 0.975756 0.000958
60.000000 0.023882 0.976118 0.000924
61.000000 0.023897 0.976103 0.000910
62.000000 0.023978 0.976022 0.000900
63.000000 0.023802 0.976198 0.000879
64.000000 0.024253 0.975747 0.000882
65.000000 0.023942 0.976058 0.000858
66.000000 0.024262 0.975738 0.000860
67.000000 0.024471 0.975529 0.000852
68.000000 0.024245 0.975755 0.000830
69.000000 0.024705 0.975295 0.000834
70.000000 0.024104 0.975896 0.000800
71.000000 0.023780 0.976220 0.000779
72.000000 0.024448 0.975552 0.000789
73.000000 0.023866 0.976134 0.000756
74.000000 0.023988 0.976012 0.000753
75.000000 0.023764 0.976236 0.000733
76.000000 0.023620 0.976380 0.000717
77.000000 0.023987 0.976013 0.000725
78.000000 0.024075 0.975925 0.000719
79.000000 0.023811 0.976189 0.000697
80.000000 0.023924 0.976076 0.000692
81.000000 0.023937 0.976063 0.000685
82.000000 0.023472 0.976528 0.000662
83.000000 0.024187 0.975813 0.000676
84.000000 0.023958 0.976042 0.000657
85.000000 0.024186 0.975814 0.000659
86.000000 0.023984 0.976016 0.000646
87.000000 0.023944 0.976056 0.000637
88.000000 0.024152 0.975848 0.000638
89.000000 0.023910 0.976090 0.000624
