# k f_up f_down f_allD C_global_avg
2.000000 0.018570 0.086646 0.894785 0.102675
3.000000 0.325140 0.569705 0.105154 0.891257
4.000000 0.302436 0.564702 0.132862 0.863466
5.000000 0.237718 0.582045 0.180236 0.815710
6.000000 0.205693 0.585412 0.208895 0.786592
7.000000 0.168576 0.614554 0.216869 0.778554
8.000000 0.157142 0.628103 0.214756 0.780120
9.000000 0.144691 0.627220 0.228088 0.766367
10.000000 0.133552 0.615002 0.251446 0.742590
11.000000 0.137385 0.628529 0.234086 0.759320
12.000000 0.125884 0.633504 0.240612 0.752639
13.000000 0.127397 0.630536 0.242067 0.750630
14.000000 0.121860 0.645726 0.232414 0.759931
15.000000 0.119583 0.636960 0.243458 0.748499
16.000000 0.120628 0.631597 0.247775 0.743752
17.000000 0.115073 0.649703 0.235224 0.755989
18.000000 0.113796 0.644946 0.241258 0.749496
19.000000 0.115857 0.638975 0.245168 0.745007
20.000000 0.114494 0.637437 0.248069 0.741731
21.000000 0.111957 0.652505 0.235538 0.754050
22.000000 0.109333 0.652817 0.237850 0.751377
23.000000 0.111847 0.647649 0.240504 0.748346
24.000000 0.107032 0.658252 0.234716 0.753926
25.000000 0.109406 0.643155 0.247439 0.740472
26.000000 0.106784 0.656053 0.237162 0.750827
27.000000 0.109606 0.661875 0.228519 0.758951
28.000000 0.110174 0.656301 0.233525 0.753712
29.000000 0.110973 0.653538 0.235490 0.751112
30.000000 0.111696 0.651990 0.236315 0.749949
31.000000 0.110393 0.638415 0.251192 0.734702
32.000000 0.114548 0.644937 0.240515 0.744779
33.000000 0.108812 0.657193 0.233995 0.751325
34.000000 0.111046 0.640646 0.248308 0.736427
35.000000 0.108959 0.652476 0.238565 0.746130
36.000000 0.105964 0.656442 0.237594 0.747090
37.000000 0.110267 0.650834 0.238899 0.744822
38.000000 0.110600 0.646614 0.242787 0.741010
39.000000 0.108728 0.645458 0.245814 0.737511
40.000000 0.112592 0.657184 0.230224 0.752787
41.000000 0.112203 0.642024 0.245774 0.736681
42.000000 0.112728 0.648302 0.238970 0.743257
43.000000 0.110225 0.644638 0.245137 0.736882
44.000000 0.110069 0.642580 0.247351 0.734361
45.000000 0.112859 0.651289 0.235853 0.745490
46.000000 0.110803 0.650965 0.238232 0.743059
47.000000 0.115772 0.645639 0.238589 0.742036
48.000000 0.115778 0.646070 0.238152 0.742063
49.000000 0.114510 0.652935 0.232555 0.748036
50.000000 0.115682 0.642733 0.241584 0.738345
51.000000 0.118830 0.630375 0.250795 0.727953
52.000000 0.114981 0.639942 0.245077 0.733904
53.000000 0.120822 0.639584 0.239593 0.738664
54.000000 0.118851 0.641685 0.239464 0.739286
55.000000 0.118572 0.647005 0.234423 0.743782
56.000000 0.117437 0.634904 0.247659 0.730433
57.000000 0.118230 0.640165 0.241606 0.736075
58.000000 0.119070 0.636263 0.244668 0.732678
59.000000 0.120553 0.641930 0.237517 0.739752
