# k f_up f_allD C_global_avg
2.000000 0.403106 0.596894 0.393357
3.000000 0.347258 0.652742 0.310877
4.000000 0.165855 0.834145 0.131480
5.000000 0.082852 0.917148 0.053606
6.000000 0.048756 0.951244 0.024042
7.000000 0.041807 0.958193 0.017055
8.000000 0.034127 0.965873 0.011210
9.000000 0.031702 0.968298 0.009039
10.000000 0.030036 0.969964 0.007576
11.000000 0.029423 0.970577 0.006715
12.000000 0.027977 0.972023 0.005719
13.000000 0.028074 0.971926 0.005275
14.000000 0.027449 0.972551 0.004741
15.000000 0.026860 0.973140 0.004283
16.000000 0.027122 0.972878 0.004041
17.000000 0.026539 0.973461 0.003703
18.000000 0.026182 0.973818 0.003418
19.000000 0.026413 0.973587 0.003262
20.000000 0.026439 0.973561 0.003100
21.000000 0.026079 0.973921 0.002891
22.000000 0.025830 0.974170 0.002718
23.000000 0.025851 0.974149 0.002600
24.000000 0.025416 0.974584 0.002435
25.000000 0.026084 0.973916 0.002404
26.000000 0.024912 0.975088 0.002189
27.000000 0.025429 0.974571 0.002152
28.000000 0.025185 0.974815 0.002055
29.000000 0.025252 0.974748 0.001986
30.000000 0.025618 0.974382 0.001948
31.000000 0.025254 0.974746 0.001854
32.000000 0.025236 0.974764 0.001795
33.000000 0.025273 0.974727 0.001738
34.000000 0.025343 0.974657 0.001689
35.000000 0.025071 0.974929 0.001616
36.000000 0.025182 0.974818 0.001581
37.000000 0.024844 0.975156 0.001514
38.000000 0.024496 0.975504 0.001452
39.000000 0.025094 0.974906 0.001450
40.000000 0.025305 0.974695 0.001430
41.000000 0.024906 0.975094 0.001365
42.000000 0.024937 0.975063 0.001335
43.000000 0.025205 0.974795 0.001316
44.000000 0.025401 0.974599 0.001296
45.000000 0.024850 0.975150 0.001238
46.000000 0.025236 0.974764 0.001227
47.000000 0.024540 0.975460 0.001166
48.000000 0.024626 0.975374 0.001145
49.000000 0.024851 0.975149 0.001136
50.000000 0.024372 0.975628 0.001087
51.000000 0.024665 0.975335 0.001078
52.000000 0.024335 0.975665 0.001042
53.000000 0.024610 0.975390 0.001037
54.000000 0.024768 0.975232 0.001023
55.000000 0.024869 0.975131 0.001010
56.000000 0.024564 0.975436 0.000977
57.000000 0.024392 0.975608 0.000953
58.000000 0.024290 0.975710 0.000931
