# k f_up f_down f_allD C_global_avg
2.000000 0.016314 0.086764 0.896921 0.100383
3.000000 0.357731 0.571468 0.070801 0.925376
4.000000 0.348546 0.566321 0.085133 0.910797
5.000000 0.281594 0.590978 0.127428 0.867946
6.000000 0.222845 0.605111 0.172044 0.822957
7.000000 0.187312 0.619532 0.193156 0.801380
8.000000 0.168555 0.634073 0.197372 0.796833
9.000000 0.152782 0.613507 0.233711 0.759884
10.000000 0.143090 0.625406 0.231504 0.761770
11.000000 0.132837 0.626553 0.240610 0.752129
12.000000 0.130344 0.634249 0.235406 0.756841
13.000000 0.122735 0.644629 0.232637 0.759457
14.000000 0.121268 0.633230 0.245502 0.745942
15.000000 0.121546 0.654877 0.223576 0.767515
16.000000 0.118338 0.640811 0.240851 0.749548
17.000000 0.113012 0.655435 0.231553 0.758810
18.000000 0.111556 0.665055 0.223388 0.766561
19.000000 0.111111 0.651859 0.237030 0.752388
20.000000 0.111371 0.651854 0.236775 0.752098
21.000000 0.109329 0.651764 0.238907 0.749724
22.000000 0.107899 0.661687 0.230414 0.757755
23.000000 0.109581 0.659141 0.231278 0.756474
24.000000 0.108404 0.663135 0.228461 0.758884
25.000000 0.108507 0.653192 0.238301 0.748488
26.000000 0.110039 0.656746 0.233215 0.753525
27.000000 0.111805 0.664216 0.223979 0.761791
28.000000 0.110386 0.654184 0.235430 0.749763
29.000000 0.110809 0.647796 0.241395 0.743665
30.000000 0.106994 0.664775 0.228231 0.756733
31.000000 0.109389 0.656495 0.234116 0.750127
32.000000 0.110213 0.661580 0.228207 0.755784
33.000000 0.110496 0.657542 0.231963 0.751476
34.000000 0.111556 0.658348 0.230097 0.753287
35.000000 0.110897 0.661591 0.227512 0.755366
36.000000 0.110586 0.656068 0.233346 0.748948
37.000000 0.108294 0.654217 0.237488 0.744443
38.000000 0.108699 0.655952 0.235349 0.746539
39.000000 0.111785 0.652411 0.235804 0.745594
40.000000 0.115960 0.652508 0.231532 0.749095
41.000000 0.109397 0.662100 0.228503 0.752167
42.000000 0.109480 0.654602 0.235918 0.744250
43.000000 0.111992 0.650274 0.237734 0.741919
44.000000 0.107677 0.661714 0.230609 0.749352
45.000000 0.113734 0.644949 0.241318 0.737695
46.000000 0.114442 0.647112 0.238446 0.739960
47.000000 0.111947 0.655066 0.232986 0.745467
48.000000 0.112688 0.654457 0.232855 0.745114
49.000000 0.110596 0.648484 0.240920 0.737007
50.000000 0.115302 0.648693 0.236005 0.740835
51.000000 0.111788 0.652120 0.236092 0.740960
52.000000 0.112666 0.652781 0.234553 0.742244
53.000000 0.114590 0.658066 0.227344 0.749546
54.000000 0.118284 0.644542 0.237174 0.738513
55.000000 0.110905 0.654014 0.235081 0.741194
56.000000 0.114499 0.648745 0.236755 0.738482
57.000000 0.116898 0.644531 0.238571 0.736281
58.000000 0.118375 0.649399 0.232226 0.742116
59.000000 0.115056 0.646728 0.238217 0.736404
60.000000 0.116318 0.656008 0.227674 0.746712
61.000000 0.124779 0.636885 0.238336 0.734299
62.000000 0.117473 0.649138 0.233389 0.740134
63.000000 0.113305 0.643121 0.243574 0.730239
64.000000 0.119999 0.643339 0.236662 0.735929
65.000000 0.118998 0.649297 0.231705 0.741171
66.000000 0.119389 0.644214 0.236397 0.735824
67.000000 0.120827 0.645948 0.233225 0.738875
68.000000 0.120482 0.646514 0.233004 0.738830
69.000000 0.124160 0.636182 0.239658 0.730721
70.000000 0.119286 0.636765 0.243950 0.727260
71.000000 0.120848 0.635293 0.243859 0.726927
72.000000 0.127242 0.633210 0.239548 0.729789
73.000000 0.125760 0.630049 0.244190 0.725229
74.000000 0.122629 0.638138 0.239233 0.730669
75.000000 0.123337 0.642801 0.233862 0.735869
76.000000 0.125465 0.629753 0.244782 0.724118
77.000000 0.119753 0.647185 0.233062 0.736535
78.000000 0.126540 0.641388 0.232071 0.736685
79.000000 0.124244 0.633666 0.242090 0.726376
