# k f_up f_allD C_global_avg
2.000000 0.025161 0.974839 0.024206
3.000000 0.100443 0.899557 0.098713
4.000000 0.086551 0.913449 0.084499
5.000000 0.054308 0.945692 0.052034
6.000000 0.029237 0.970763 0.026805
7.000000 0.028000 0.972000 0.025290
8.000000 0.026346 0.973654 0.023231
9.000000 0.025237 0.974763 0.021775
10.000000 0.025921 0.974079 0.022043
11.000000 0.026024 0.973976 0.021846
12.000000 0.025148 0.974852 0.020637
13.000000 0.026920 0.973080 0.022087
14.000000 0.027126 0.972874 0.021937
15.000000 0.033411 0.966589 0.027872
16.000000 0.029412 0.970588 0.023619
17.000000 0.031306 0.968694 0.025250
18.000000 0.034807 0.965193 0.028341
19.000000 0.036337 0.963663 0.029601
