# k f_up f_allD C_global_avg
2.000000 0.685894 0.314106 0.582649
3.000000 0.626042 0.373958 0.480978
4.000000 0.540563 0.459437 0.390962
5.000000 0.495148 0.504852 0.343142
6.000000 0.456423 0.543577 0.304618
7.000000 0.441971 0.558029 0.288382
8.000000 0.426284 0.573716 0.272069
9.000000 0.412571 0.587429 0.257869
10.000000 0.403529 0.596471 0.249361
11.000000 0.394560 0.605440 0.240311
12.000000 0.396240 0.603760 0.239723
13.000000 0.381304 0.618696 0.227691
14.000000 0.382481 0.617519 0.227465
15.000000 0.382377 0.617623 0.226325
16.000000 0.382183 0.617817 0.225389
17.000000 0.375672 0.624328 0.219556
18.000000 0.375734 0.624266 0.218798
19.000000 0.378081 0.621919 0.220130
20.000000 0.378076 0.621924 0.219762
21.000000 0.374222 0.625778 0.216260
22.000000 0.368487 0.631513 0.212160
23.000000 0.371031 0.628969 0.212910
24.000000 0.369111 0.630889 0.211082
25.000000 0.370813 0.629187 0.212553
26.000000 0.371374 0.628626 0.212379
27.000000 0.366760 0.633240 0.209216
28.000000 0.363980 0.636020 0.206784
29.000000 0.365107 0.634893 0.206935
30.000000 0.369566 0.630434 0.209918
31.000000 0.370789 0.629211 0.210666
32.000000 0.367309 0.632691 0.207655
33.000000 0.367407 0.632593 0.207688
34.000000 0.363335 0.636665 0.205101
35.000000 0.360791 0.639209 0.202856
36.000000 0.366197 0.633803 0.206470
37.000000 0.361843 0.638157 0.202470
38.000000 0.364488 0.635512 0.205020
39.000000 0.364250 0.635750 0.204607
