# k f_up f_allD C_global_avg
2.000000 0.692488 0.307512 0.584606
3.000000 0.887962 0.112038 0.609258
4.000000 0.777067 0.222933 0.411261
5.000000 0.632951 0.367049 0.245094
6.000000 0.531336 0.468664 0.153174
7.000000 0.464606 0.535394 0.102090
8.000000 0.425617 0.574383 0.074193
9.000000 0.387550 0.612450 0.055038
10.000000 0.375991 0.624009 0.045455
11.000000 0.358540 0.641460 0.036349
12.000000 0.342191 0.657809 0.030407
13.000000 0.335621 0.664379 0.026912
14.000000 0.333574 0.666426 0.024513
15.000000 0.325209 0.674791 0.021586
16.000000 0.319072 0.680928 0.019611
17.000000 0.308753 0.691247 0.016883
18.000000 0.313445 0.686555 0.016461
19.000000 0.304633 0.695367 0.014556
20.000000 0.304919 0.695081 0.013579
21.000000 0.303832 0.696168 0.012955
22.000000 0.295184 0.704816 0.012095
23.000000 0.296989 0.703011 0.012165
24.000000 0.299499 0.700501 0.011388
25.000000 0.294788 0.705212 0.010831
26.000000 0.291388 0.708612 0.010221
27.000000 0.292766 0.707234 0.010016
28.000000 0.284069 0.715931 0.009013
29.000000 0.293211 0.706789 0.009240
30.000000 0.285050 0.714950 0.008725
31.000000 0.288631 0.711369 0.008567
32.000000 0.290819 0.709181 0.008357
33.000000 0.287609 0.712391 0.008040
34.000000 0.290874 0.709126 0.007817
35.000000 0.285086 0.714914 0.007744
36.000000 0.287741 0.712259 0.007407
37.000000 0.283955 0.716045 0.007571
38.000000 0.282756 0.717244 0.007108
39.000000 0.283741 0.716259 0.007155
40.000000 0.281057 0.718943 0.006662
41.000000 0.282274 0.717726 0.006393
42.000000 0.286212 0.713788 0.006490
43.000000 0.282256 0.717744 0.006359
44.000000 0.279091 0.720909 0.005866
45.000000 0.279936 0.720064 0.005638
46.000000 0.277813 0.722187 0.005731
47.000000 0.282839 0.717161 0.006147
48.000000 0.280166 0.719834 0.005919
49.000000 0.278071 0.721929 0.005494
50.000000 0.277997 0.722003 0.005414
51.000000 0.281114 0.718886 0.005738
52.000000 0.279476 0.720524 0.005094
53.000000 0.279705 0.720295 0.005522
54.000000 0.279225 0.720775 0.005548
55.000000 0.276786 0.723214 0.005223
56.000000 0.282986 0.717014 0.005141
57.000000 0.277555 0.722445 0.004845
58.000000 0.277600 0.722400 0.005094
59.000000 0.276140 0.723860 0.004682
60.000000 0.275519 0.724481 0.004773
