# k f_up f_allD C_global_avg
2.000000 0.388371 0.611629 0.379347
3.000000 0.298105 0.701895 0.280375
4.000000 0.198564 0.801436 0.178819
5.000000 0.139847 0.860153 0.119605
6.000000 0.087549 0.912451 0.067714
7.000000 0.071924 0.928076 0.051483
8.000000 0.053565 0.946435 0.033349
9.000000 0.044492 0.955508 0.024545
10.000000 0.039775 0.960225 0.019426
11.000000 0.035214 0.964786 0.014953
12.000000 0.032879 0.967121 0.012504
13.000000 0.030650 0.969350 0.010508
14.000000 0.029574 0.970426 0.009192
15.000000 0.028033 0.971967 0.007714
16.000000 0.026960 0.973040 0.006948
17.000000 0.025719 0.974281 0.005767
18.000000 0.026091 0.973909 0.005437
19.000000 0.025410 0.974590 0.004990
20.000000 0.024864 0.975136 0.004263
21.000000 0.025109 0.974891 0.004528
22.000000 0.024268 0.975732 0.003895
23.000000 0.024015 0.975985 0.003573
24.000000 0.024369 0.975631 0.003660
25.000000 0.023648 0.976352 0.003092
26.000000 0.024002 0.975998 0.003321
27.000000 0.023691 0.976309 0.003042
28.000000 0.023899 0.976101 0.003029
29.000000 0.023545 0.976455 0.002647
30.000000 0.023547 0.976453 0.002528
31.000000 0.023211 0.976789 0.002435
32.000000 0.023132 0.976868 0.002321
33.000000 0.023247 0.976753 0.002395
34.000000 0.023178 0.976822 0.002131
35.000000 0.023465 0.976535 0.002257
36.000000 0.023114 0.976886 0.002122
37.000000 0.023244 0.976756 0.002055
38.000000 0.022726 0.977274 0.001872
39.000000 0.022877 0.977123 0.001866
