# k f_up f_allD C_global_avg
2.000000 0.399668 0.600332 0.390201
3.000000 0.321198 0.678802 0.301067
4.000000 0.198286 0.801714 0.175843
5.000000 0.125912 0.874088 0.103483
6.000000 0.082505 0.917495 0.060347
7.000000 0.064851 0.935149 0.042798
8.000000 0.046138 0.953862 0.024921
9.000000 0.040766 0.959234 0.019237
10.000000 0.035233 0.964767 0.014272
11.000000 0.032818 0.967182 0.011669
12.000000 0.030686 0.969314 0.009420
13.000000 0.029670 0.970330 0.008506
14.000000 0.028596 0.971404 0.007183
15.000000 0.026977 0.973023 0.005962
16.000000 0.026084 0.973916 0.005157
17.000000 0.026574 0.973426 0.005029
18.000000 0.026058 0.973942 0.004728
19.000000 0.025279 0.974721 0.004009
20.000000 0.025094 0.974906 0.003737
21.000000 0.024920 0.975080 0.003525
22.000000 0.024686 0.975314 0.003227
23.000000 0.024336 0.975664 0.003087
24.000000 0.024107 0.975893 0.002907
25.000000 0.024072 0.975928 0.002667
26.000000 0.024358 0.975642 0.002720
27.000000 0.024260 0.975740 0.002567
28.000000 0.023827 0.976173 0.002379
29.000000 0.023508 0.976492 0.002263
30.000000 0.024093 0.975907 0.002211
31.000000 0.023685 0.976315 0.002119
32.000000 0.023713 0.976287 0.002026
33.000000 0.023417 0.976583 0.001935
34.000000 0.023709 0.976291 0.001927
35.000000 0.023559 0.976441 0.001840
36.000000 0.023364 0.976636 0.001792
37.000000 0.023268 0.976732 0.001711
38.000000 0.023466 0.976534 0.001679
39.000000 0.023551 0.976449 0.001701
40.000000 0.023571 0.976429 0.001694
41.000000 0.023229 0.976771 0.001519
42.000000 0.023032 0.976968 0.001442
43.000000 0.023306 0.976694 0.001473
44.000000 0.023027 0.976973 0.001401
45.000000 0.023053 0.976947 0.001402
46.000000 0.023015 0.976985 0.001390
47.000000 0.023161 0.976839 0.001317
48.000000 0.023291 0.976709 0.001311
49.000000 0.023358 0.976642 0.001307
