# k f_up f_down f_allD C_global_avg
2.000000 0.293350 0.437360 0.269290 0.722256
3.000000 0.349877 0.612308 0.037815 0.950842
4.000000 0.375716 0.599627 0.024657 0.963653
5.000000 0.387506 0.589243 0.023251 0.963325
6.000000 0.372723 0.602476 0.024801 0.960482
7.000000 0.368575 0.604457 0.026968 0.956315
8.000000 0.357103 0.611616 0.031281 0.950476
9.000000 0.344396 0.619939 0.035665 0.945036
10.000000 0.338683 0.619835 0.041482 0.937348
11.000000 0.324849 0.626786 0.048365 0.930020
12.000000 0.315548 0.627406 0.057046 0.919583
13.000000 0.310142 0.628469 0.061389 0.914539
14.000000 0.300271 0.634187 0.065542 0.910077
15.000000 0.297609 0.628669 0.073722 0.900967
16.000000 0.290356 0.633318 0.076326 0.897867
17.000000 0.287598 0.627678 0.084724 0.888312
18.000000 0.285259 0.626176 0.088564 0.884409
19.000000 0.281429 0.621787 0.096784 0.874854
20.000000 0.274802 0.624064 0.101134 0.870280
21.000000 0.272146 0.624271 0.103583 0.867741
22.000000 0.274695 0.613372 0.111933 0.857847
23.000000 0.263917 0.622390 0.113693 0.856995
24.000000 0.265823 0.616567 0.117609 0.852007
25.000000 0.264635 0.611686 0.123678 0.845233
26.000000 0.263308 0.614483 0.122209 0.847038
27.000000 0.261388 0.603261 0.135351 0.832361
28.000000 0.260781 0.602296 0.136924 0.830643
29.000000 0.259827 0.598000 0.142173 0.824957
30.000000 0.263867 0.596851 0.139282 0.826969
31.000000 0.259353 0.594486 0.146161 0.819393
32.000000 0.260068 0.590219 0.149713 0.815579
33.000000 0.262155 0.585345 0.152500 0.812602
34.000000 0.260718 0.583154 0.156128 0.807857
35.000000 0.260104 0.582661 0.157234 0.807424
36.000000 0.256600 0.579283 0.164117 0.799659
37.000000 0.261235 0.575054 0.163711 0.800135
38.000000 0.260447 0.567185 0.172368 0.789526
39.000000 0.256989 0.567341 0.175670 0.786497
40.000000 0.255750 0.567123 0.177127 0.784429
41.000000 0.254535 0.561219 0.184246 0.777106
42.000000 0.254372 0.561860 0.183768 0.777312
43.000000 0.256484 0.555724 0.187791 0.772776
