# k f_up f_allD C_global_avg
2.000000 0.017190 0.982810 0.016158
3.000000 0.119828 0.880172 0.117455
4.000000 0.051879 0.948121 0.049638
5.000000 0.029189 0.970811 0.026728
6.000000 0.021997 0.978003 0.019250
7.000000 0.017566 0.982434 0.014480
8.000000 0.014808 0.985192 0.011373
9.000000 0.014856 0.985144 0.011011
10.000000 0.012561 0.987439 0.008356
11.000000 0.015128 0.984872 0.010546
12.000000 0.015874 0.984126 0.010762
13.000000 0.014120 0.985880 0.008753
14.000000 0.015951 0.984049 0.010082
15.000000 0.016296 0.983704 0.010146
16.000000 0.015272 0.984728 0.008734
17.000000 0.017190 0.982810 0.010306
18.000000 0.018381 0.981619 0.011060
19.000000 0.018180 0.981820 0.010583
20.000000 0.021850 0.978150 0.013677
21.000000 0.022005 0.977995 0.013455
22.000000 0.023160 0.976840 0.014266
23.000000 0.024860 0.975140 0.015620
24.000000 0.025181 0.974819 0.015688
25.000000 0.026089 0.973911 0.016186
26.000000 0.027498 0.972502 0.017259
27.000000 0.030963 0.969037 0.020248
28.000000 0.030664 0.969336 0.019663
29.000000 0.031858 0.968142 0.020640
