# k f_up f_down f_allD C_global_avg
2.000000 0.294416 0.432157 0.273427 0.718104
3.000000 0.339581 0.606929 0.053490 0.933952
4.000000 0.347257 0.610897 0.041846 0.944888
5.000000 0.329310 0.629078 0.041613 0.943912
6.000000 0.329644 0.618717 0.051639 0.931243
7.000000 0.308338 0.637990 0.053672 0.928470
8.000000 0.290502 0.647111 0.062387 0.918557
9.000000 0.269910 0.659001 0.071089 0.908741
10.000000 0.257549 0.664463 0.077988 0.901326
11.000000 0.248868 0.664870 0.086262 0.891756
12.000000 0.236749 0.668865 0.094386 0.883098
13.000000 0.230050 0.668972 0.100978 0.875485
14.000000 0.220169 0.670567 0.109265 0.867008
15.000000 0.219621 0.660587 0.119792 0.855438
16.000000 0.209636 0.668885 0.121479 0.853548
17.000000 0.208655 0.657446 0.133898 0.840388
18.000000 0.202947 0.661523 0.135530 0.838448
19.000000 0.197621 0.665485 0.136894 0.836896
20.000000 0.197515 0.659102 0.143382 0.829851
21.000000 0.193969 0.649067 0.156964 0.815526
22.000000 0.187660 0.656935 0.155406 0.817275
23.000000 0.187432 0.654198 0.158371 0.814014
24.000000 0.185318 0.650179 0.164503 0.807011
25.000000 0.185708 0.645294 0.168999 0.802507
26.000000 0.187328 0.633536 0.179136 0.790575
27.000000 0.183587 0.638320 0.178093 0.791877
28.000000 0.183023 0.639107 0.177869 0.792031
29.000000 0.180382 0.632837 0.186781 0.782847
30.000000 0.179800 0.634209 0.185991 0.782594
31.000000 0.176627 0.633125 0.190248 0.778424
32.000000 0.178530 0.633785 0.187685 0.780776
33.000000 0.180552 0.632881 0.186567 0.781853
34.000000 0.175839 0.624370 0.199790 0.768163
35.000000 0.179049 0.622818 0.198133 0.769503
36.000000 0.175099 0.630204 0.194697 0.773043
37.000000 0.178071 0.613703 0.208227 0.757979
38.000000 0.179155 0.619958 0.200887 0.765199
39.000000 0.174144 0.622887 0.202969 0.763658
40.000000 0.175056 0.617182 0.207761 0.758485
41.000000 0.174934 0.609001 0.216065 0.749765
42.000000 0.172348 0.613398 0.214253 0.751710
43.000000 0.173613 0.607387 0.219001 0.746396
44.000000 0.173608 0.611946 0.214447 0.750913
45.000000 0.174901 0.603453 0.221646 0.742513
46.000000 0.172339 0.600813 0.226848 0.737261
47.000000 0.170888 0.613311 0.215800 0.749093
48.000000 0.174601 0.598482 0.226917 0.736513
49.000000 0.173706 0.601425 0.224869 0.738636
50.000000 0.172754 0.596663 0.230583 0.733016
51.000000 0.170221 0.588423 0.241356 0.721604
52.000000 0.169748 0.595021 0.235231 0.728344
53.000000 0.175050 0.587786 0.237164 0.725387
54.000000 0.170514 0.591759 0.237727 0.724687
55.000000 0.172641 0.580863 0.246497 0.715117
56.000000 0.170078 0.593668 0.236254 0.726293
57.000000 0.173867 0.582467 0.243666 0.717177
58.000000 0.171057 0.590016 0.238927 0.722986
59.000000 0.170349 0.581311 0.248340 0.712744
60.000000 0.170876 0.586846 0.242278 0.718982
61.000000 0.171421 0.577048 0.251531 0.708426
62.000000 0.172916 0.578667 0.248417 0.711565
63.000000 0.174386 0.570676 0.254938 0.704393
64.000000 0.172519 0.569912 0.257569 0.701906
65.000000 0.169078 0.577089 0.253833 0.705868
66.000000 0.173814 0.568679 0.257506 0.701552
67.000000 0.169035 0.561008 0.269958 0.688752
68.000000 0.172477 0.565803 0.261720 0.696572
69.000000 0.170840 0.572117 0.257043 0.702009
70.000000 0.170929 0.564960 0.264111 0.693969
71.000000 0.171790 0.572315 0.255895 0.702437
72.000000 0.172142 0.565471 0.262387 0.695487
73.000000 0.173617 0.561842 0.264541 0.693586
74.000000 0.172152 0.560180 0.267668 0.689767
75.000000 0.173221 0.556924 0.269855 0.687014
76.000000 0.174254 0.559257 0.266489 0.690310
77.000000 0.172854 0.555729 0.271418 0.685533
78.000000 0.171408 0.557549 0.271043 0.685968
79.000000 0.172328 0.554249 0.273423 0.683246
80.000000 0.174133 0.551754 0.274113 0.681963
81.000000 0.171711 0.550187 0.278102 0.677735
82.000000 0.172589 0.545790 0.281621 0.673990
83.000000 0.172094 0.550020 0.277887 0.677780
84.000000 0.175552 0.546783 0.277664 0.678077
85.000000 0.172661 0.555135 0.272204 0.683412
86.000000 0.170851 0.553464 0.275684 0.680174
87.000000 0.172011 0.548222 0.279766 0.675778
88.000000 0.173268 0.548181 0.278550 0.676044
89.000000 0.173625 0.557614 0.268762 0.686534
90.000000 0.173326 0.545033 0.281641 0.672462
91.000000 0.173483 0.547465 0.279052 0.675704
92.000000 0.172186 0.544368 0.283446 0.671345
93.000000 0.171143 0.544361 0.284496 0.670237
94.000000 0.172808 0.538798 0.288394 0.665425
95.000000 0.171469 0.535294 0.293237 0.660631
96.000000 0.171826 0.546975 0.281199 0.673173
97.000000 0.172377 0.538546 0.289077 0.664232
98.000000 0.172749 0.541426 0.285825 0.667600
99.000000 0.174195 0.541409 0.284396 0.668534
100.000000 0.172381 0.547713 0.279906 0.674205
101.000000 0.172031 0.541999 0.285970 0.666887
102.000000 0.171758 0.542071 0.286171 0.666931
103.000000 0.170694 0.545608 0.283698 0.669624
104.000000 0.172172 0.544989 0.282839 0.670027
105.000000 0.172909 0.536691 0.290399 0.662096
106.000000 0.174815 0.544595 0.280590 0.672540
107.000000 0.172346 0.539191 0.288462 0.663939
108.000000 0.170768 0.540329 0.288903 0.663585
109.000000 0.171967 0.521101 0.306932 0.643835
