# k f_up f_down f_allD C_global_avg
2.000000 0.297167 0.436744 0.266088 0.725506
3.000000 0.348378 0.604875 0.046747 0.941176
4.000000 0.353054 0.612641 0.034305 0.952936
5.000000 0.356466 0.608489 0.035045 0.950236
6.000000 0.341510 0.619652 0.038839 0.945142
7.000000 0.322592 0.634744 0.042664 0.940125
8.000000 0.314768 0.632807 0.052425 0.928458
9.000000 0.295000 0.645314 0.059686 0.919472
10.000000 0.283009 0.647062 0.069930 0.908189
11.000000 0.267445 0.658606 0.073949 0.903891
12.000000 0.255790 0.663703 0.080507 0.897086
13.000000 0.250791 0.662020 0.087189 0.889264
14.000000 0.243397 0.660166 0.096437 0.879197
15.000000 0.234194 0.661610 0.104195 0.871082
16.000000 0.234621 0.661711 0.103667 0.871092
17.000000 0.228300 0.655367 0.116333 0.857342
18.000000 0.225826 0.651065 0.123109 0.850034
19.000000 0.219352 0.654289 0.126359 0.846734
20.000000 0.220106 0.646643 0.133251 0.838986
21.000000 0.216381 0.641582 0.142037 0.829376
22.000000 0.215567 0.640456 0.143977 0.827469
23.000000 0.210343 0.645360 0.144297 0.826922
24.000000 0.205670 0.648816 0.145514 0.825833
25.000000 0.205727 0.638592 0.155681 0.814336
26.000000 0.207371 0.633269 0.159361 0.810504
27.000000 0.203836 0.632266 0.163898 0.805455
28.000000 0.206052 0.628858 0.165090 0.803455
29.000000 0.199228 0.627215 0.173557 0.795137
30.000000 0.203503 0.618836 0.177662 0.790009
31.000000 0.200600 0.622120 0.177280 0.789951
32.000000 0.198868 0.616771 0.184361 0.782910
33.000000 0.197374 0.620189 0.182436 0.784711
34.000000 0.200125 0.609900 0.189975 0.775952
35.000000 0.197084 0.616354 0.186561 0.779808
36.000000 0.195763 0.618089 0.186148 0.780454
37.000000 0.199006 0.597738 0.203256 0.761975
38.000000 0.196469 0.608007 0.195524 0.769369
39.000000 0.192933 0.599964 0.207103 0.757886
40.000000 0.196841 0.607560 0.195599 0.769372
41.000000 0.197211 0.596453 0.206336 0.757762
42.000000 0.195824 0.603990 0.200186 0.764152
43.000000 0.196577 0.589690 0.213733 0.749754
44.000000 0.193094 0.599230 0.207675 0.755756
45.000000 0.194784 0.596495 0.208721 0.754559
46.000000 0.195502 0.595579 0.208919 0.754036
47.000000 0.190495 0.594204 0.215300 0.747817
48.000000 0.196670 0.585078 0.218252 0.743930
49.000000 0.195580 0.583552 0.220867 0.740752
50.000000 0.196457 0.572037 0.231506 0.729857
51.000000 0.191964 0.582168 0.225867 0.735412
52.000000 0.196189 0.567881 0.235930 0.724168
53.000000 0.193417 0.581124 0.225459 0.735509
54.000000 0.194767 0.573553 0.231680 0.728753
55.000000 0.195137 0.571670 0.233194 0.726960
56.000000 0.195890 0.574334 0.229776 0.731026
57.000000 0.195463 0.563920 0.240617 0.718136
58.000000 0.198054 0.565164 0.236782 0.722082
59.000000 0.195364 0.558459 0.246177 0.712425
60.000000 0.196276 0.553603 0.250122 0.708304
61.000000 0.191876 0.558734 0.249390 0.708868
62.000000 0.195296 0.556452 0.248252 0.709903
63.000000 0.194580 0.562309 0.243112 0.715292
64.000000 0.196168 0.560309 0.243523 0.713993
