# k f_up f_down f_allD C_global_avg
2.000000 0.017021 0.085347 0.897632 0.099739
3.000000 0.359873 0.562714 0.077412 0.918825
4.000000 0.316870 0.589521 0.093609 0.902649
5.000000 0.256757 0.591854 0.151389 0.844203
6.000000 0.232178 0.589190 0.178632 0.816461
7.000000 0.182239 0.617062 0.200699 0.794148
8.000000 0.164942 0.626993 0.208065 0.786418
9.000000 0.156278 0.623327 0.220395 0.773500
10.000000 0.141098 0.632128 0.226774 0.766966
11.000000 0.138297 0.642219 0.219484 0.773612
12.000000 0.128828 0.639745 0.231427 0.761276
13.000000 0.129173 0.632628 0.238199 0.753785
14.000000 0.121538 0.635005 0.243456 0.748383
15.000000 0.121281 0.640913 0.237806 0.753558
16.000000 0.117351 0.648611 0.234038 0.756969
17.000000 0.113064 0.656689 0.230247 0.760513
18.000000 0.112962 0.648397 0.238641 0.751468
19.000000 0.112690 0.654958 0.232351 0.757504
20.000000 0.113104 0.651612 0.235284 0.753887
21.000000 0.110569 0.655657 0.233774 0.755441
22.000000 0.105820 0.661724 0.232457 0.756409
23.000000 0.113970 0.649624 0.236405 0.751685
24.000000 0.110872 0.663272 0.225856 0.762082
25.000000 0.111639 0.657063 0.231299 0.756115
26.000000 0.110720 0.646983 0.242297 0.744493
27.000000 0.108214 0.656979 0.234807 0.751843
28.000000 0.106383 0.656707 0.236909 0.749575
29.000000 0.110625 0.660197 0.229177 0.756866
30.000000 0.110178 0.650624 0.239198 0.745961
31.000000 0.106257 0.654732 0.239010 0.746545
32.000000 0.112667 0.654514 0.232819 0.751932
33.000000 0.107438 0.649610 0.242953 0.741392
34.000000 0.107054 0.649197 0.243749 0.740186
35.000000 0.111074 0.647327 0.241599 0.741772
36.000000 0.107482 0.656951 0.235567 0.747739
37.000000 0.110493 0.650839 0.238668 0.744087
38.000000 0.109729 0.657856 0.232415 0.750030
39.000000 0.112289 0.641745 0.245966 0.735984
40.000000 0.109977 0.654863 0.235160 0.746849
41.000000 0.113329 0.643884 0.242787 0.738457
42.000000 0.112969 0.648886 0.238146 0.743277
43.000000 0.108935 0.657215 0.233850 0.747317
44.000000 0.112937 0.644396 0.242667 0.737539
45.000000 0.109810 0.655649 0.234541 0.745900
46.000000 0.113994 0.641841 0.244166 0.735440
47.000000 0.113311 0.648620 0.238069 0.741523
48.000000 0.109750 0.648275 0.241975 0.737538
49.000000 0.113046 0.656211 0.230743 0.748559
50.000000 0.113613 0.647128 0.239258 0.739295
51.000000 0.113003 0.647050 0.239947 0.738265
52.000000 0.116557 0.640769 0.242674 0.735013
53.000000 0.114942 0.657593 0.227465 0.750381
54.000000 0.109664 0.653944 0.236392 0.741471
55.000000 0.116639 0.651850 0.231511 0.745676
56.000000 0.120755 0.640727 0.238518 0.737464
57.000000 0.118189 0.647163 0.234648 0.741814
58.000000 0.118810 0.646389 0.234801 0.741164
59.000000 0.116839 0.646466 0.236694 0.739298
60.000000 0.116053 0.650856 0.233092 0.742619
61.000000 0.119166 0.626037 0.254797 0.719571
62.000000 0.114313 0.644329 0.241358 0.733591
63.000000 0.122678 0.637246 0.240075 0.733245
64.000000 0.119163 0.633893 0.246945 0.726986
65.000000 0.119947 0.635481 0.244572 0.728862
66.000000 0.124927 0.643565 0.231507 0.741680
67.000000 0.124005 0.636507 0.239488 0.733282
68.000000 0.119196 0.644277 0.236527 0.736982
69.000000 0.121764 0.633765 0.244472 0.727649
