# k f_up f_down f_allD C_global_avg
2.000000 0.394878 0.463462 0.141660 0.784901
3.000000 0.449404 0.532352 0.018245 0.893136
4.000000 0.445753 0.539063 0.015185 0.884237
5.000000 0.435184 0.546297 0.018519 0.866004
6.000000 0.413461 0.564035 0.022504 0.852309
7.000000 0.409350 0.561913 0.028737 0.832788
8.000000 0.391700 0.574721 0.033579 0.823226
9.000000 0.383195 0.572269 0.044536 0.804061
10.000000 0.385897 0.571681 0.042422 0.798652
11.000000 0.371953 0.583801 0.044246 0.796809
12.000000 0.362415 0.588033 0.049552 0.789239
13.000000 0.356276 0.588493 0.055231 0.779316
14.000000 0.356432 0.587912 0.055656 0.774881
15.000000 0.348363 0.595030 0.056607 0.772957
16.000000 0.348726 0.594692 0.056582 0.769453
17.000000 0.342271 0.592153 0.065576 0.758232
18.000000 0.342164 0.594679 0.063158 0.756866
19.000000 0.335047 0.608091 0.056862 0.765637
20.000000 0.324659 0.616984 0.058356 0.767439
21.000000 0.327120 0.609888 0.062992 0.756768
22.000000 0.322709 0.615741 0.061550 0.759103
23.000000 0.318301 0.619971 0.061728 0.757081
24.000000 0.319029 0.615609 0.065362 0.749226
25.000000 0.311198 0.628807 0.059995 0.757214
26.000000 0.306640 0.624072 0.069288 0.745655
27.000000 0.295912 0.644500 0.059588 0.760466
28.000000 0.291866 0.645678 0.062456 0.753888
29.000000 0.289690 0.647740 0.062570 0.754769
30.000000 0.288195 0.647852 0.063954 0.750437
31.000000 0.278845 0.662796 0.058360 0.759137
32.000000 0.278561 0.664892 0.056547 0.759373
33.000000 0.270937 0.675330 0.053733 0.762558
34.000000 0.264547 0.684661 0.050792 0.769042
35.000000 0.262933 0.686553 0.050514 0.766815
36.000000 0.256487 0.687823 0.055690 0.760166
37.000000 0.247610 0.702687 0.049703 0.769299
38.000000 0.241898 0.712034 0.046067 0.774223
39.000000 0.237046 0.713661 0.049293 0.769639
40.000000 0.235027 0.715405 0.049567 0.767849
41.000000 0.229100 0.724974 0.045926 0.772428
42.000000 0.220464 0.737663 0.041874 0.779279
43.000000 0.222621 0.729875 0.047505 0.768630
44.000000 0.213867 0.742037 0.044097 0.774584
45.000000 0.208465 0.749903 0.041631 0.776642
46.000000 0.207922 0.749208 0.042870 0.773744
47.000000 0.197022 0.769171 0.033807 0.785831
48.000000 0.195781 0.763460 0.040759 0.776266
49.000000 0.193178 0.771114 0.035708 0.780389
50.000000 0.186477 0.777282 0.036241 0.781831
51.000000 0.184204 0.784222 0.031574 0.784005
52.000000 0.179704 0.789858 0.030437 0.786175
53.000000 0.174505 0.795817 0.029677 0.786851
54.000000 0.171598 0.796976 0.031426 0.783762
55.000000 0.170505 0.798429 0.031065 0.781793
56.000000 0.169566 0.797108 0.033327 0.776287
57.000000 0.162608 0.809648 0.027743 0.783548
58.000000 0.154786 0.817004 0.028210 0.785334
59.000000 0.155399 0.817611 0.026991 0.782746
60.000000 0.152206 0.819735 0.028059 0.782090
