# k f_up f_down f_allD C_global_avg
2.000000 0.294876 0.435049 0.270075 0.721452
3.000000 0.353998 0.606511 0.039490 0.949002
4.000000 0.375420 0.598195 0.026385 0.961533
5.000000 0.370944 0.605857 0.023200 0.963699
6.000000 0.369531 0.605609 0.024860 0.960242
7.000000 0.365973 0.605082 0.028945 0.954243
8.000000 0.349072 0.617589 0.033339 0.948281
9.000000 0.335788 0.624013 0.040199 0.939965
10.000000 0.327016 0.627103 0.045881 0.932844
11.000000 0.315711 0.633434 0.050855 0.926966
12.000000 0.300447 0.642362 0.057191 0.920368
13.000000 0.298912 0.637128 0.063960 0.912424
14.000000 0.294339 0.636640 0.069021 0.906676
15.000000 0.281425 0.644658 0.073917 0.901853
16.000000 0.281172 0.636257 0.082571 0.891591
17.000000 0.275637 0.634561 0.089802 0.883859
18.000000 0.273508 0.635618 0.090874 0.881836
19.000000 0.269756 0.631563 0.098681 0.873494
20.000000 0.265914 0.630046 0.104041 0.867590
21.000000 0.266605 0.619420 0.113975 0.856326
22.000000 0.257848 0.630469 0.111683 0.859665
23.000000 0.261082 0.619039 0.119879 0.850329
24.000000 0.258378 0.616482 0.125140 0.844095
25.000000 0.258235 0.611377 0.130388 0.838173
26.000000 0.253092 0.614870 0.132038 0.836601
27.000000 0.252626 0.611462 0.135911 0.832130
28.000000 0.251846 0.609609 0.138545 0.829281
29.000000 0.251446 0.614106 0.134447 0.833854
30.000000 0.250368 0.597807 0.151824 0.814637
31.000000 0.249386 0.598083 0.152531 0.813659
32.000000 0.249677 0.601326 0.148998 0.817465
33.000000 0.248953 0.591897 0.159150 0.805825
34.000000 0.249280 0.585564 0.165156 0.799649
35.000000 0.241562 0.593944 0.164494 0.800614
36.000000 0.246320 0.591104 0.162576 0.801926
37.000000 0.245897 0.584808 0.169296 0.794837
38.000000 0.251303 0.573640 0.175057 0.787541
39.000000 0.245771 0.577937 0.176292 0.786770
40.000000 0.249188 0.571010 0.179801 0.782125
41.000000 0.248418 0.569507 0.182075 0.779695
42.000000 0.248320 0.568519 0.183161 0.778459
43.000000 0.247397 0.562253 0.190350 0.770955
44.000000 0.249358 0.563340 0.187302 0.773170
45.000000 0.248760 0.560387 0.190853 0.769209
46.000000 0.246328 0.560804 0.192869 0.767395
47.000000 0.250463 0.545953 0.203584 0.754841
48.000000 0.247561 0.559155 0.193285 0.766181
49.000000 0.245601 0.553447 0.200952 0.758011
50.000000 0.245834 0.545239 0.208927 0.749411
51.000000 0.247605 0.540094 0.212301 0.745925
52.000000 0.248293 0.536847 0.214860 0.743065
53.000000 0.248045 0.538523 0.213432 0.744234
54.000000 0.248721 0.539492 0.211788 0.745598
55.000000 0.245497 0.534385 0.220118 0.736931
56.000000 0.250695 0.524731 0.224574 0.731419
57.000000 0.248897 0.527865 0.223238 0.732728
58.000000 0.250882 0.522966 0.226151 0.729618
59.000000 0.248092 0.530772 0.221136 0.735429
60.000000 0.247830 0.518987 0.233183 0.721894
61.000000 0.250567 0.520777 0.228655 0.726176
62.000000 0.251016 0.518772 0.230212 0.724242
63.000000 0.247701 0.516728 0.235570 0.718872
64.000000 0.253067 0.511521 0.235412 0.718328
65.000000 0.254746 0.514132 0.231121 0.722727
66.000000 0.250098 0.510842 0.239060 0.713938
67.000000 0.249100 0.507155 0.243745 0.709666
68.000000 0.247452 0.505355 0.247193 0.705804
69.000000 0.248304 0.507772 0.243925 0.708656
70.000000 0.253852 0.507335 0.238812 0.713269
71.000000 0.252246 0.511374 0.236380 0.716337
72.000000 0.250956 0.505308 0.243736 0.708330
73.000000 0.254411 0.493798 0.251791 0.698967
74.000000 0.251069 0.504589 0.244342 0.707341
75.000000 0.249549 0.492889 0.257562 0.693422
76.000000 0.252104 0.497008 0.250889 0.699953
77.000000 0.250592 0.489074 0.260333 0.689985
78.000000 0.253312 0.489738 0.256950 0.692634
79.000000 0.252436 0.493242 0.254322 0.695563
80.000000 0.253654 0.488684 0.257662 0.691920
81.000000 0.253515 0.484277 0.262208 0.687150
82.000000 0.252413 0.492888 0.254699 0.694864
83.000000 0.253480 0.481163 0.265356 0.683322
84.000000 0.253804 0.483446 0.262750 0.686325
85.000000 0.256380 0.481162 0.262458 0.685294
86.000000 0.251160 0.482741 0.266099 0.682377
87.000000 0.253532 0.477164 0.269304 0.678992
88.000000 0.254116 0.479984 0.265900 0.681941
89.000000 0.252011 0.480131 0.267858 0.679776
90.000000 0.257643 0.476361 0.265996 0.680952
91.000000 0.249297 0.472554 0.278148 0.669590
92.000000 0.256528 0.477049 0.266424 0.680730
93.000000 0.252181 0.472820 0.274999 0.671766
94.000000 0.254507 0.474576 0.270916 0.676159
95.000000 0.253571 0.469030 0.277399 0.669116
96.000000 0.253015 0.468831 0.278154 0.668026
97.000000 0.251390 0.471194 0.277416 0.668869
98.000000 0.254337 0.458306 0.287357 0.658380
99.000000 0.253862 0.469098 0.277040 0.669017
100.000000 0.257743 0.466564 0.275693 0.669808
101.000000 0.255340 0.466787 0.277873 0.667373
102.000000 0.253645 0.464756 0.281599 0.663687
103.000000 0.258284 0.458865 0.282851 0.661479
104.000000 0.252061 0.460382 0.287558 0.657969
105.000000 0.254587 0.462708 0.282704 0.661785
106.000000 0.255092 0.461832 0.283075 0.662019
107.000000 0.254933 0.455075 0.289991 0.653544
108.000000 0.257263 0.451236 0.291501 0.652078
109.000000 0.256661 0.456998 0.286341 0.657363
110.000000 0.255790 0.458789 0.285421 0.658461
111.000000 0.255114 0.452051 0.292835 0.651340
112.000000 0.253515 0.453439 0.293046 0.650100
113.000000 0.252154 0.451270 0.296576 0.645998
114.000000 0.254340 0.453138 0.292522 0.650825
115.000000 0.254253 0.454624 0.291123 0.651861
116.000000 0.256284 0.451603 0.292112 0.651308
117.000000 0.253706 0.455828 0.290466 0.652326
118.000000 0.253853 0.452195 0.293952 0.648653
119.000000 0.255469 0.453679 0.290853 0.651915
120.000000 0.251636 0.445414 0.302950 0.639534
121.000000 0.256326 0.451325 0.292348 0.649675
122.000000 0.257945 0.446899 0.295156 0.646854
123.000000 0.256445 0.448219 0.295336 0.646586
124.000000 0.255544 0.449374 0.295082 0.646764
125.000000 0.257850 0.448030 0.294120 0.647791
126.000000 0.255413 0.447508 0.297080 0.645029
127.000000 0.259592 0.446946 0.293462 0.647211
