# k f_up f_allD C_global_avg
2.000000 0.690888 0.309112 0.583054
3.000000 0.834895 0.165105 0.577263
4.000000 0.708516 0.291484 0.396189
5.000000 0.587155 0.412845 0.263390
6.000000 0.522306 0.477694 0.196158
7.000000 0.453539 0.546461 0.140943
8.000000 0.423662 0.576338 0.116223
9.000000 0.397792 0.602208 0.097200
10.000000 0.382582 0.617418 0.083830
11.000000 0.361179 0.638821 0.070758
12.000000 0.353835 0.646165 0.064985
13.000000 0.345059 0.654941 0.059307
14.000000 0.339330 0.660670 0.054313
15.000000 0.340539 0.659461 0.051540
16.000000 0.331500 0.668500 0.047621
17.000000 0.328920 0.671080 0.044976
18.000000 0.322978 0.677022 0.043162
19.000000 0.316722 0.683278 0.039953
20.000000 0.319164 0.680836 0.039221
21.000000 0.302112 0.697888 0.033925
22.000000 0.312676 0.687324 0.035009
23.000000 0.304922 0.695078 0.033736
24.000000 0.306015 0.693985 0.033936
25.000000 0.304758 0.695242 0.032349
26.000000 0.308668 0.691332 0.032949
27.000000 0.302322 0.697678 0.030408
28.000000 0.304838 0.695162 0.030309
29.000000 0.297218 0.702782 0.028534
30.000000 0.300265 0.699735 0.028366
31.000000 0.298165 0.701835 0.028561
32.000000 0.295898 0.704102 0.026800
33.000000 0.292851 0.707149 0.025734
34.000000 0.298696 0.701304 0.027742
35.000000 0.289630 0.710370 0.024958
36.000000 0.294212 0.705788 0.025220
37.000000 0.294134 0.705866 0.025282
38.000000 0.288418 0.711582 0.024528
39.000000 0.288575 0.711425 0.024320
40.000000 0.294660 0.705340 0.024846
41.000000 0.291273 0.708727 0.023898
42.000000 0.288672 0.711328 0.022819
43.000000 0.296148 0.703852 0.024678
44.000000 0.294627 0.705373 0.023419
45.000000 0.288118 0.711882 0.023199
46.000000 0.289809 0.710191 0.022500
47.000000 0.287084 0.712916 0.022355
48.000000 0.288481 0.711519 0.022562
49.000000 0.285039 0.714961 0.021660
50.000000 0.287817 0.712183 0.022170
51.000000 0.288154 0.711846 0.022195
52.000000 0.283781 0.716219 0.021103
53.000000 0.285741 0.714259 0.021810
54.000000 0.281429 0.718571 0.019819
55.000000 0.285855 0.714145 0.021632
56.000000 0.284297 0.715703 0.021034
57.000000 0.295167 0.704833 0.022400
58.000000 0.289254 0.710746 0.021375
59.000000 0.280363 0.719637 0.019601
60.000000 0.283822 0.716178 0.020561
61.000000 0.281409 0.718591 0.020142
62.000000 0.281775 0.718225 0.020308
63.000000 0.287560 0.712440 0.020626
64.000000 0.283957 0.716043 0.020166
65.000000 0.279346 0.720654 0.019512
66.000000 0.282959 0.717041 0.019528
67.000000 0.286092 0.713908 0.020329
68.000000 0.284962 0.715038 0.020042
69.000000 0.278434 0.721566 0.019565
70.000000 0.286749 0.713251 0.020871
71.000000 0.283688 0.716312 0.019946
72.000000 0.282644 0.717356 0.019322
73.000000 0.283209 0.716791 0.019492
74.000000 0.281021 0.718979 0.019157
75.000000 0.282461 0.717539 0.019726
76.000000 0.281965 0.718035 0.018820
77.000000 0.286995 0.713005 0.019564
78.000000 0.280174 0.719826 0.018451
79.000000 0.282866 0.717134 0.019682
80.000000 0.279992 0.720008 0.018525
81.000000 0.276975 0.723025 0.018092
82.000000 0.281938 0.718062 0.018752
83.000000 0.282565 0.717435 0.019163
84.000000 0.281271 0.718729 0.019351
85.000000 0.282055 0.717945 0.018527
86.000000 0.280922 0.719078 0.018693
87.000000 0.281659 0.718341 0.018205
88.000000 0.281824 0.718176 0.018768
89.000000 0.281862 0.718138 0.017972
90.000000 0.281220 0.718780 0.018456
91.000000 0.277012 0.722988 0.017971
92.000000 0.283683 0.716317 0.019008
93.000000 0.279419 0.720581 0.018655
94.000000 0.284800 0.715200 0.018553
95.000000 0.274575 0.725425 0.017171
96.000000 0.283691 0.716309 0.018455
97.000000 0.275920 0.724080 0.016982
98.000000 0.281398 0.718602 0.018057
99.000000 0.279604 0.720396 0.017618
100.000000 0.284470 0.715530 0.018592
101.000000 0.279763 0.720237 0.017638
102.000000 0.277247 0.722753 0.017545
103.000000 0.280744 0.719256 0.017738
104.000000 0.281896 0.718104 0.018574
105.000000 0.282922 0.717078 0.018655
106.000000 0.277948 0.722052 0.017788
107.000000 0.276859 0.723141 0.017858
108.000000 0.280025 0.719975 0.017648
109.000000 0.272118 0.727882 0.016491
110.000000 0.279176 0.720824 0.017207
111.000000 0.282014 0.717986 0.018084
112.000000 0.284394 0.715606 0.018601
113.000000 0.288133 0.711867 0.018798
114.000000 0.282204 0.717796 0.018571
115.000000 0.281736 0.718264 0.017585
116.000000 0.279898 0.720102 0.017666
117.000000 0.278521 0.721479 0.017746
118.000000 0.281153 0.718847 0.017830
119.000000 0.287999 0.712001 0.018255
120.000000 0.278456 0.721544 0.017226
121.000000 0.280223 0.719777 0.018154
122.000000 0.278988 0.721012 0.017327
123.000000 0.275737 0.724263 0.017416
124.000000 0.275324 0.724676 0.016340
125.000000 0.278663 0.721337 0.017324
126.000000 0.283870 0.716130 0.018089
127.000000 0.278520 0.721480 0.016908
128.000000 0.279617 0.720383 0.017682
129.000000 0.276188 0.723812 0.016905
