# k f_up f_down f_allD C_global_avg
2.000000 0.015365 0.082966 0.901668 0.095623
3.000000 0.437265 0.549416 0.013318 0.982793
4.000000 0.448616 0.540239 0.011145 0.984703
5.000000 0.396222 0.574876 0.028902 0.965380
6.000000 0.324399 0.606230 0.069371 0.923563
7.000000 0.258330 0.625305 0.116365 0.876004
8.000000 0.213722 0.612611 0.173668 0.817972
9.000000 0.185820 0.625831 0.188349 0.803315
10.000000 0.170159 0.624058 0.205783 0.785358
11.000000 0.153463 0.616685 0.229852 0.760823
12.000000 0.152449 0.613990 0.233561 0.756594
13.000000 0.143464 0.617902 0.238634 0.751149
14.000000 0.141879 0.621525 0.236596 0.752563
15.000000 0.139637 0.628923 0.231440 0.757426
16.000000 0.133800 0.644260 0.221940 0.766713
17.000000 0.137238 0.625053 0.237709 0.749837
18.000000 0.133893 0.635763 0.230344 0.756901
19.000000 0.129679 0.630222 0.240099 0.746607
20.000000 0.131150 0.643292 0.225558 0.760725
21.000000 0.135721 0.632305 0.231973 0.753248
22.000000 0.132979 0.640919 0.226101 0.758738
23.000000 0.131603 0.638862 0.229535 0.754995
24.000000 0.130116 0.644650 0.225234 0.758781
25.000000 0.131691 0.636584 0.231724 0.751544
26.000000 0.130841 0.645685 0.223474 0.759784
27.000000 0.134665 0.636883 0.228452 0.753430
28.000000 0.133773 0.639064 0.227163 0.754628
29.000000 0.129479 0.648634 0.221887 0.759892
30.000000 0.132744 0.636818 0.230438 0.750356
31.000000 0.130851 0.646736 0.222412 0.758118
32.000000 0.134263 0.660289 0.205448 0.774672
33.000000 0.132480 0.647228 0.220292 0.758855
34.000000 0.134070 0.653871 0.212059 0.767167
35.000000 0.135065 0.646696 0.218239 0.759745
36.000000 0.134236 0.645167 0.220597 0.757336
37.000000 0.135144 0.648261 0.216594 0.760887
38.000000 0.136418 0.647525 0.216058 0.760658
39.000000 0.135011 0.659251 0.205739 0.770913
40.000000 0.137046 0.648678 0.214276 0.761653
41.000000 0.134481 0.647172 0.218347 0.757371
42.000000 0.135390 0.647778 0.216832 0.758392
43.000000 0.136595 0.638530 0.224875 0.749528
44.000000 0.135027 0.647456 0.217518 0.756735
45.000000 0.134309 0.648510 0.217181 0.756589
46.000000 0.138021 0.642296 0.219684 0.753184
47.000000 0.136577 0.649420 0.214002 0.758766
48.000000 0.138265 0.640701 0.221034 0.750672
49.000000 0.137616 0.633057 0.229327 0.741577
50.000000 0.136662 0.646453 0.216885 0.754077
51.000000 0.139640 0.645076 0.215284 0.755423
52.000000 0.138337 0.642355 0.219308 0.750162
53.000000 0.141217 0.637009 0.221774 0.747473
54.000000 0.142688 0.643818 0.213494 0.755555
55.000000 0.141053 0.637206 0.221741 0.746616
56.000000 0.142910 0.641604 0.215485 0.752892
57.000000 0.141308 0.641748 0.216944 0.750758
58.000000 0.137911 0.646801 0.215288 0.752953
59.000000 0.140604 0.652495 0.206901 0.760974
60.000000 0.141252 0.630217 0.228531 0.737645
61.000000 0.141765 0.647575 0.210661 0.755906
62.000000 0.144533 0.635659 0.219808 0.745449
