# k f_up f_down f_allD C_global_avg
2.000000 0.292387 0.429864 0.277748 0.713934
3.000000 0.304881 0.595683 0.099436 0.888979
4.000000 0.292399 0.619436 0.088165 0.899700
5.000000 0.271896 0.631079 0.097025 0.889739
6.000000 0.253162 0.645025 0.101813 0.884180
7.000000 0.233584 0.652099 0.114317 0.870486
8.000000 0.219839 0.653186 0.126974 0.856964
9.000000 0.201571 0.668458 0.129971 0.853592
10.000000 0.188308 0.667482 0.144210 0.838412
11.000000 0.178092 0.672720 0.149188 0.833255
12.000000 0.168116 0.673288 0.158596 0.823274
13.000000 0.161171 0.669732 0.169098 0.812143
14.000000 0.157175 0.666349 0.176476 0.804235
15.000000 0.150741 0.666101 0.183159 0.797136
16.000000 0.149905 0.653651 0.196444 0.782956
17.000000 0.141512 0.661596 0.196892 0.782465
18.000000 0.138479 0.659384 0.202137 0.776911
19.000000 0.139484 0.652645 0.207871 0.770715
20.000000 0.136801 0.656541 0.206657 0.771671
21.000000 0.132329 0.658533 0.209138 0.768995
22.000000 0.131113 0.646943 0.221945 0.755417
23.000000 0.127737 0.648578 0.223685 0.753675
24.000000 0.126989 0.648761 0.224250 0.752689
25.000000 0.124885 0.650508 0.224607 0.752256
26.000000 0.125547 0.643324 0.231129 0.745238
27.000000 0.122543 0.643507 0.233950 0.742157
28.000000 0.122263 0.640182 0.237555 0.738204
29.000000 0.119586 0.638438 0.241976 0.733584
30.000000 0.118754 0.645079 0.236167 0.739502
31.000000 0.117260 0.639498 0.243242 0.731919
32.000000 0.115486 0.641605 0.242909 0.732273
33.000000 0.115399 0.636844 0.247757 0.727173
34.000000 0.117528 0.635896 0.246576 0.727818
35.000000 0.112374 0.637919 0.249707 0.725017
36.000000 0.112920 0.635059 0.252021 0.722209
37.000000 0.113026 0.636277 0.250698 0.723201
38.000000 0.113836 0.632295 0.253869 0.719600
39.000000 0.114028 0.627748 0.258225 0.714884
40.000000 0.111659 0.634697 0.253644 0.719927
41.000000 0.110483 0.625507 0.264010 0.709130
42.000000 0.110178 0.633324 0.256498 0.716653
43.000000 0.111872 0.627760 0.260367 0.712226
44.000000 0.109624 0.629467 0.260909 0.711455
45.000000 0.109371 0.624974 0.265655 0.706774
46.000000 0.109027 0.627566 0.263406 0.708910
47.000000 0.108537 0.628077 0.263387 0.708785
48.000000 0.108562 0.624688 0.266750 0.705034
49.000000 0.107621 0.621867 0.270512 0.701079
