# k f_up f_allD C_global_avg
2.000000 0.613969 0.386031 0.536567
3.000000 0.545419 0.454581 0.465059
4.000000 0.488719 0.511281 0.408960
5.000000 0.463486 0.536514 0.384157
6.000000 0.446151 0.553849 0.366833
7.000000 0.438341 0.561659 0.358543
8.000000 0.434344 0.565656 0.353425
9.000000 0.425277 0.574723 0.344730
10.000000 0.425337 0.574663 0.344074
11.000000 0.418839 0.581161 0.337662
12.000000 0.416273 0.583727 0.334374
13.000000 0.417472 0.582528 0.335602
14.000000 0.418497 0.581503 0.336438
15.000000 0.413600 0.586400 0.331730
16.000000 0.417834 0.582166 0.334949
17.000000 0.412167 0.587833 0.329805
18.000000 0.414892 0.585108 0.332013
19.000000 0.418152 0.581848 0.334282
