# k f_up f_allD C_global_avg
2.000000 0.366075 0.633925 0.359223
3.000000 0.282408 0.717592 0.272282
4.000000 0.217436 0.782564 0.205562
5.000000 0.154717 0.845283 0.141807
6.000000 0.118899 0.881101 0.105244
7.000000 0.096953 0.903047 0.082866
8.000000 0.077863 0.922137 0.063312
9.000000 0.067723 0.932277 0.052812
10.000000 0.057625 0.942375 0.042486
11.000000 0.051340 0.948660 0.035977
12.000000 0.045613 0.954387 0.030027
13.000000 0.041746 0.958254 0.025897
14.000000 0.040141 0.959859 0.024172
15.000000 0.037487 0.962513 0.021422
16.000000 0.035396 0.964604 0.019096
17.000000 0.033805 0.966195 0.017641
18.000000 0.032094 0.967906 0.015738
19.000000 0.031665 0.968335 0.015168
