# k f_up f_down f_allD C_global_avg
2.000000 0.388898 0.469294 0.141808 0.784881
3.000000 0.435448 0.514099 0.050453 0.850742
4.000000 0.404970 0.526187 0.068843 0.819939
5.000000 0.393251 0.521033 0.085715 0.793019
6.000000 0.371982 0.527203 0.100815 0.770731
7.000000 0.366316 0.528512 0.105172 0.761796
8.000000 0.353650 0.526724 0.119626 0.741379
9.000000 0.337614 0.532296 0.130089 0.727606
10.000000 0.329725 0.534606 0.135669 0.719497
11.000000 0.323875 0.540062 0.136063 0.716359
12.000000 0.320023 0.542223 0.137754 0.712022
13.000000 0.315544 0.543866 0.140590 0.708199
14.000000 0.307658 0.550485 0.141858 0.706293
15.000000 0.313282 0.547092 0.139627 0.702781
16.000000 0.301463 0.548545 0.149992 0.691370
17.000000 0.292975 0.556543 0.150482 0.692216
18.000000 0.287071 0.567582 0.145347 0.696104
19.000000 0.293268 0.552435 0.154298 0.680150
20.000000 0.281648 0.568460 0.149892 0.687722
21.000000 0.281442 0.571761 0.146797 0.689354
22.000000 0.277864 0.577261 0.144875 0.689546
23.000000 0.283681 0.563347 0.152972 0.677668
24.000000 0.270371 0.575764 0.153865 0.677761
25.000000 0.268724 0.578186 0.153089 0.678753
26.000000 0.261175 0.584076 0.154749 0.675861
27.000000 0.267118 0.584430 0.148452 0.679320
28.000000 0.255129 0.590416 0.154455 0.674934
29.000000 0.255998 0.594614 0.149388 0.677431
30.000000 0.255481 0.595385 0.149134 0.677437
31.000000 0.256355 0.596745 0.146900 0.676013
32.000000 0.249419 0.604675 0.145907 0.679135
33.000000 0.247729 0.610748 0.141523 0.682100
34.000000 0.246343 0.609772 0.143884 0.677739
35.000000 0.239143 0.620581 0.140276 0.681852
36.000000 0.239818 0.623952 0.136231 0.684341
37.000000 0.239342 0.614210 0.146448 0.673255
38.000000 0.242240 0.613142 0.144618 0.673207
39.000000 0.238189 0.622589 0.139222 0.676443
40.000000 0.240119 0.618661 0.141220 0.673834
41.000000 0.238631 0.620987 0.140382 0.673336
42.000000 0.225085 0.638400 0.136515 0.680033
43.000000 0.227352 0.638035 0.134613 0.679093
44.000000 0.229970 0.632378 0.137652 0.674375
45.000000 0.229293 0.628729 0.141978 0.670271
46.000000 0.229301 0.636082 0.134617 0.675342
47.000000 0.224040 0.639507 0.136453 0.676067
48.000000 0.225630 0.635153 0.139217 0.670307
49.000000 0.224927 0.635163 0.139910 0.669485
50.000000 0.229219 0.638415 0.132366 0.672815
51.000000 0.219565 0.641453 0.138982 0.668424
52.000000 0.222600 0.643047 0.134352 0.670555
53.000000 0.215553 0.656422 0.128026 0.677937
54.000000 0.220072 0.642321 0.137607 0.666395
55.000000 0.218370 0.649300 0.132330 0.671448
56.000000 0.209064 0.660701 0.130235 0.674334
57.000000 0.214387 0.652653 0.132961 0.669549
58.000000 0.213348 0.654546 0.132106 0.669122
59.000000 0.213371 0.654539 0.132090 0.668580
60.000000 0.211302 0.659477 0.129221 0.670464
61.000000 0.205055 0.664835 0.130111 0.670704
62.000000 0.207212 0.660707 0.132081 0.666827
63.000000 0.206760 0.655090 0.138150 0.661869
64.000000 0.212023 0.655569 0.132407 0.664206
65.000000 0.210520 0.660577 0.128903 0.666957
66.000000 0.209412 0.663148 0.127440 0.667728
67.000000 0.204331 0.670700 0.124968 0.671286
68.000000 0.208720 0.654040 0.137240 0.657507
69.000000 0.198462 0.676246 0.125292 0.668868
