# k f_up f_down f_allD C_global_avg
2.000000 0.295363 0.436831 0.267806 0.723732
3.000000 0.357055 0.604845 0.038100 0.950464
4.000000 0.377914 0.597924 0.024162 0.964251
5.000000 0.385032 0.592854 0.022114 0.964966
6.000000 0.381436 0.596015 0.022549 0.963101
7.000000 0.369831 0.605465 0.024704 0.959328
8.000000 0.359751 0.611817 0.028432 0.953933
9.000000 0.354340 0.611540 0.034120 0.946506
10.000000 0.343357 0.617651 0.038992 0.940442
11.000000 0.327547 0.627663 0.044790 0.933891
12.000000 0.318881 0.629810 0.051309 0.926600
13.000000 0.314740 0.630793 0.054467 0.922082
14.000000 0.311136 0.626169 0.062694 0.912844
15.000000 0.301230 0.628440 0.070329 0.904331
16.000000 0.295694 0.632988 0.071317 0.903525
17.000000 0.291623 0.631416 0.076961 0.896735
18.000000 0.292210 0.622785 0.085005 0.887461
19.000000 0.288011 0.622547 0.089442 0.882765
20.000000 0.282740 0.616971 0.100289 0.871035
21.000000 0.285064 0.615222 0.099713 0.871137
22.000000 0.279907 0.620560 0.099533 0.871133
23.000000 0.276713 0.613633 0.109655 0.860438
24.000000 0.274652 0.612925 0.112423 0.857376
25.000000 0.274660 0.603932 0.121408 0.847052
26.000000 0.273624 0.601653 0.124723 0.843664
27.000000 0.272279 0.597227 0.130494 0.836842
28.000000 0.271376 0.600668 0.127956 0.839634
29.000000 0.269554 0.595020 0.135427 0.831280
30.000000 0.272915 0.590623 0.136462 0.830069
31.000000 0.266967 0.583154 0.149878 0.815615
32.000000 0.266400 0.585343 0.148257 0.817602
33.000000 0.268654 0.580536 0.150810 0.814160
34.000000 0.264483 0.581969 0.153549 0.811409
35.000000 0.262699 0.581122 0.156179 0.808408
36.000000 0.270600 0.566353 0.163047 0.799693
37.000000 0.265849 0.574782 0.159369 0.803659
38.000000 0.264244 0.570067 0.165689 0.796983
39.000000 0.270117 0.559906 0.169977 0.791467
40.000000 0.262839 0.565527 0.171634 0.790244
41.000000 0.266220 0.557999 0.175781 0.785560
42.000000 0.267934 0.556728 0.175338 0.785317
43.000000 0.263173 0.550332 0.186495 0.773892
44.000000 0.261767 0.551653 0.186580 0.773298
45.000000 0.265443 0.558794 0.175763 0.785025
46.000000 0.265849 0.555811 0.178340 0.781902
47.000000 0.268428 0.539887 0.191685 0.767103
48.000000 0.269893 0.533578 0.196529 0.760841
49.000000 0.270415 0.533621 0.195964 0.761653
50.000000 0.270860 0.530930 0.198210 0.759125
51.000000 0.265610 0.527839 0.206551 0.750700
52.000000 0.264686 0.533512 0.201802 0.755842
53.000000 0.265996 0.524794 0.209210 0.747852
54.000000 0.268311 0.527343 0.204346 0.751748
55.000000 0.264626 0.524577 0.210797 0.745681
56.000000 0.269236 0.521193 0.209571 0.745984
57.000000 0.267936 0.517125 0.214939 0.739962
58.000000 0.266730 0.518320 0.214950 0.740137
59.000000 0.268991 0.515007 0.216002 0.738469
60.000000 0.269333 0.508829 0.221838 0.732574
61.000000 0.265957 0.508227 0.225816 0.728495
62.000000 0.268382 0.509371 0.222248 0.731925
63.000000 0.268133 0.506493 0.225374 0.728394
64.000000 0.267006 0.501298 0.231696 0.721305
65.000000 0.267571 0.502132 0.230297 0.722684
66.000000 0.269985 0.501376 0.228638 0.724022
67.000000 0.266170 0.497044 0.236786 0.715688
68.000000 0.270690 0.498738 0.230573 0.722430
69.000000 0.265084 0.506017 0.228899 0.723731
70.000000 0.268209 0.489187 0.242605 0.708889
71.000000 0.271521 0.492575 0.235903 0.716023
72.000000 0.270585 0.488186 0.241229 0.708975
73.000000 0.268147 0.484591 0.247262 0.704152
74.000000 0.268851 0.487437 0.243712 0.706854
75.000000 0.271087 0.485173 0.243741 0.706370
76.000000 0.274904 0.486075 0.239021 0.710577
77.000000 0.271019 0.476321 0.252660 0.696490
78.000000 0.272397 0.483645 0.243958 0.705456
79.000000 0.271709 0.478336 0.249956 0.699366
80.000000 0.271889 0.476949 0.251162 0.697437
81.000000 0.272404 0.476974 0.250622 0.698111
82.000000 0.269805 0.473063 0.257132 0.691039
83.000000 0.273350 0.466693 0.259956 0.687644
84.000000 0.273580 0.466701 0.259719 0.688147
85.000000 0.270545 0.466945 0.262510 0.684891
86.000000 0.268411 0.467524 0.264065 0.683865
87.000000 0.273062 0.461591 0.265347 0.681587
88.000000 0.272182 0.457670 0.270148 0.676514
89.000000 0.273081 0.452089 0.274830 0.670551
90.000000 0.271006 0.464212 0.264782 0.681453
91.000000 0.273037 0.455964 0.270998 0.674558
92.000000 0.272618 0.459219 0.268163 0.677905
93.000000 0.271365 0.459147 0.269488 0.676405
94.000000 0.272482 0.458039 0.269480 0.676006
95.000000 0.274938 0.454723 0.270339 0.675501
96.000000 0.273910 0.462287 0.263804 0.682223
97.000000 0.277038 0.452679 0.270283 0.674841
98.000000 0.276428 0.452724 0.270847 0.674152
99.000000 0.274876 0.449089 0.276035 0.668094
100.000000 0.273750 0.449713 0.276537 0.668009
101.000000 0.272947 0.447783 0.279270 0.664490
102.000000 0.273051 0.451699 0.275250 0.668622
103.000000 0.277443 0.444568 0.277989 0.665125
104.000000 0.276502 0.449331 0.274166 0.669232
105.000000 0.269452 0.446057 0.284491 0.659678
106.000000 0.274306 0.446542 0.279151 0.664513
107.000000 0.275292 0.448910 0.275797 0.667445
108.000000 0.278933 0.445847 0.275220 0.667679
109.000000 0.271894 0.449260 0.278846 0.664562
110.000000 0.275219 0.445093 0.279688 0.662501
111.000000 0.274329 0.434610 0.291061 0.651311
112.000000 0.277219 0.443729 0.279052 0.662942
113.000000 0.273366 0.433327 0.293307 0.649009
114.000000 0.273163 0.440259 0.286578 0.655851
115.000000 0.275807 0.435766 0.288427 0.653450
116.000000 0.276217 0.437373 0.286411 0.654825
117.000000 0.274183 0.434051 0.291766 0.649306
118.000000 0.272407 0.434946 0.292647 0.648775
119.000000 0.278255 0.439921 0.281824 0.659235
120.000000 0.278078 0.438113 0.283809 0.657768
121.000000 0.275254 0.436667 0.288079 0.653148
122.000000 0.272048 0.430974 0.296978 0.644254
123.000000 0.275972 0.428214 0.295814 0.643691
124.000000 0.273400 0.431399 0.295201 0.644748
125.000000 0.273092 0.429567 0.297341 0.642573
