# k f_up f_down f_allD C_global_avg
2.000000 0.022515 0.096752 0.880733 0.116962
3.000000 0.261570 0.550647 0.187783 0.809484
4.000000 0.239228 0.539579 0.221193 0.775853
5.000000 0.213001 0.556862 0.230137 0.766618
6.000000 0.176183 0.572267 0.251550 0.744883
7.000000 0.162291 0.585709 0.251999 0.744059
8.000000 0.146895 0.589591 0.263514 0.732171
9.000000 0.147719 0.581727 0.270554 0.724664
10.000000 0.132919 0.606922 0.260159 0.734781
11.000000 0.133887 0.615081 0.251033 0.743616
12.000000 0.131070 0.614314 0.254616 0.739661
13.000000 0.129029 0.614409 0.256562 0.737163
14.000000 0.125198 0.626721 0.248080 0.745436
15.000000 0.125234 0.622605 0.252161 0.740989
16.000000 0.124605 0.625257 0.250138 0.742610
17.000000 0.115923 0.628407 0.255670 0.736971
18.000000 0.115911 0.641721 0.242368 0.749887
19.000000 0.116569 0.634005 0.249426 0.742475
20.000000 0.118023 0.641318 0.240659 0.750932
21.000000 0.118526 0.641632 0.239842 0.751264
22.000000 0.119841 0.631287 0.248873 0.741977
23.000000 0.112648 0.637066 0.250286 0.740311
24.000000 0.113369 0.624517 0.262113 0.728076
25.000000 0.120545 0.627103 0.252352 0.737387
26.000000 0.118760 0.634098 0.247142 0.742278
27.000000 0.118680 0.637165 0.244155 0.745288
28.000000 0.116603 0.636980 0.246417 0.742546
29.000000 0.122038 0.633112 0.244851 0.743829
30.000000 0.121477 0.628909 0.249614 0.738669
31.000000 0.120350 0.624460 0.255190 0.732750
32.000000 0.118380 0.628104 0.253516 0.734502
33.000000 0.119315 0.633668 0.247017 0.740574
34.000000 0.116141 0.638494 0.245365 0.742007
35.000000 0.118633 0.633048 0.248319 0.738815
36.000000 0.126603 0.626231 0.247166 0.739461
37.000000 0.123270 0.631377 0.245353 0.740998
38.000000 0.122425 0.624241 0.253334 0.732877
39.000000 0.126359 0.628842 0.244798 0.740948
