# k f_up f_allD C_global_avg
2.000000 0.012274 0.987726 0.011266
3.000000 0.179299 0.820701 0.174430
4.000000 0.087966 0.912034 0.084121
5.000000 0.015133 0.984867 0.012234
6.000000 0.006052 0.993948 0.003100
7.000000 0.005155 0.994845 0.001927
8.000000 0.005425 0.994575 0.001804
9.000000 0.005655 0.994345 0.001585
10.000000 0.005772 0.994228 0.001287
11.000000 0.006269 0.993731 0.001302
12.000000 0.006656 0.993344 0.001252
13.000000 0.007146 0.992854 0.001291
14.000000 0.007512 0.992488 0.001225
15.000000 0.008066 0.991934 0.001293
16.000000 0.008512 0.991488 0.001267
17.000000 0.009023 0.990977 0.001253
18.000000 0.009716 0.990284 0.001456
19.000000 0.010002 0.989998 0.001304
20.000000 0.010358 0.989642 0.001232
21.000000 0.010896 0.989104 0.001261
22.000000 0.011557 0.988443 0.001353
23.000000 0.011784 0.988216 0.001317
24.000000 0.012441 0.987559 0.001357
25.000000 0.012720 0.987280 0.001276
26.000000 0.013260 0.986740 0.001356
27.000000 0.013960 0.986040 0.001448
28.000000 0.014577 0.985423 0.001570
29.000000 0.014630 0.985370 0.001345
30.000000 0.015480 0.984520 0.001698
31.000000 0.015794 0.984206 0.001463
32.000000 0.016146 0.983854 0.001352
33.000000 0.016607 0.983393 0.001454
34.000000 0.016730 0.983270 0.001390
35.000000 0.017516 0.982484 0.001587
36.000000 0.017873 0.982127 0.001493
37.000000 0.018723 0.981277 0.001530
38.000000 0.018905 0.981095 0.001667
39.000000 0.019196 0.980804 0.001588
40.000000 0.019939 0.980061 0.001771
41.000000 0.020554 0.979446 0.001807
42.000000 0.020560 0.979440 0.001642
43.000000 0.021226 0.978774 0.001783
44.000000 0.021529 0.978471 0.001777
45.000000 0.021967 0.978033 0.001789
46.000000 0.022425 0.977575 0.001950
47.000000 0.023104 0.976896 0.001867
48.000000 0.023464 0.976536 0.001854
49.000000 0.023466 0.976534 0.001872
50.000000 0.024477 0.975523 0.002170
51.000000 0.024989 0.975011 0.002087
52.000000 0.025592 0.974408 0.002292
53.000000 0.026495 0.973505 0.002419
54.000000 0.026453 0.973547 0.002440
55.000000 0.026916 0.973084 0.002395
56.000000 0.027753 0.972247 0.002659
57.000000 0.028476 0.971524 0.002891
58.000000 0.028960 0.971040 0.002733
59.000000 0.028641 0.971359 0.002569
60.000000 0.029484 0.970516 0.002701
61.000000 0.030466 0.969534 0.003039
62.000000 0.029859 0.970141 0.002673
63.000000 0.031240 0.968760 0.003208
64.000000 0.031547 0.968453 0.003067
65.000000 0.032491 0.967509 0.003243
66.000000 0.032452 0.967548 0.003274
67.000000 0.033277 0.966723 0.003303
68.000000 0.033174 0.966826 0.003477
69.000000 0.034545 0.965455 0.003557
70.000000 0.034272 0.965728 0.003414
71.000000 0.034832 0.965168 0.003915
72.000000 0.036296 0.963704 0.004248
73.000000 0.035875 0.964125 0.003893
74.000000 0.037547 0.962453 0.004616
75.000000 0.037036 0.962964 0.004456
76.000000 0.037201 0.962799 0.004036
77.000000 0.038769 0.961231 0.004536
78.000000 0.039310 0.960690 0.004740
79.000000 0.039764 0.960236 0.004761
80.000000 0.040356 0.959644 0.005381
81.000000 0.040063 0.959937 0.004717
82.000000 0.040318 0.959682 0.004829
83.000000 0.040570 0.959430 0.004862
84.000000 0.042706 0.957294 0.005749
85.000000 0.042528 0.957472 0.005807
86.000000 0.044031 0.955969 0.005950
87.000000 0.044606 0.955394 0.006058
88.000000 0.044530 0.955470 0.006012
89.000000 0.044775 0.955225 0.006105
