# k f_up f_down f_allD C_global_avg
2.000000 0.376932 0.431281 0.191787 0.748746
3.000000 0.349500 0.445439 0.205061 0.735852
4.000000 0.335959 0.442190 0.221851 0.718026
5.000000 0.324432 0.449783 0.225786 0.712982
6.000000 0.316329 0.446819 0.236852 0.700796
7.000000 0.315896 0.447840 0.236264 0.700853
8.000000 0.315041 0.444842 0.240117 0.695209
9.000000 0.307220 0.449296 0.243484 0.691948
10.000000 0.303442 0.452094 0.244464 0.690209
11.000000 0.307659 0.447405 0.244936 0.688527
12.000000 0.302955 0.452034 0.245011 0.687431
13.000000 0.297100 0.448318 0.254582 0.677429
14.000000 0.301935 0.444098 0.253967 0.677283
15.000000 0.299541 0.436938 0.263521 0.667381
16.000000 0.302663 0.449536 0.247801 0.682327
17.000000 0.297218 0.445429 0.257353 0.672581
18.000000 0.297581 0.442273 0.260146 0.668923
19.000000 0.296531 0.450709 0.252760 0.675886
