# k f_up f_allD C_global_avg
2.000000 0.012848 0.987152 0.011829
3.000000 0.200632 0.799368 0.195333
4.000000 0.077946 0.922054 0.074144
5.000000 0.016291 0.983709 0.013332
6.000000 0.005040 0.994960 0.002188
7.000000 0.004912 0.995088 0.001695
8.000000 0.005182 0.994818 0.001582
9.000000 0.005414 0.994586 0.001355
10.000000 0.005728 0.994272 0.001264
11.000000 0.006153 0.993847 0.001256
12.000000 0.006567 0.993433 0.001215
13.000000 0.007060 0.992940 0.001214
14.000000 0.007505 0.992495 0.001224
15.000000 0.008044 0.991956 0.001213
16.000000 0.008607 0.991393 0.001225
17.000000 0.008968 0.991032 0.001203
18.000000 0.009415 0.990585 0.001196
19.000000 0.009844 0.990156 0.001196
20.000000 0.010362 0.989638 0.001228
21.000000 0.010957 0.989043 0.001243
22.000000 0.011249 0.988751 0.001218
23.000000 0.011649 0.988351 0.001232
24.000000 0.012065 0.987935 0.001218
25.000000 0.012920 0.987080 0.001294
26.000000 0.012949 0.987051 0.001206
27.000000 0.013735 0.986265 0.001278
28.000000 0.014266 0.985734 0.001322
29.000000 0.014815 0.985185 0.001483
30.000000 0.014873 0.985127 0.001267
31.000000 0.015512 0.984488 0.001257
32.000000 0.015917 0.984083 0.001284
33.000000 0.016213 0.983787 0.001268
34.000000 0.016908 0.983092 0.001269
35.000000 0.017541 0.982459 0.001441
36.000000 0.018022 0.981978 0.001427
37.000000 0.018338 0.981662 0.001413
38.000000 0.018904 0.981096 0.001462
39.000000 0.019262 0.980738 0.001411
40.000000 0.019644 0.980356 0.001456
41.000000 0.020322 0.979678 0.001475
42.000000 0.020903 0.979097 0.001508
43.000000 0.021300 0.978700 0.001642
44.000000 0.021641 0.978359 0.001536
45.000000 0.021859 0.978141 0.001477
46.000000 0.022763 0.977237 0.001685
47.000000 0.023281 0.976719 0.001746
48.000000 0.023181 0.976819 0.001586
49.000000 0.023977 0.976023 0.001775
50.000000 0.024532 0.975468 0.001885
51.000000 0.025254 0.974746 0.001985
52.000000 0.025481 0.974519 0.001763
53.000000 0.025629 0.974371 0.001910
54.000000 0.026018 0.973982 0.001899
55.000000 0.026456 0.973544 0.001955
56.000000 0.027629 0.972371 0.002027
57.000000 0.027203 0.972797 0.001867
58.000000 0.028207 0.971793 0.002029
59.000000 0.028517 0.971483 0.002122
60.000000 0.029084 0.970916 0.002123
61.000000 0.029905 0.970095 0.002335
62.000000 0.029676 0.970324 0.002246
63.000000 0.030522 0.969478 0.002347
64.000000 0.029977 0.970023 0.002265
65.000000 0.031566 0.968434 0.002381
66.000000 0.031901 0.968099 0.002351
67.000000 0.032795 0.967205 0.002639
68.000000 0.032839 0.967161 0.002853
69.000000 0.033569 0.966431 0.002889
70.000000 0.034324 0.965676 0.002838
71.000000 0.034431 0.965569 0.002981
72.000000 0.035373 0.964627 0.003098
73.000000 0.035158 0.964842 0.002962
74.000000 0.035454 0.964546 0.002900
75.000000 0.035649 0.964351 0.002892
76.000000 0.036569 0.963431 0.003233
77.000000 0.038207 0.961793 0.003560
78.000000 0.037708 0.962292 0.003250
79.000000 0.037721 0.962279 0.003369
80.000000 0.040202 0.959798 0.003761
81.000000 0.039306 0.960694 0.003839
82.000000 0.039270 0.960730 0.003613
83.000000 0.039795 0.960205 0.003760
84.000000 0.039963 0.960037 0.003696
85.000000 0.041416 0.958584 0.003661
86.000000 0.042394 0.957606 0.004492
87.000000 0.042259 0.957741 0.004465
88.000000 0.042671 0.957329 0.003907
89.000000 0.042973 0.957027 0.004353
90.000000 0.043429 0.956571 0.004331
91.000000 0.044213 0.955787 0.004409
92.000000 0.043501 0.956499 0.003923
93.000000 0.044919 0.955081 0.004901
94.000000 0.045571 0.954429 0.005043
95.000000 0.046301 0.953699 0.005108
96.000000 0.045860 0.954140 0.004840
97.000000 0.047142 0.952858 0.005487
98.000000 0.046590 0.953410 0.004836
99.000000 0.048202 0.951798 0.005756
