# k f_up f_down f_allD C_global_avg
2.000000 0.019162 0.087891 0.892947 0.104581
3.000000 0.311340 0.563605 0.125055 0.871729
4.000000 0.292941 0.559760 0.147299 0.849299
5.000000 0.222878 0.583796 0.193326 0.803130
6.000000 0.196247 0.598615 0.205138 0.790871
7.000000 0.180380 0.593488 0.226132 0.769379
8.000000 0.155126 0.604698 0.240176 0.755036
9.000000 0.145900 0.608435 0.245664 0.749189
10.000000 0.142824 0.619467 0.237709 0.756612
11.000000 0.130120 0.634024 0.235856 0.758240
12.000000 0.126755 0.623798 0.249447 0.744228
13.000000 0.120892 0.629607 0.249501 0.743720
14.000000 0.119580 0.638045 0.242375 0.750535
15.000000 0.118747 0.635501 0.245753 0.746706
16.000000 0.118668 0.633840 0.247492 0.744527
17.000000 0.115843 0.651266 0.232891 0.759041
18.000000 0.114635 0.636689 0.248676 0.742705
19.000000 0.116314 0.644365 0.239322 0.751781
20.000000 0.115613 0.635810 0.248578 0.741971
21.000000 0.116874 0.649310 0.233816 0.756465
22.000000 0.115792 0.639689 0.244519 0.745318
23.000000 0.114013 0.639564 0.246423 0.743106
24.000000 0.113293 0.645144 0.241564 0.747695
25.000000 0.110060 0.654007 0.235933 0.753143
26.000000 0.113392 0.647277 0.239331 0.749207
27.000000 0.108612 0.651419 0.239969 0.748195
28.000000 0.109620 0.646675 0.243705 0.744500
29.000000 0.115357 0.632415 0.252228 0.735111
30.000000 0.111769 0.640061 0.248170 0.738987
31.000000 0.117662 0.628601 0.253737 0.732702
32.000000 0.115718 0.645608 0.238675 0.747724
33.000000 0.109861 0.645874 0.244265 0.742089
34.000000 0.116848 0.641071 0.242080 0.743783
35.000000 0.112951 0.648410 0.238639 0.747179
36.000000 0.113687 0.646116 0.240197 0.745048
37.000000 0.117612 0.641916 0.240472 0.744507
38.000000 0.116490 0.642387 0.241123 0.743509
39.000000 0.117479 0.626202 0.256318 0.727675
40.000000 0.115508 0.649713 0.234779 0.749571
41.000000 0.114344 0.650164 0.235492 0.748421
42.000000 0.115979 0.638139 0.245882 0.737535
43.000000 0.118293 0.634403 0.247303 0.735745
44.000000 0.116832 0.644372 0.238796 0.744314
45.000000 0.120131 0.633970 0.245899 0.736966
46.000000 0.118268 0.636714 0.245017 0.737286
47.000000 0.121552 0.635790 0.242658 0.739514
48.000000 0.119658 0.632641 0.247701 0.733848
49.000000 0.121161 0.629232 0.249607 0.731710
