# k f_up f_down f_allD C_global_avg
2.000000 0.400141 0.458316 0.141543 0.784942
3.000000 0.459071 0.521286 0.019642 0.888725
4.000000 0.439508 0.542423 0.018069 0.879000
5.000000 0.430326 0.546377 0.023297 0.857412
6.000000 0.419909 0.545828 0.034264 0.829001
7.000000 0.402317 0.556858 0.040825 0.815530
8.000000 0.389213 0.568081 0.042706 0.808577
9.000000 0.381391 0.566761 0.051848 0.791712
10.000000 0.374431 0.564799 0.060770 0.774092
11.000000 0.355109 0.584511 0.060380 0.778189
12.000000 0.355993 0.578122 0.065885 0.765835
13.000000 0.351705 0.583391 0.064904 0.765051
14.000000 0.345947 0.582390 0.071663 0.752917
15.000000 0.338321 0.587741 0.073938 0.749537
16.000000 0.341550 0.584562 0.073887 0.743787
17.000000 0.331620 0.590993 0.077387 0.740698
18.000000 0.324912 0.600644 0.074444 0.746148
19.000000 0.325398 0.600342 0.074261 0.741026
20.000000 0.314308 0.610217 0.075475 0.743303
21.000000 0.308016 0.614632 0.077352 0.740990
22.000000 0.309483 0.616634 0.073883 0.741656
23.000000 0.299859 0.626525 0.073616 0.745103
24.000000 0.301039 0.622818 0.076142 0.738350
25.000000 0.291123 0.635995 0.072882 0.744045
26.000000 0.288338 0.636066 0.075596 0.739626
27.000000 0.285181 0.640591 0.074228 0.740581
28.000000 0.279977 0.647255 0.072769 0.740756
29.000000 0.275114 0.651906 0.072981 0.741016
30.000000 0.273198 0.651007 0.075795 0.734099
31.000000 0.265201 0.662420 0.072379 0.740881
32.000000 0.260974 0.672378 0.066647 0.747518
33.000000 0.253489 0.681209 0.065301 0.749720
34.000000 0.251041 0.682008 0.066950 0.746282
35.000000 0.242975 0.691955 0.065070 0.749597
36.000000 0.235938 0.707018 0.057044 0.760452
37.000000 0.232215 0.705563 0.062222 0.753668
38.000000 0.231070 0.708508 0.060423 0.754709
39.000000 0.226177 0.716351 0.057472 0.757533
40.000000 0.222668 0.722790 0.054543 0.758297
41.000000 0.218625 0.722637 0.058738 0.753941
42.000000 0.211065 0.731704 0.057231 0.757382
43.000000 0.209381 0.735173 0.055446 0.756793
44.000000 0.203335 0.745855 0.050810 0.762453
45.000000 0.205185 0.740703 0.054113 0.756254
46.000000 0.197558 0.753158 0.049285 0.761671
47.000000 0.196585 0.751763 0.051652 0.757818
48.000000 0.183459 0.769862 0.046679 0.766520
49.000000 0.185560 0.763435 0.051005 0.758354
50.000000 0.182012 0.773649 0.044338 0.765603
51.000000 0.180656 0.771200 0.048143 0.757485
52.000000 0.172417 0.788944 0.038639 0.771114
53.000000 0.168723 0.789744 0.041532 0.768097
54.000000 0.166130 0.790212 0.043659 0.764925
55.000000 0.159708 0.804355 0.035937 0.773273
56.000000 0.159967 0.799641 0.040391 0.766123
57.000000 0.160038 0.798605 0.041357 0.762731
58.000000 0.156260 0.803142 0.040599 0.762862
59.000000 0.151584 0.811296 0.037119 0.766378
60.000000 0.149582 0.814459 0.035959 0.765633
61.000000 0.146953 0.816541 0.036506 0.763562
62.000000 0.139018 0.830706 0.030276 0.773040
63.000000 0.140466 0.824555 0.034979 0.764463
64.000000 0.135362 0.831423 0.033214 0.765623
65.000000 0.138899 0.830029 0.031072 0.764839
66.000000 0.133327 0.833776 0.032897 0.763634
67.000000 0.131567 0.837659 0.030774 0.763693
68.000000 0.129094 0.839055 0.031852 0.762340
69.000000 0.123747 0.847614 0.028639 0.765573
70.000000 0.120946 0.851189 0.027866 0.766192
71.000000 0.119345 0.855918 0.024737 0.768403
72.000000 0.118537 0.853722 0.027741 0.763377
73.000000 0.117157 0.855748 0.027095 0.762124
74.000000 0.118439 0.856326 0.025235 0.761105
75.000000 0.117504 0.856100 0.026395 0.757725
76.000000 0.107219 0.869242 0.023539 0.763940
77.000000 0.107101 0.869798 0.023101 0.762659
78.000000 0.106421 0.869786 0.023793 0.760764
79.000000 0.101371 0.878312 0.020317 0.764350
80.000000 0.105598 0.872014 0.022387 0.757963
81.000000 0.103101 0.874229 0.022670 0.757439
82.000000 0.102699 0.873681 0.023620 0.753925
83.000000 0.097099 0.881386 0.021515 0.757909
84.000000 0.097299 0.883188 0.019513 0.757727
85.000000 0.096902 0.884017 0.019082 0.756065
86.000000 0.095048 0.883471 0.021481 0.752752
87.000000 0.091233 0.886503 0.022264 0.752164
88.000000 0.092772 0.888536 0.018692 0.753975
89.000000 0.087796 0.895375 0.016829 0.755796
90.000000 0.087831 0.891313 0.020856 0.748422
91.000000 0.090015 0.891114 0.018871 0.749723
92.000000 0.091954 0.888956 0.019090 0.746063
93.000000 0.084310 0.896916 0.018774 0.747731
94.000000 0.084824 0.897955 0.017221 0.748085
95.000000 0.084758 0.896605 0.018637 0.745255
96.000000 0.080805 0.901643 0.017552 0.745649
97.000000 0.081591 0.900676 0.017732 0.744397
98.000000 0.080131 0.901911 0.017958 0.742551
99.000000 0.077218 0.905807 0.016975 0.743476
100.000000 0.077454 0.907689 0.014857 0.743834
101.000000 0.075794 0.909436 0.014770 0.742397
102.000000 0.077195 0.905905 0.016901 0.739385
103.000000 0.076744 0.906171 0.017085 0.736763
104.000000 0.076535 0.907191 0.016274 0.736044
105.000000 0.075368 0.909424 0.015208 0.736474
106.000000 0.072542 0.912808 0.014651 0.736309
107.000000 0.072764 0.911663 0.015574 0.735118
108.000000 0.072819 0.908475 0.018706 0.730640
109.000000 0.069180 0.917800 0.013020 0.734885
110.000000 0.068982 0.917184 0.013834 0.732852
111.000000 0.068447 0.917011 0.014542 0.730966
112.000000 0.071321 0.911893 0.016786 0.725626
113.000000 0.067537 0.918962 0.013501 0.730310
114.000000 0.068120 0.915192 0.016689 0.725552
115.000000 0.064766 0.920547 0.014688 0.727288
116.000000 0.065533 0.921435 0.013031 0.727392
117.000000 0.063305 0.924280 0.012415 0.728178
118.000000 0.063849 0.923082 0.013069 0.725531
119.000000 0.063168 0.924124 0.012708 0.723902
120.000000 0.062907 0.921280 0.015813 0.719636
121.000000 0.059869 0.927591 0.012540 0.722774
122.000000 0.060937 0.925326 0.013737 0.720759
123.000000 0.062399 0.926000 0.011601 0.720887
124.000000 0.061493 0.925842 0.012665 0.718867
125.000000 0.058130 0.930044 0.011826 0.719106
126.000000 0.059171 0.929198 0.011631 0.718476
127.000000 0.056416 0.934609 0.008975 0.720852
128.000000 0.057021 0.931464 0.011514 0.717404
129.000000 0.055823 0.931013 0.013164 0.714741
130.000000 0.055547 0.933844 0.010609 0.716243
131.000000 0.054198 0.934496 0.011306 0.713405
132.000000 0.056978 0.931551 0.011471 0.712353
133.000000 0.053245 0.934883 0.011871 0.711574
134.000000 0.053594 0.937224 0.009182 0.712568
135.000000 0.054850 0.934250 0.010900 0.710314
136.000000 0.052949 0.936345 0.010707 0.709759
137.000000 0.052169 0.936548 0.011283 0.709207
138.000000 0.051716 0.937554 0.010729 0.707963
139.000000 0.052599 0.936519 0.010883 0.706428
140.000000 0.052654 0.936643 0.010703 0.705620
141.000000 0.051723 0.937192 0.011085 0.704961
142.000000 0.049551 0.940310 0.010139 0.704489
143.000000 0.050039 0.941030 0.008931 0.704857
144.000000 0.049657 0.940443 0.009900 0.703711
145.000000 0.048635 0.941736 0.009629 0.702257
146.000000 0.049140 0.940691 0.010169 0.700795
147.000000 0.048706 0.942124 0.009169 0.699983
148.000000 0.048140 0.942686 0.009173 0.700181
149.000000 0.047370 0.942672 0.009958 0.698283
150.000000 0.047783 0.942994 0.009223 0.697718
151.000000 0.048246 0.942154 0.009601 0.697143
152.000000 0.047759 0.941821 0.010420 0.694554
153.000000 0.048318 0.942108 0.009574 0.695021
154.000000 0.047373 0.942185 0.010441 0.693428
155.000000 0.043344 0.948522 0.008134 0.694486
156.000000 0.046203 0.944045 0.009752 0.693337
157.000000 0.045880 0.945262 0.008858 0.692124
158.000000 0.044774 0.945887 0.009339 0.691282
159.000000 0.044936 0.947161 0.007903 0.691882
160.000000 0.044597 0.946090 0.009313 0.689472
161.000000 0.044653 0.948532 0.006815 0.690031
162.000000 0.042886 0.949674 0.007440 0.689708
163.000000 0.043591 0.948654 0.007754 0.687714
164.000000 0.041737 0.950635 0.007628 0.687712
165.000000 0.043099 0.947915 0.008986 0.686430
166.000000 0.043028 0.949695 0.007277 0.685127
167.000000 0.043186 0.947138 0.009676 0.682804
168.000000 0.042446 0.948786 0.008768 0.683809
169.000000 0.041360 0.950050 0.008590 0.683829
