# k f_up f_allD C_global_avg
2.000000 0.012503 0.987497 0.011489
3.000000 0.321350 0.678650 0.313706
4.000000 0.117685 0.882315 0.113152
5.000000 0.012937 0.987063 0.010031
6.000000 0.004431 0.995569 0.001639
7.000000 0.004560 0.995440 0.001402
8.000000 0.004819 0.995181 0.001283
9.000000 0.005255 0.994745 0.001249
10.000000 0.005633 0.994367 0.001210
11.000000 0.006089 0.993911 0.001189
12.000000 0.006612 0.993388 0.001190
13.000000 0.007101 0.992899 0.001181
14.000000 0.007469 0.992531 0.001156
15.000000 0.007987 0.992013 0.001157
16.000000 0.008433 0.991567 0.001150
17.000000 0.008896 0.991104 0.001144
18.000000 0.009459 0.990541 0.001156
19.000000 0.009919 0.990081 0.001152
20.000000 0.010444 0.989556 0.001159
21.000000 0.010811 0.989189 0.001146
22.000000 0.011368 0.988632 0.001154
23.000000 0.011907 0.988093 0.001164
24.000000 0.012382 0.987618 0.001165
25.000000 0.012788 0.987212 0.001159
26.000000 0.013163 0.986837 0.001153
27.000000 0.013669 0.986331 0.001158
28.000000 0.014252 0.985748 0.001170
29.000000 0.014505 0.985495 0.001153
30.000000 0.015058 0.984942 0.001160
31.000000 0.015643 0.984357 0.001175
32.000000 0.015965 0.984035 0.001166
33.000000 0.016472 0.983528 0.001174
34.000000 0.016852 0.983148 0.001170
35.000000 0.017344 0.982656 0.001174
36.000000 0.017866 0.982134 0.001184
37.000000 0.018160 0.981840 0.001170
38.000000 0.018934 0.981066 0.001205
39.000000 0.019372 0.980628 0.001207
40.000000 0.019527 0.980473 0.001185
41.000000 0.020357 0.979643 0.001219
42.000000 0.020386 0.979614 0.001193
43.000000 0.021305 0.978695 0.001232
44.000000 0.021507 0.978493 0.001259
45.000000 0.022083 0.977917 0.001233
46.000000 0.022275 0.977725 0.001223
47.000000 0.022972 0.977028 0.001230
48.000000 0.023115 0.976885 0.001242
49.000000 0.023670 0.976330 0.001238
50.000000 0.024351 0.975649 0.001275
51.000000 0.024578 0.975422 0.001258
52.000000 0.025288 0.974712 0.001283
53.000000 0.025928 0.974072 0.001384
54.000000 0.026231 0.973769 0.001289
55.000000 0.026392 0.973608 0.001272
56.000000 0.026871 0.973129 0.001358
57.000000 0.027095 0.972905 0.001282
58.000000 0.027819 0.972181 0.001310
59.000000 0.028921 0.971079 0.001435
60.000000 0.028816 0.971184 0.001423
61.000000 0.029190 0.970810 0.001420
62.000000 0.029435 0.970565 0.001293
63.000000 0.029457 0.970543 0.001332
64.000000 0.030425 0.969575 0.001367
65.000000 0.030725 0.969275 0.001374
66.000000 0.031378 0.968622 0.001394
67.000000 0.031830 0.968170 0.001371
68.000000 0.032123 0.967877 0.001404
69.000000 0.032950 0.967050 0.001464
70.000000 0.033298 0.966702 0.001461
71.000000 0.033045 0.966955 0.001409
72.000000 0.033575 0.966425 0.001433
73.000000 0.034477 0.965523 0.001487
74.000000 0.035246 0.964754 0.001538
75.000000 0.035223 0.964777 0.001501
76.000000 0.035611 0.964389 0.001539
77.000000 0.036001 0.963999 0.001527
78.000000 0.036630 0.963370 0.001586
79.000000 0.037166 0.962834 0.001670
80.000000 0.038292 0.961708 0.001749
81.000000 0.037506 0.962494 0.001603
82.000000 0.038361 0.961639 0.001735
83.000000 0.038679 0.961321 0.001689
84.000000 0.039463 0.960537 0.001799
85.000000 0.038846 0.961154 0.001817
86.000000 0.041005 0.958995 0.001792
87.000000 0.040203 0.959797 0.001724
88.000000 0.041113 0.958887 0.001830
89.000000 0.041523 0.958477 0.001950
90.000000 0.041914 0.958086 0.001827
91.000000 0.042443 0.957557 0.001829
92.000000 0.042675 0.957325 0.001923
93.000000 0.043884 0.956116 0.001989
94.000000 0.043395 0.956605 0.002011
95.000000 0.044080 0.955920 0.001994
96.000000 0.043886 0.956114 0.002004
97.000000 0.044157 0.955843 0.002125
98.000000 0.044209 0.955791 0.001916
99.000000 0.045269 0.954731 0.002050
100.000000 0.045407 0.954593 0.002099
101.000000 0.046608 0.953392 0.002121
102.000000 0.046896 0.953104 0.002037
103.000000 0.047685 0.952315 0.002203
104.000000 0.048005 0.951995 0.002262
105.000000 0.048822 0.951178 0.002017
106.000000 0.048300 0.951700 0.002272
107.000000 0.048870 0.951130 0.002322
108.000000 0.049886 0.950114 0.002498
109.000000 0.050433 0.949567 0.002483
110.000000 0.050586 0.949414 0.002423
111.000000 0.050229 0.949771 0.002362
112.000000 0.050070 0.949930 0.002448
113.000000 0.050961 0.949039 0.002621
114.000000 0.052089 0.947911 0.002543
115.000000 0.052705 0.947295 0.002702
116.000000 0.052515 0.947485 0.002881
117.000000 0.052032 0.947968 0.002469
118.000000 0.054286 0.945714 0.002963
119.000000 0.054663 0.945337 0.002724
120.000000 0.053056 0.946944 0.002528
121.000000 0.054694 0.945306 0.002685
122.000000 0.055280 0.944720 0.002974
123.000000 0.055667 0.944333 0.003181
124.000000 0.057079 0.942921 0.003328
125.000000 0.055453 0.944547 0.002864
126.000000 0.058119 0.941881 0.003159
127.000000 0.057761 0.942239 0.002999
128.000000 0.058263 0.941737 0.003326
129.000000 0.057530 0.942470 0.002999
130.000000 0.059972 0.940028 0.003630
131.000000 0.059438 0.940562 0.003248
132.000000 0.058911 0.941089 0.003408
133.000000 0.061243 0.938757 0.003575
134.000000 0.060401 0.939599 0.003653
135.000000 0.060190 0.939810 0.003380
136.000000 0.061142 0.938858 0.003402
137.000000 0.061209 0.938791 0.003584
138.000000 0.061247 0.938753 0.003626
139.000000 0.062888 0.937112 0.003726
