# k f_up f_down f_allD C_global_avg
2.000000 0.394844 0.461925 0.143231 0.782937
3.000000 0.456677 0.517764 0.025559 0.879091
4.000000 0.443678 0.529641 0.026681 0.861457
5.000000 0.419420 0.542450 0.038130 0.836376
6.000000 0.413413 0.540677 0.045910 0.814235
7.000000 0.390187 0.555127 0.054687 0.798964
8.000000 0.382019 0.551222 0.066759 0.776877
9.000000 0.368701 0.556619 0.074681 0.765054
10.000000 0.354467 0.564387 0.081146 0.756474
11.000000 0.348599 0.566232 0.085168 0.746210
12.000000 0.349040 0.562932 0.088028 0.739066
13.000000 0.338720 0.571576 0.089704 0.736566
14.000000 0.328766 0.579358 0.091876 0.732230
15.000000 0.320731 0.581161 0.098108 0.726837
16.000000 0.316849 0.587295 0.095856 0.728543
17.000000 0.305856 0.596510 0.097633 0.724667
18.000000 0.310252 0.592723 0.097026 0.722015
19.000000 0.302807 0.598578 0.098615 0.720498
20.000000 0.299952 0.600614 0.099434 0.715731
21.000000 0.294989 0.600439 0.104572 0.709659
22.000000 0.288309 0.618963 0.092728 0.723323
23.000000 0.290152 0.614347 0.095501 0.717161
24.000000 0.276955 0.624472 0.098573 0.716874
25.000000 0.272167 0.632369 0.095464 0.718223
26.000000 0.275655 0.622434 0.101911 0.707635
27.000000 0.269246 0.635172 0.095583 0.714139
28.000000 0.264703 0.638802 0.096495 0.714341
29.000000 0.262588 0.643873 0.093539 0.716158
30.000000 0.252956 0.655261 0.091783 0.718964
31.000000 0.247847 0.661000 0.091154 0.720528
32.000000 0.240511 0.669751 0.089738 0.723354
33.000000 0.239138 0.669733 0.091129 0.719271
34.000000 0.238279 0.676688 0.085033 0.724624
35.000000 0.237081 0.670608 0.092310 0.716138
36.000000 0.228770 0.690800 0.080430 0.730136
37.000000 0.227140 0.688468 0.084393 0.722182
38.000000 0.225146 0.682612 0.092242 0.713343
39.000000 0.223142 0.696711 0.080147 0.725037
40.000000 0.216144 0.704497 0.079360 0.726300
41.000000 0.211258 0.704708 0.084034 0.720166
42.000000 0.214743 0.700810 0.084447 0.717544
43.000000 0.201733 0.720255 0.078012 0.726653
44.000000 0.202919 0.722790 0.074292 0.728236
45.000000 0.201134 0.718818 0.080048 0.721377
46.000000 0.195800 0.728790 0.075410 0.726127
47.000000 0.199551 0.729544 0.070905 0.726864
48.000000 0.189488 0.737178 0.073334 0.727094
49.000000 0.183110 0.749334 0.067556 0.733070
50.000000 0.181390 0.748904 0.069706 0.731284
51.000000 0.175360 0.760778 0.063862 0.737537
52.000000 0.174685 0.763877 0.061438 0.738728
53.000000 0.174210 0.760525 0.065265 0.732861
54.000000 0.176258 0.760095 0.063647 0.731503
55.000000 0.174008 0.766454 0.059538 0.734300
56.000000 0.175536 0.756555 0.067909 0.722813
57.000000 0.163092 0.772230 0.064677 0.730005
58.000000 0.158608 0.787065 0.054327 0.740513
59.000000 0.157279 0.786455 0.056266 0.737100
60.000000 0.155847 0.785069 0.059084 0.733703
61.000000 0.156157 0.779149 0.064693 0.725145
62.000000 0.154189 0.786835 0.058975 0.730984
63.000000 0.154708 0.783296 0.061995 0.724886
64.000000 0.149289 0.794657 0.056054 0.732391
65.000000 0.150570 0.793499 0.055931 0.729310
66.000000 0.141331 0.809774 0.048896 0.739554
67.000000 0.146000 0.801724 0.052276 0.731494
68.000000 0.139239 0.810118 0.050643 0.734974
69.000000 0.139096 0.806838 0.054065 0.729429
70.000000 0.137033 0.812530 0.050437 0.732520
71.000000 0.137051 0.814571 0.048378 0.733352
72.000000 0.137955 0.804295 0.057750 0.720986
73.000000 0.133899 0.814833 0.051268 0.728210
74.000000 0.130041 0.824185 0.045774 0.733407
75.000000 0.133502 0.820964 0.045533 0.730221
76.000000 0.130265 0.822530 0.047205 0.728782
77.000000 0.121509 0.834274 0.044217 0.733733
78.000000 0.124986 0.828235 0.046780 0.728615
79.000000 0.128583 0.819759 0.051658 0.719756
80.000000 0.121074 0.837500 0.041426 0.731769
81.000000 0.126750 0.829657 0.043593 0.726584
82.000000 0.117834 0.838591 0.043575 0.728684
83.000000 0.121740 0.831963 0.046298 0.722788
84.000000 0.116287 0.836575 0.047139 0.722453
85.000000 0.114467 0.843487 0.042046 0.726787
86.000000 0.115974 0.839753 0.044272 0.722772
87.000000 0.117734 0.838687 0.043580 0.721410
88.000000 0.116734 0.842005 0.041261 0.723001
89.000000 0.107508 0.851372 0.041120 0.724611
90.000000 0.110820 0.849568 0.039612 0.723355
91.000000 0.108519 0.851873 0.039608 0.723171
92.000000 0.115153 0.841873 0.042974 0.715258
93.000000 0.109195 0.849285 0.041520 0.718963
94.000000 0.105895 0.855149 0.038956 0.720517
95.000000 0.102988 0.857702 0.039310 0.720090
96.000000 0.101826 0.858938 0.039236 0.719121
97.000000 0.105309 0.858901 0.035790 0.720277
98.000000 0.102770 0.859141 0.038090 0.718107
99.000000 0.101764 0.858175 0.040061 0.715312
100.000000 0.106062 0.856919 0.037019 0.716851
101.000000 0.102636 0.856284 0.041081 0.712401
102.000000 0.097584 0.866001 0.036416 0.717042
103.000000 0.096864 0.871716 0.031420 0.721417
104.000000 0.095921 0.873637 0.030441 0.720385
105.000000 0.096493 0.866402 0.037105 0.712634
106.000000 0.097046 0.863950 0.039004 0.708798
107.000000 0.094534 0.868186 0.037280 0.710850
108.000000 0.091945 0.876452 0.031603 0.717064
109.000000 0.094610 0.870857 0.034534 0.710655
110.000000 0.095732 0.869009 0.035258 0.709233
111.000000 0.093392 0.876518 0.030091 0.714662
112.000000 0.087379 0.878936 0.033686 0.711093
113.000000 0.088734 0.880653 0.030613 0.713040
114.000000 0.094598 0.873842 0.031560 0.708381
115.000000 0.092003 0.871072 0.036924 0.704194
116.000000 0.089729 0.874993 0.035278 0.705536
117.000000 0.087317 0.883199 0.029484 0.710660
118.000000 0.087305 0.880889 0.031806 0.707820
119.000000 0.086015 0.883119 0.030866 0.708595
120.000000 0.083932 0.884486 0.031582 0.706002
121.000000 0.084390 0.886803 0.028808 0.708453
122.000000 0.085713 0.882819 0.031468 0.704492
123.000000 0.081068 0.890810 0.028122 0.708957
124.000000 0.080208 0.892683 0.027109 0.707581
125.000000 0.082921 0.882757 0.034323 0.699745
126.000000 0.084569 0.888862 0.026569 0.704913
127.000000 0.081319 0.886561 0.032120 0.700163
128.000000 0.083193 0.883480 0.033326 0.697644
129.000000 0.081128 0.889303 0.029569 0.701607
