# k f_up f_down f_allD C_global_avg
2.000000 0.397974 0.458026 0.144000 0.784302
3.000000 0.395285 0.502294 0.102421 0.809573
4.000000 0.370140 0.499895 0.129964 0.775689
5.000000 0.360038 0.500042 0.139920 0.762264
6.000000 0.345841 0.506517 0.147642 0.751248
7.000000 0.334015 0.510197 0.155788 0.740498
8.000000 0.322523 0.512258 0.165219 0.729861
9.000000 0.319335 0.508985 0.171680 0.720194
10.000000 0.321459 0.495663 0.182877 0.706349
11.000000 0.304213 0.515687 0.180100 0.709596
12.000000 0.305354 0.511020 0.183626 0.702505
13.000000 0.309915 0.502929 0.187156 0.697083
14.000000 0.306712 0.509690 0.183597 0.698686
15.000000 0.293413 0.516197 0.190389 0.692550
16.000000 0.301681 0.509152 0.189167 0.691090
17.000000 0.294010 0.516428 0.189562 0.689858
18.000000 0.289210 0.518732 0.192058 0.686349
19.000000 0.289648 0.516826 0.193526 0.682722
20.000000 0.288350 0.516188 0.195462 0.680601
21.000000 0.286077 0.522549 0.191375 0.683720
22.000000 0.285569 0.517173 0.197258 0.676071
23.000000 0.281047 0.517646 0.201307 0.672004
24.000000 0.285710 0.518687 0.195603 0.675340
25.000000 0.283654 0.517056 0.199291 0.670539
26.000000 0.279883 0.524015 0.196101 0.672881
27.000000 0.277909 0.525929 0.196162 0.673557
28.000000 0.274186 0.520858 0.204956 0.665262
29.000000 0.274480 0.520864 0.204656 0.663721
30.000000 0.276053 0.518209 0.205737 0.660316
31.000000 0.272871 0.531278 0.195851 0.669237
32.000000 0.267562 0.538907 0.193532 0.672480
33.000000 0.271532 0.536298 0.192171 0.671992
34.000000 0.271369 0.530318 0.198313 0.664901
35.000000 0.272806 0.530737 0.196457 0.665832
36.000000 0.270724 0.528560 0.200716 0.661947
37.000000 0.268806 0.531581 0.199612 0.661663
38.000000 0.265704 0.530979 0.203317 0.657808
39.000000 0.263987 0.536326 0.199687 0.661404
