# k f_up f_down f_allD C_global_avg
2.000000 0.016699 0.087150 0.896151 0.101113
3.000000 0.375208 0.569068 0.055724 0.940348
4.000000 0.362987 0.571294 0.065720 0.930119
5.000000 0.287412 0.604657 0.107931 0.887241
6.000000 0.242797 0.623088 0.134115 0.860559
7.000000 0.199561 0.620946 0.179493 0.814651
8.000000 0.168149 0.624951 0.206900 0.787013
9.000000 0.151444 0.624406 0.224150 0.769186
10.000000 0.141125 0.639069 0.219806 0.773223
11.000000 0.138660 0.640863 0.220478 0.771939
12.000000 0.130610 0.646509 0.222881 0.769318
13.000000 0.126523 0.646323 0.227153 0.764629
14.000000 0.122736 0.651137 0.226128 0.764904
15.000000 0.119338 0.652861 0.227802 0.763027
16.000000 0.117190 0.644429 0.238381 0.751978
17.000000 0.116014 0.650029 0.233956 0.755799
18.000000 0.112874 0.656346 0.230779 0.758605
19.000000 0.116891 0.642883 0.240226 0.748379
20.000000 0.113597 0.652855 0.233548 0.754803
21.000000 0.110588 0.659223 0.230188 0.757857
22.000000 0.111581 0.667830 0.220589 0.767308
23.000000 0.113499 0.663707 0.222793 0.764308
24.000000 0.111402 0.650583 0.238015 0.748490
25.000000 0.107173 0.666478 0.226349 0.760212
26.000000 0.106517 0.672787 0.220696 0.765568
27.000000 0.115998 0.652807 0.231195 0.753946
28.000000 0.110839 0.654375 0.234787 0.750031
29.000000 0.112363 0.655438 0.232199 0.752211
30.000000 0.111386 0.660025 0.228589 0.755628
31.000000 0.109096 0.658907 0.231997 0.751765
32.000000 0.105984 0.668710 0.225306 0.758770
33.000000 0.108341 0.661666 0.229993 0.752880
34.000000 0.110154 0.657589 0.232257 0.750261
35.000000 0.109444 0.669663 0.220893 0.761495
36.000000 0.112911 0.656924 0.230165 0.751758
37.000000 0.111275 0.666714 0.222012 0.759346
38.000000 0.112043 0.649576 0.238381 0.742129
39.000000 0.111594 0.658226 0.230180 0.750220
40.000000 0.110663 0.653096 0.236241 0.744069
41.000000 0.109853 0.660673 0.229474 0.750522
42.000000 0.111436 0.650730 0.237833 0.741569
43.000000 0.109752 0.659536 0.230713 0.748698
44.000000 0.111759 0.653760 0.234481 0.744367
45.000000 0.108534 0.664490 0.226976 0.751887
46.000000 0.115845 0.644915 0.239240 0.737948
47.000000 0.109904 0.652902 0.237193 0.740405
48.000000 0.110250 0.650359 0.239391 0.738000
49.000000 0.110843 0.656895 0.232261 0.744746
50.000000 0.119018 0.636577 0.244404 0.731499
51.000000 0.115329 0.659111 0.225560 0.750201
52.000000 0.115903 0.655729 0.228368 0.747289
53.000000 0.116591 0.652366 0.231043 0.744698
54.000000 0.114943 0.651989 0.233069 0.741790
55.000000 0.116070 0.635128 0.248802 0.725138
56.000000 0.113824 0.654288 0.231889 0.742781
57.000000 0.115623 0.652523 0.231855 0.742140
58.000000 0.115716 0.647025 0.237259 0.736292
59.000000 0.118571 0.641550 0.239879 0.732998
60.000000 0.116147 0.650634 0.233219 0.739788
61.000000 0.119420 0.639437 0.241143 0.731062
62.000000 0.119776 0.647381 0.232843 0.739335
63.000000 0.116330 0.645804 0.237866 0.734236
64.000000 0.119862 0.645263 0.234875 0.736771
65.000000 0.117740 0.647277 0.234983 0.736051
66.000000 0.120771 0.645936 0.233293 0.737525
67.000000 0.120333 0.649436 0.230231 0.740584
68.000000 0.117288 0.647282 0.235430 0.735349
69.000000 0.116452 0.659429 0.224119 0.746672
70.000000 0.118528 0.642215 0.239257 0.730277
71.000000 0.120216 0.640748 0.239036 0.730039
72.000000 0.121231 0.639115 0.239654 0.729051
73.000000 0.122471 0.643966 0.233563 0.735128
74.000000 0.125873 0.638254 0.235873 0.731674
75.000000 0.123026 0.646011 0.230964 0.737079
76.000000 0.120551 0.642880 0.236568 0.731555
77.000000 0.122086 0.639432 0.238482 0.728799
78.000000 0.125499 0.640935 0.233566 0.732769
79.000000 0.122004 0.649603 0.228393 0.738812
80.000000 0.126144 0.649778 0.224078 0.742323
81.000000 0.123758 0.636015 0.240228 0.725840
82.000000 0.126168 0.638962 0.234870 0.730961
83.000000 0.126545 0.634249 0.239206 0.725794
84.000000 0.125021 0.639646 0.235333 0.730246
85.000000 0.126956 0.642483 0.230562 0.734676
86.000000 0.126170 0.636949 0.236881 0.728452
87.000000 0.128577 0.623092 0.248331 0.716091
88.000000 0.126723 0.633921 0.239356 0.724633
89.000000 0.128187 0.634585 0.237227 0.726454
