# k f_up f_down f_allD C_global_avg
2.000000 0.015027 0.081064 0.903909 0.093408
3.000000 0.412408 0.564726 0.022865 0.973190
4.000000 0.433627 0.539805 0.026568 0.968862
5.000000 0.348567 0.583232 0.068201 0.926134
6.000000 0.273256 0.628754 0.097990 0.895820
7.000000 0.223823 0.618603 0.157573 0.835617
8.000000 0.191714 0.636078 0.172208 0.820618
9.000000 0.163249 0.630641 0.206109 0.786420
10.000000 0.155210 0.631097 0.213693 0.778290
11.000000 0.143280 0.633793 0.222927 0.768710
12.000000 0.140551 0.633549 0.225900 0.765085
13.000000 0.132257 0.640304 0.227439 0.763262
14.000000 0.129319 0.635049 0.235632 0.754408
15.000000 0.125669 0.646176 0.228155 0.761557
16.000000 0.122249 0.642880 0.234871 0.754347
17.000000 0.122384 0.645928 0.231688 0.757014
18.000000 0.120019 0.639625 0.240356 0.747583
19.000000 0.118166 0.654757 0.227077 0.760678
20.000000 0.120039 0.658648 0.221313 0.765971
21.000000 0.117237 0.657158 0.225605 0.761297
22.000000 0.116562 0.652011 0.231427 0.754940
23.000000 0.115883 0.655089 0.229029 0.757099
24.000000 0.115215 0.652538 0.232247 0.753184
25.000000 0.113258 0.658854 0.227888 0.757385
26.000000 0.116314 0.655873 0.227813 0.756560
27.000000 0.116739 0.659386 0.223875 0.760055
28.000000 0.113897 0.654386 0.231718 0.751576
29.000000 0.117545 0.657586 0.224869 0.757883
30.000000 0.116721 0.659065 0.224214 0.758316
31.000000 0.117709 0.662111 0.220180 0.761810
32.000000 0.118635 0.651646 0.229719 0.751366
33.000000 0.114485 0.659617 0.225899 0.755485
34.000000 0.117391 0.654247 0.228362 0.752101
35.000000 0.122389 0.650949 0.226663 0.752962
36.000000 0.115111 0.660730 0.224159 0.755636
37.000000 0.119600 0.657945 0.222455 0.756922
38.000000 0.116184 0.656365 0.227451 0.751416
39.000000 0.116914 0.665924 0.217161 0.761484
40.000000 0.120624 0.654257 0.225119 0.752582
41.000000 0.118591 0.662305 0.219105 0.758898
42.000000 0.118797 0.657288 0.223914 0.753042
43.000000 0.118705 0.657876 0.223419 0.753668
44.000000 0.120684 0.654170 0.225146 0.750860
45.000000 0.117587 0.657751 0.224662 0.751043
46.000000 0.118197 0.655434 0.226368 0.749152
47.000000 0.120956 0.662722 0.216322 0.758594
48.000000 0.118175 0.662240 0.219585 0.755275
49.000000 0.120443 0.655631 0.223927 0.750524
50.000000 0.121855 0.649515 0.228631 0.744968
51.000000 0.121955 0.649192 0.228853 0.744413
52.000000 0.119808 0.652595 0.227597 0.745880
53.000000 0.120438 0.655005 0.224556 0.748069
54.000000 0.120265 0.654624 0.225111 0.747335
55.000000 0.124701 0.655672 0.219627 0.751617
56.000000 0.122633 0.648662 0.228705 0.742414
57.000000 0.121716 0.651834 0.226451 0.744613
58.000000 0.125050 0.646632 0.228318 0.742022
59.000000 0.119470 0.659392 0.221138 0.749773
60.000000 0.125578 0.649384 0.225039 0.744290
61.000000 0.122811 0.654802 0.222388 0.747230
62.000000 0.125247 0.649529 0.225224 0.743770
63.000000 0.120607 0.652589 0.226803 0.741679
64.000000 0.123848 0.650738 0.225414 0.743362
65.000000 0.123286 0.651349 0.225364 0.742902
66.000000 0.123530 0.651525 0.224945 0.742580
67.000000 0.126434 0.643001 0.230565 0.736651
68.000000 0.123929 0.645266 0.230804 0.735860
69.000000 0.129262 0.646197 0.224540 0.741278
70.000000 0.124649 0.648070 0.227280 0.738925
71.000000 0.132462 0.636380 0.231158 0.733641
72.000000 0.130807 0.646184 0.223009 0.741725
73.000000 0.128672 0.645023 0.226305 0.738587
74.000000 0.126381 0.648832 0.224787 0.739558
75.000000 0.129092 0.646044 0.224865 0.739050
76.000000 0.126175 0.645213 0.228613 0.735549
77.000000 0.130112 0.637282 0.232605 0.729824
78.000000 0.128606 0.644592 0.226802 0.736230
79.000000 0.129477 0.648620 0.221903 0.740805
80.000000 0.130279 0.641865 0.227857 0.734396
81.000000 0.126934 0.640679 0.232387 0.729477
82.000000 0.131856 0.647123 0.221020 0.741008
83.000000 0.129524 0.647110 0.223366 0.737843
84.000000 0.134089 0.631009 0.234902 0.724821
85.000000 0.132820 0.634768 0.232412 0.727424
86.000000 0.133915 0.636298 0.229788 0.729336
87.000000 0.131740 0.642772 0.225488 0.734711
88.000000 0.132721 0.633877 0.233402 0.725768
89.000000 0.132419 0.649765 0.217816 0.741572
90.000000 0.132404 0.637692 0.229904 0.728811
91.000000 0.132362 0.643399 0.224240 0.734417
92.000000 0.133307 0.638794 0.227899 0.730335
93.000000 0.133891 0.641008 0.225101 0.732932
94.000000 0.132336 0.636337 0.231327 0.726624
95.000000 0.136223 0.631625 0.232152 0.724302
96.000000 0.134423 0.644771 0.220806 0.736338
97.000000 0.131143 0.640820 0.228037 0.729091
98.000000 0.133487 0.639272 0.227241 0.728842
99.000000 0.136573 0.637428 0.226000 0.729832
100.000000 0.134195 0.636605 0.229200 0.726461
101.000000 0.142635 0.627257 0.230107 0.723345
102.000000 0.139165 0.633063 0.227772 0.726572
103.000000 0.140267 0.624642 0.235091 0.718058
104.000000 0.139400 0.632984 0.227616 0.726136
105.000000 0.138400 0.628349 0.233251 0.720296
106.000000 0.137307 0.634953 0.227740 0.726142
107.000000 0.139866 0.614187 0.245946 0.705873
108.000000 0.141258 0.614712 0.244030 0.707891
109.000000 0.141566 0.622407 0.236028 0.715210
110.000000 0.139851 0.632046 0.228103 0.724068
111.000000 0.142034 0.621355 0.236611 0.713933
112.000000 0.141612 0.622550 0.235838 0.714911
113.000000 0.139527 0.621869 0.238605 0.712418
114.000000 0.145982 0.624263 0.229755 0.719905
115.000000 0.145799 0.635502 0.218699 0.730740
116.000000 0.142589 0.624775 0.232636 0.717816
117.000000 0.141777 0.631088 0.227135 0.722505
118.000000 0.145751 0.628250 0.225999 0.722729
119.000000 0.143842 0.620553 0.235604 0.714090
120.000000 0.145440 0.626567 0.227992 0.720741
121.000000 0.147676 0.617701 0.234623 0.712985
122.000000 0.144943 0.621004 0.234053 0.712964
123.000000 0.145568 0.627230 0.227202 0.720319
124.000000 0.144879 0.624468 0.230652 0.716819
125.000000 0.145975 0.619938 0.234087 0.712955
126.000000 0.145261 0.621278 0.233461 0.713657
127.000000 0.150766 0.614534 0.234700 0.709844
128.000000 0.144787 0.621155 0.234058 0.712361
129.000000 0.143887 0.628691 0.227422 0.719465
