# k f_up f_allD C_global_avg
2.000000 0.373770 0.626230 0.365373
3.000000 0.297438 0.702562 0.283248
4.000000 0.200709 0.799291 0.184578
5.000000 0.144931 0.855069 0.127766
6.000000 0.101409 0.898591 0.083821
7.000000 0.076869 0.923131 0.058952
8.000000 0.061557 0.938443 0.043508
9.000000 0.053914 0.946086 0.035695
10.000000 0.045579 0.954421 0.027049
11.000000 0.039214 0.960786 0.020725
12.000000 0.035727 0.964273 0.017510
13.000000 0.032615 0.967385 0.014100
14.000000 0.031963 0.968037 0.013084
15.000000 0.030775 0.969225 0.011873
16.000000 0.028226 0.971774 0.009417
17.000000 0.028323 0.971677 0.009191
18.000000 0.027311 0.972689 0.008281
19.000000 0.026229 0.973771 0.007079
20.000000 0.025743 0.974257 0.006582
21.000000 0.025111 0.974889 0.006146
22.000000 0.025090 0.974910 0.005687
23.000000 0.024554 0.975446 0.005405
24.000000 0.024847 0.975153 0.005272
25.000000 0.024502 0.975498 0.004985
26.000000 0.024254 0.975746 0.004790
27.000000 0.024086 0.975914 0.004440
28.000000 0.023772 0.976228 0.004190
29.000000 0.023478 0.976522 0.003849
