# k f_up f_down f_allD C_global_avg
2.000000 0.294644 0.430987 0.274369 0.717140
3.000000 0.335947 0.606837 0.057216 0.930315
4.000000 0.342900 0.612235 0.044865 0.941826
5.000000 0.335009 0.618414 0.046577 0.938550
6.000000 0.313569 0.635963 0.050468 0.933446
7.000000 0.297544 0.641900 0.060556 0.921798
8.000000 0.279226 0.653930 0.066845 0.914582
9.000000 0.260134 0.665139 0.074726 0.905547
10.000000 0.242228 0.669864 0.087908 0.891402
11.000000 0.238568 0.665378 0.096054 0.882020
12.000000 0.223291 0.676470 0.100240 0.877764
13.000000 0.216027 0.669512 0.114460 0.862829
14.000000 0.215290 0.663918 0.120792 0.855335
15.000000 0.203378 0.672300 0.124322 0.851670
16.000000 0.197247 0.669992 0.132761 0.842947
17.000000 0.195043 0.670011 0.134945 0.840293
18.000000 0.193942 0.662309 0.143750 0.830561
19.000000 0.190481 0.664706 0.144814 0.829364
20.000000 0.188961 0.658182 0.152858 0.820785
21.000000 0.185815 0.655204 0.158981 0.813833
22.000000 0.178816 0.658061 0.163123 0.810069
23.000000 0.180689 0.654434 0.164876 0.807554
24.000000 0.176694 0.659271 0.164035 0.808347
25.000000 0.172437 0.659416 0.168146 0.804426
26.000000 0.172528 0.653453 0.174020 0.797873
27.000000 0.173722 0.642963 0.183316 0.787644
28.000000 0.172897 0.638370 0.188734 0.781247
29.000000 0.171847 0.638745 0.189408 0.780826
30.000000 0.171819 0.629421 0.198760 0.770325
31.000000 0.169004 0.638011 0.192985 0.777006
32.000000 0.166169 0.638654 0.195177 0.774490
33.000000 0.167057 0.633063 0.199880 0.769222
34.000000 0.167381 0.621675 0.210944 0.757350
35.000000 0.166809 0.623421 0.209770 0.757985
36.000000 0.165134 0.619356 0.215510 0.752490
37.000000 0.164186 0.620449 0.215365 0.752413
38.000000 0.164505 0.615590 0.219905 0.747114
39.000000 0.164567 0.612222 0.223211 0.743552
40.000000 0.161340 0.636568 0.202093 0.765277
41.000000 0.162275 0.616539 0.221186 0.745369
42.000000 0.164448 0.609694 0.225858 0.740094
43.000000 0.162551 0.619868 0.217580 0.748939
44.000000 0.163711 0.600183 0.236106 0.728719
45.000000 0.164576 0.610383 0.225041 0.740121
46.000000 0.164016 0.607226 0.228757 0.735837
47.000000 0.162697 0.610413 0.226890 0.738660
48.000000 0.162544 0.602034 0.235421 0.729230
49.000000 0.162322 0.599682 0.237996 0.726202
50.000000 0.162574 0.605038 0.232389 0.731666
51.000000 0.162616 0.598556 0.238828 0.724868
52.000000 0.161682 0.593130 0.245188 0.718179
53.000000 0.161279 0.598041 0.240680 0.722991
54.000000 0.160586 0.597301 0.242113 0.721293
55.000000 0.162009 0.589580 0.248411 0.714456
56.000000 0.160370 0.589607 0.250023 0.712444
57.000000 0.159960 0.589949 0.250091 0.712095
58.000000 0.158680 0.592698 0.248622 0.714196
59.000000 0.161813 0.588565 0.249623 0.712619
60.000000 0.158640 0.590818 0.250542 0.711333
61.000000 0.162956 0.583666 0.253378 0.708156
62.000000 0.161608 0.590747 0.247645 0.714248
63.000000 0.161820 0.579594 0.258586 0.702345
64.000000 0.160490 0.577840 0.261670 0.698476
65.000000 0.160637 0.580523 0.258840 0.702077
66.000000 0.159040 0.565329 0.275631 0.684515
67.000000 0.159696 0.574853 0.265451 0.694953
68.000000 0.161964 0.582681 0.255355 0.705070
69.000000 0.160042 0.577090 0.262868 0.697310
70.000000 0.161643 0.574044 0.264312 0.694683
71.000000 0.162067 0.570745 0.267189 0.691648
72.000000 0.157772 0.575122 0.267107 0.692324
73.000000 0.159369 0.571058 0.269574 0.689643
74.000000 0.157567 0.576641 0.265792 0.693252
75.000000 0.156547 0.572428 0.271025 0.688001
76.000000 0.159606 0.579587 0.260807 0.698402
77.000000 0.158520 0.568935 0.272545 0.686000
78.000000 0.158633 0.572465 0.268903 0.689170
79.000000 0.159681 0.572002 0.268317 0.689669
80.000000 0.162869 0.562147 0.274984 0.681890
81.000000 0.159900 0.570208 0.269892 0.687677
82.000000 0.160084 0.562785 0.277132 0.680468
83.000000 0.158304 0.565526 0.276170 0.681542
84.000000 0.161453 0.560841 0.277706 0.679533
85.000000 0.159498 0.563728 0.276774 0.680169
86.000000 0.160734 0.561042 0.278224 0.678792
87.000000 0.159195 0.553992 0.286813 0.669541
88.000000 0.159578 0.562408 0.278014 0.679009
89.000000 0.158123 0.560773 0.281104 0.675159
90.000000 0.157918 0.562063 0.280019 0.676315
91.000000 0.158316 0.556353 0.285331 0.670964
92.000000 0.160199 0.562103 0.277698 0.678805
93.000000 0.161663 0.557109 0.281228 0.674006
94.000000 0.158018 0.556389 0.285593 0.670100
95.000000 0.159060 0.554081 0.286859 0.668514
96.000000 0.158500 0.561480 0.280021 0.676135
97.000000 0.161255 0.554456 0.284289 0.671013
98.000000 0.160104 0.558963 0.280933 0.674324
99.000000 0.159356 0.550636 0.290008 0.664584
