# k f_up f_allD C_global_avg
2.000000 0.659870 0.340130 0.564144
3.000000 0.587605 0.412395 0.471656
4.000000 0.515884 0.484116 0.398052
5.000000 0.483363 0.516637 0.363643
6.000000 0.453546 0.546454 0.334803
7.000000 0.436527 0.563473 0.317244
8.000000 0.427891 0.572109 0.308945
9.000000 0.420400 0.579600 0.299366
10.000000 0.411706 0.588294 0.291368
11.000000 0.403957 0.596043 0.283700
12.000000 0.407458 0.592542 0.285168
13.000000 0.402359 0.597641 0.280270
14.000000 0.398512 0.601488 0.276559
15.000000 0.395815 0.604185 0.273518
16.000000 0.393284 0.606716 0.271138
17.000000 0.397618 0.602382 0.274232
18.000000 0.395208 0.604792 0.271593
19.000000 0.389451 0.610549 0.266599
20.000000 0.385882 0.614118 0.263421
21.000000 0.385816 0.614184 0.263041
22.000000 0.388667 0.611333 0.265113
23.000000 0.390252 0.609748 0.266483
24.000000 0.390389 0.609611 0.266139
25.000000 0.391389 0.608611 0.266415
26.000000 0.387203 0.612797 0.262621
27.000000 0.384839 0.615161 0.260429
28.000000 0.385177 0.614823 0.260437
29.000000 0.386952 0.613048 0.261762
