# k f_up f_allD C_global_avg
2.000000 0.012954 0.987046 0.011936
3.000000 0.183955 0.816045 0.179108
4.000000 0.092674 0.907326 0.088828
5.000000 0.017561 0.982439 0.014674
6.000000 0.007438 0.992562 0.004463
7.000000 0.005428 0.994572 0.002174
8.000000 0.005167 0.994833 0.001576
9.000000 0.005570 0.994430 0.001519
10.000000 0.005916 0.994084 0.001453
11.000000 0.006443 0.993557 0.001486
12.000000 0.006704 0.993296 0.001313
13.000000 0.007146 0.992854 0.001329
14.000000 0.007669 0.992331 0.001365
15.000000 0.007954 0.992046 0.001237
16.000000 0.008582 0.991418 0.001380
17.000000 0.009073 0.990927 0.001356
18.000000 0.009407 0.990593 0.001287
19.000000 0.009957 0.990043 0.001329
20.000000 0.010435 0.989565 0.001301
21.000000 0.010981 0.989019 0.001391
22.000000 0.011648 0.988352 0.001554
23.000000 0.012053 0.987947 0.001432
24.000000 0.012329 0.987671 0.001448
25.000000 0.012926 0.987074 0.001549
26.000000 0.013653 0.986347 0.001507
27.000000 0.013695 0.986305 0.001462
28.000000 0.014458 0.985542 0.001587
29.000000 0.014571 0.985429 0.001454
30.000000 0.015669 0.984331 0.001967
31.000000 0.015830 0.984170 0.001609
32.000000 0.016439 0.983561 0.001706
33.000000 0.016504 0.983496 0.001568
34.000000 0.017215 0.982785 0.001714
35.000000 0.017707 0.982293 0.001912
36.000000 0.018340 0.981660 0.001915
37.000000 0.018543 0.981457 0.001933
38.000000 0.019026 0.980974 0.001923
39.000000 0.019509 0.980491 0.001972
40.000000 0.020180 0.979820 0.002200
41.000000 0.020906 0.979094 0.002212
42.000000 0.021408 0.978592 0.002362
43.000000 0.021965 0.978035 0.002441
44.000000 0.022361 0.977639 0.002533
45.000000 0.022192 0.977808 0.002153
46.000000 0.023504 0.976496 0.002740
47.000000 0.023887 0.976113 0.002758
48.000000 0.024927 0.975073 0.002874
49.000000 0.024465 0.975535 0.002766
50.000000 0.025211 0.974789 0.003016
51.000000 0.025776 0.974224 0.002970
52.000000 0.026753 0.973247 0.003435
53.000000 0.027145 0.972855 0.003514
54.000000 0.027079 0.972921 0.003116
55.000000 0.027633 0.972367 0.003543
56.000000 0.028302 0.971698 0.003606
57.000000 0.028491 0.971509 0.003448
58.000000 0.029687 0.970313 0.003848
59.000000 0.030013 0.969987 0.003792
60.000000 0.030918 0.969082 0.004080
61.000000 0.031764 0.968236 0.004720
62.000000 0.031813 0.968187 0.004350
63.000000 0.032735 0.967265 0.004863
64.000000 0.032838 0.967162 0.004336
65.000000 0.033445 0.966555 0.004805
66.000000 0.034306 0.965694 0.004946
67.000000 0.034012 0.965988 0.004480
68.000000 0.035240 0.964760 0.005138
69.000000 0.035543 0.964457 0.005207
70.000000 0.035480 0.964520 0.005276
71.000000 0.037155 0.962845 0.005712
72.000000 0.036766 0.963234 0.005590
73.000000 0.037852 0.962148 0.006252
74.000000 0.038025 0.961975 0.006007
75.000000 0.038721 0.961279 0.006150
76.000000 0.040716 0.959284 0.007395
77.000000 0.040404 0.959596 0.006862
78.000000 0.039353 0.960647 0.006257
79.000000 0.041494 0.958506 0.007395
