# k f_up f_allD C_global_avg
2.000000 0.012789 0.987211 0.011780
3.000000 0.204679 0.795321 0.199951
4.000000 0.085468 0.914532 0.081790
5.000000 0.019953 0.980047 0.017049
6.000000 0.009868 0.990132 0.006801
7.000000 0.005646 0.994354 0.002406
8.000000 0.005821 0.994179 0.002127
9.000000 0.006129 0.993871 0.002085
10.000000 0.005918 0.994082 0.001426
11.000000 0.006558 0.993442 0.001612
12.000000 0.007139 0.992861 0.001771
13.000000 0.007273 0.992727 0.001426
14.000000 0.007711 0.992289 0.001467
15.000000 0.008115 0.991885 0.001383
16.000000 0.008789 0.991211 0.001578
17.000000 0.009500 0.990500 0.001658
18.000000 0.009786 0.990214 0.001614
19.000000 0.010246 0.989754 0.001620
20.000000 0.010692 0.989308 0.001524
21.000000 0.011136 0.988864 0.001580
22.000000 0.011671 0.988329 0.001634
23.000000 0.012226 0.987774 0.001801
24.000000 0.012610 0.987390 0.001748
25.000000 0.013263 0.986737 0.001848
26.000000 0.013232 0.986768 0.001646
27.000000 0.013906 0.986094 0.001694
28.000000 0.014666 0.985334 0.001922
29.000000 0.015389 0.984611 0.002222
30.000000 0.015901 0.984099 0.002299
31.000000 0.016158 0.983842 0.002188
32.000000 0.016586 0.983414 0.002267
33.000000 0.017236 0.982764 0.002141
34.000000 0.017521 0.982479 0.002262
35.000000 0.017965 0.982035 0.002370
36.000000 0.018608 0.981392 0.002515
37.000000 0.019396 0.980604 0.002660
38.000000 0.020352 0.979648 0.003141
39.000000 0.020418 0.979582 0.002923
40.000000 0.021582 0.978418 0.003718
41.000000 0.021539 0.978461 0.003111
42.000000 0.022295 0.977705 0.003325
43.000000 0.022116 0.977884 0.002947
44.000000 0.023425 0.976575 0.003606
45.000000 0.023996 0.976004 0.003847
46.000000 0.024040 0.975960 0.003725
47.000000 0.025145 0.974855 0.004145
48.000000 0.025145 0.974855 0.003794
49.000000 0.025198 0.974802 0.003493
50.000000 0.026078 0.973922 0.004066
51.000000 0.027278 0.972722 0.004676
52.000000 0.028186 0.971814 0.004781
53.000000 0.027794 0.972206 0.004368
54.000000 0.028147 0.971853 0.004499
55.000000 0.028972 0.971028 0.005250
56.000000 0.029962 0.970038 0.005467
57.000000 0.030519 0.969481 0.005437
58.000000 0.031081 0.968919 0.005789
59.000000 0.031141 0.968859 0.005458
60.000000 0.033100 0.966900 0.006603
61.000000 0.032482 0.967518 0.005869
62.000000 0.033634 0.966366 0.006338
63.000000 0.035524 0.964476 0.007690
64.000000 0.035814 0.964186 0.007943
65.000000 0.034841 0.965159 0.006624
66.000000 0.036018 0.963982 0.007527
67.000000 0.037411 0.962589 0.008171
68.000000 0.037143 0.962857 0.007900
69.000000 0.037577 0.962423 0.007866
