# k f_up f_down f_allD C_global_avg
2.000000 0.015825 0.084286 0.899889 0.097379
3.000000 0.418420 0.565920 0.015659 0.980465
4.000000 0.429696 0.555459 0.014845 0.980872
5.000000 0.371049 0.584393 0.044558 0.949856
6.000000 0.297187 0.610000 0.092813 0.900544
7.000000 0.245384 0.606720 0.147897 0.844535
8.000000 0.203425 0.630827 0.165747 0.826619
9.000000 0.175773 0.636287 0.187940 0.804298
10.000000 0.166178 0.631061 0.202761 0.788626
11.000000 0.147947 0.628720 0.223333 0.767847
12.000000 0.145329 0.633545 0.221126 0.769409
13.000000 0.141087 0.629049 0.229864 0.760175
14.000000 0.134248 0.632416 0.233336 0.756299
15.000000 0.136055 0.633757 0.230187 0.758858
16.000000 0.130599 0.639104 0.230297 0.758515
17.000000 0.130658 0.636277 0.233065 0.754838
18.000000 0.128636 0.643113 0.228251 0.759440
19.000000 0.126459 0.636811 0.236730 0.750324
20.000000 0.128739 0.645073 0.226188 0.760267
21.000000 0.124463 0.639976 0.235561 0.750543
22.000000 0.123093 0.651294 0.225613 0.760123
23.000000 0.122625 0.655278 0.222097 0.763149
24.000000 0.124055 0.646425 0.229520 0.755161
25.000000 0.123334 0.651357 0.225309 0.758734
26.000000 0.123154 0.645889 0.230956 0.752521
27.000000 0.121853 0.652538 0.225609 0.757563
28.000000 0.122517 0.654087 0.223395 0.759195
29.000000 0.123339 0.652515 0.224146 0.758095
30.000000 0.123296 0.655120 0.221583 0.760213
31.000000 0.124380 0.653350 0.222270 0.758656
32.000000 0.126409 0.654466 0.219125 0.761375
33.000000 0.125998 0.650607 0.223394 0.756613
34.000000 0.126405 0.651171 0.222424 0.757079
35.000000 0.125208 0.651573 0.223219 0.755843
36.000000 0.128776 0.638638 0.232586 0.745464
37.000000 0.124341 0.650975 0.224684 0.753311
38.000000 0.125999 0.651055 0.222946 0.754949
39.000000 0.126899 0.658779 0.214322 0.763112
40.000000 0.127274 0.653498 0.219228 0.757510
41.000000 0.124957 0.647133 0.227909 0.748713
42.000000 0.126075 0.642757 0.231167 0.744378
43.000000 0.128561 0.653702 0.217737 0.757738
44.000000 0.126996 0.649652 0.223353 0.751752
45.000000 0.127168 0.650795 0.222038 0.752485
46.000000 0.125862 0.655646 0.218491 0.755761
47.000000 0.127383 0.656803 0.215814 0.758259
48.000000 0.128568 0.658012 0.213419 0.759900
49.000000 0.129691 0.653152 0.217157 0.755474
50.000000 0.127498 0.654351 0.218151 0.754407
51.000000 0.131033 0.656267 0.212700 0.759439
52.000000 0.128824 0.649557 0.221618 0.750017
53.000000 0.132008 0.645094 0.222898 0.747705
54.000000 0.131011 0.649489 0.219500 0.751105
55.000000 0.131188 0.643088 0.225724 0.744314
56.000000 0.132994 0.644453 0.222554 0.746338
57.000000 0.130145 0.650586 0.219269 0.749580
58.000000 0.133926 0.651317 0.214756 0.753995
59.000000 0.131744 0.648899 0.219358 0.749074
60.000000 0.132258 0.644935 0.222807 0.744627
61.000000 0.130921 0.643611 0.225468 0.741859
62.000000 0.131721 0.644550 0.223729 0.743642
63.000000 0.130465 0.642970 0.226565 0.740333
64.000000 0.134825 0.639631 0.225544 0.739997
65.000000 0.134821 0.636481 0.228698 0.736459
66.000000 0.135555 0.645226 0.219219 0.746209
67.000000 0.133438 0.648873 0.217689 0.747386
68.000000 0.132336 0.655902 0.211763 0.753614
69.000000 0.135177 0.641373 0.223450 0.740556
70.000000 0.136039 0.644727 0.219234 0.744356
71.000000 0.135779 0.647262 0.216959 0.746765
72.000000 0.140471 0.634851 0.224678 0.737644
73.000000 0.135370 0.647293 0.217336 0.745491
74.000000 0.135313 0.642919 0.221768 0.740688
75.000000 0.138939 0.628073 0.232988 0.727734
76.000000 0.135977 0.644368 0.219655 0.742269
77.000000 0.139508 0.642310 0.218182 0.742821
78.000000 0.137945 0.641621 0.220434 0.739921
79.000000 0.136965 0.644525 0.218509 0.742278
80.000000 0.139507 0.630192 0.230300 0.728184
81.000000 0.135727 0.638706 0.225566 0.734272
82.000000 0.140421 0.636445 0.223134 0.735242
83.000000 0.141223 0.636477 0.222300 0.735613
84.000000 0.137150 0.640316 0.222534 0.736665
85.000000 0.138903 0.637873 0.223223 0.734486
86.000000 0.139956 0.637699 0.222345 0.735538
87.000000 0.136215 0.638848 0.224938 0.732787
88.000000 0.139904 0.633545 0.226551 0.729295
89.000000 0.140293 0.630055 0.229652 0.726605
90.000000 0.141167 0.637535 0.221298 0.734482
91.000000 0.141033 0.635264 0.223702 0.731956
92.000000 0.143446 0.626632 0.229923 0.724319
93.000000 0.143289 0.636641 0.220070 0.734475
