# k f_up f_allD C_global_avg
2.000000 0.402565 0.597435 0.392914
3.000000 0.366449 0.633551 0.325931
4.000000 0.156160 0.843840 0.120016
5.000000 0.066688 0.933312 0.038496
6.000000 0.043960 0.956040 0.019720
7.000000 0.037165 0.962835 0.013671
8.000000 0.033928 0.966072 0.010749
9.000000 0.032166 0.967834 0.008922
10.000000 0.029726 0.970274 0.007295
11.000000 0.029024 0.970976 0.006417
12.000000 0.028216 0.971784 0.005638
13.000000 0.027490 0.972510 0.005027
14.000000 0.027141 0.972859 0.004568
15.000000 0.027231 0.972769 0.004262
16.000000 0.026511 0.973489 0.003850
17.000000 0.026463 0.973537 0.003605
18.000000 0.026215 0.973785 0.003355
19.000000 0.025728 0.974272 0.003103
20.000000 0.026191 0.973809 0.002993
21.000000 0.026603 0.973397 0.002896
22.000000 0.025861 0.974139 0.002666
23.000000 0.025678 0.974322 0.002527
24.000000 0.025691 0.974309 0.002416
25.000000 0.025355 0.974645 0.002285
26.000000 0.025468 0.974532 0.002204
27.000000 0.025175 0.974825 0.002092
28.000000 0.025195 0.974805 0.002017
29.000000 0.025338 0.974662 0.001953
30.000000 0.025434 0.974566 0.001894
31.000000 0.025185 0.974815 0.001813
32.000000 0.025343 0.974657 0.001763
33.000000 0.025407 0.974593 0.001715
34.000000 0.025043 0.974957 0.001638
35.000000 0.025352 0.974648 0.001611
36.000000 0.025781 0.974219 0.001592
37.000000 0.024934 0.975066 0.001492
38.000000 0.025445 0.974555 0.001484
39.000000 0.024985 0.975015 0.001417
40.000000 0.025415 0.974585 0.001406
41.000000 0.025010 0.974990 0.001349
42.000000 0.024667 0.975333 0.001294
43.000000 0.024776 0.975224 0.001269
44.000000 0.025128 0.974872 0.001260
45.000000 0.025280 0.974720 0.001238
46.000000 0.024699 0.975301 0.001180
47.000000 0.025097 0.974903 0.001175
48.000000 0.024899 0.975101 0.001141
49.000000 0.025523 0.974477 0.001147
50.000000 0.024920 0.975080 0.001097
51.000000 0.024930 0.975070 0.001074
52.000000 0.024733 0.975267 0.001044
53.000000 0.025247 0.974753 0.001047
54.000000 0.025126 0.974874 0.001021
55.000000 0.024644 0.975356 0.000981
56.000000 0.025372 0.974628 0.000994
57.000000 0.025226 0.974774 0.000971
58.000000 0.024853 0.975147 0.000937
59.000000 0.024836 0.975164 0.000922
60.000000 0.024823 0.975177 0.000905
61.000000 0.024556 0.975444 0.000879
62.000000 0.024739 0.975261 0.000873
63.000000 0.024927 0.975073 0.000867
64.000000 0.024862 0.975138 0.000849
65.000000 0.024920 0.975080 0.000837
66.000000 0.025004 0.974996 0.000828
67.000000 0.024964 0.975036 0.000815
68.000000 0.024769 0.975231 0.000795
69.000000 0.024806 0.975194 0.000785
70.000000 0.024850 0.975150 0.000775
71.000000 0.024970 0.975030 0.000768
72.000000 0.024911 0.975089 0.000755
73.000000 0.024640 0.975360 0.000736
74.000000 0.024578 0.975422 0.000724
75.000000 0.024694 0.975306 0.000717
76.000000 0.024577 0.975423 0.000704
77.000000 0.024304 0.975696 0.000687
78.000000 0.024684 0.975316 0.000688
79.000000 0.024778 0.975222 0.000683
80.000000 0.024722 0.975278 0.000674
81.000000 0.024579 0.975421 0.000661
82.000000 0.025126 0.974874 0.000668
83.000000 0.024803 0.975197 0.000650
84.000000 0.024535 0.975465 0.000634
85.000000 0.024731 0.975269 0.000633
86.000000 0.024893 0.975107 0.000630
87.000000 0.024515 0.975485 0.000613
88.000000 0.024353 0.975647 0.000601
89.000000 0.024501 0.975499 0.000598
90.000000 0.025008 0.974992 0.000605
91.000000 0.024659 0.975341 0.000588
92.000000 0.024555 0.975445 0.000579
93.000000 0.024943 0.975057 0.000584
94.000000 0.024490 0.975510 0.000566
95.000000 0.024281 0.975719 0.000554
96.000000 0.024754 0.975246 0.000560
97.000000 0.024702 0.975298 0.000553
98.000000 0.024818 0.975182 0.000550
99.000000 0.024629 0.975371 0.000540
100.000000 0.024829 0.975171 0.000539
101.000000 0.025319 0.974681 0.000545
102.000000 0.025132 0.974868 0.000535
103.000000 0.024966 0.975034 0.000527
104.000000 0.024500 0.975500 0.000510
105.000000 0.024338 0.975662 0.000503
106.000000 0.024579 0.975421 0.000502
107.000000 0.024409 0.975591 0.000495
108.000000 0.024337 0.975663 0.000488
109.000000 0.024925 0.975075 0.000496
110.000000 0.024829 0.975171 0.000490
111.000000 0.024447 0.975553 0.000477
112.000000 0.024729 0.975271 0.000479
113.000000 0.024467 0.975533 0.000469
114.000000 0.024050 0.975950 0.000457
115.000000 0.024408 0.975592 0.000460
116.000000 0.024604 0.975396 0.000460
117.000000 0.024848 0.975152 0.000460
118.000000 0.024723 0.975277 0.000454
119.000000 0.024637 0.975363 0.000449
120.000000 0.024828 0.975172 0.000448
121.000000 0.024537 0.975463 0.000439
122.000000 0.024614 0.975386 0.000437
123.000000 0.024618 0.975382 0.000434
124.000000 0.024572 0.975428 0.000429
125.000000 0.025059 0.974941 0.000435
126.000000 0.025032 0.974968 0.000431
127.000000 0.024745 0.975255 0.000422
128.000000 0.024715 0.975285 0.000419
129.000000 0.024479 0.975521 0.000410
130.000000 0.024464 0.975536 0.000407
131.000000 0.024069 0.975931 0.000398
132.000000 0.024586 0.975414 0.000403
133.000000 0.025108 0.974892 0.000409
134.000000 0.024529 0.975471 0.000396
135.000000 0.024958 0.975042 0.000401
136.000000 0.024622 0.975378 0.000392
137.000000 0.024605 0.975395 0.000389
138.000000 0.024791 0.975209 0.000389
139.000000 0.024738 0.975262 0.000385
140.000000 0.024687 0.975313 0.000381
141.000000 0.024731 0.975269 0.000380
142.000000 0.024765 0.975235 0.000378
143.000000 0.024606 0.975394 0.000372
144.000000 0.024609 0.975391 0.000370
145.000000 0.024684 0.975316 0.000368
146.000000 0.024476 0.975524 0.000363
147.000000 0.024591 0.975409 0.000362
148.000000 0.024302 0.975698 0.000355
149.000000 0.024316 0.975684 0.000353
150.000000 0.024873 0.975127 0.000359
151.000000 0.024498 0.975502 0.000351
152.000000 0.024437 0.975563 0.000348
153.000000 0.024688 0.975312 0.000349
154.000000 0.024630 0.975370 0.000346
155.000000 0.024551 0.975449 0.000342
156.000000 0.024390 0.975610 0.000338
157.000000 0.024451 0.975549 0.000336
158.000000 0.024543 0.975457 0.000336
159.000000 0.024599 0.975401 0.000335
160.000000 0.024893 0.975107 0.000337
161.000000 0.024669 0.975331 0.000331
