# k f_up f_allD C_global_avg
2.000000 0.408580 0.591420 0.398909
3.000000 0.346675 0.653325 0.309171
4.000000 0.149722 0.850278 0.115372
5.000000 0.072470 0.927530 0.043927
6.000000 0.047890 0.952110 0.022148
7.000000 0.037667 0.962333 0.014188
8.000000 0.034134 0.965866 0.010956
9.000000 0.031855 0.968145 0.009065
10.000000 0.029560 0.970440 0.007343
11.000000 0.028873 0.971127 0.006441
12.000000 0.027735 0.972265 0.005616
13.000000 0.027129 0.972871 0.005010
14.000000 0.027378 0.972622 0.004658
15.000000 0.027425 0.972575 0.004350
16.000000 0.026647 0.973353 0.003921
17.000000 0.026522 0.973478 0.003644
18.000000 0.025811 0.974189 0.003331
19.000000 0.026411 0.973589 0.003232
20.000000 0.026217 0.973783 0.003035
21.000000 0.025879 0.974121 0.002841
22.000000 0.026382 0.973618 0.002761
23.000000 0.025576 0.974424 0.002538
24.000000 0.025660 0.974340 0.002441
25.000000 0.024929 0.975071 0.002264
26.000000 0.026001 0.973999 0.002277
27.000000 0.025468 0.974532 0.002137
28.000000 0.025292 0.974708 0.002043
29.000000 0.025577 0.974423 0.001997
30.000000 0.025074 0.974926 0.001884
31.000000 0.024735 0.975265 0.001794
32.000000 0.025316 0.974684 0.001778
33.000000 0.025577 0.974423 0.001746
34.000000 0.025169 0.974831 0.001658
35.000000 0.025199 0.974801 0.001615
36.000000 0.025147 0.974853 0.001563
37.000000 0.025139 0.974861 0.001523
38.000000 0.025102 0.974898 0.001477
39.000000 0.025093 0.974907 0.001436
40.000000 0.025073 0.974927 0.001399
41.000000 0.024551 0.975449 0.001332
42.000000 0.024931 0.975069 0.001322
43.000000 0.024868 0.975132 0.001288
44.000000 0.024955 0.975045 0.001262
45.000000 0.025118 0.974882 0.001244
46.000000 0.024845 0.975155 0.001201
47.000000 0.025448 0.974552 0.001206
48.000000 0.025142 0.974858 0.001165
49.000000 0.024955 0.975045 0.001130
50.000000 0.024800 0.975200 0.001099
51.000000 0.025155 0.974845 0.001094
52.000000 0.024571 0.975429 0.001045
53.000000 0.025169 0.974831 0.001053
54.000000 0.024948 0.975052 0.001023
55.000000 0.024538 0.975462 0.000984
56.000000 0.024585 0.975415 0.000968
57.000000 0.025487 0.974513 0.000990
58.000000 0.025063 0.974937 0.000955
59.000000 0.024400 0.975600 0.000910
60.000000 0.024698 0.975302 0.000909
61.000000 0.024868 0.975132 0.000900
62.000000 0.024639 0.975361 0.000877
63.000000 0.024863 0.975137 0.000870
64.000000 0.024616 0.975384 0.000848
