# k f_up f_down f_allD C_global_avg
2.000000 0.015454 0.084256 0.900290 0.096999
3.000000 0.392011 0.568423 0.039566 0.956440
4.000000 0.391070 0.556720 0.052210 0.943428
5.000000 0.320785 0.591076 0.088139 0.906724
6.000000 0.254523 0.609911 0.135566 0.858647
7.000000 0.212517 0.619663 0.167819 0.826068
8.000000 0.181037 0.634216 0.184747 0.808785
9.000000 0.153493 0.635550 0.210957 0.782156
10.000000 0.144935 0.631629 0.223436 0.769255
11.000000 0.140343 0.626259 0.233398 0.758689
12.000000 0.128092 0.640787 0.231121 0.760687
13.000000 0.130339 0.647284 0.222376 0.768938
14.000000 0.123857 0.636950 0.239193 0.751529
15.000000 0.121740 0.649814 0.228446 0.762054
16.000000 0.117256 0.659288 0.223456 0.766622
17.000000 0.115705 0.647732 0.236562 0.753045
18.000000 0.115243 0.649170 0.235587 0.753446
19.000000 0.111220 0.656826 0.231954 0.756629
20.000000 0.112304 0.660741 0.226955 0.761329
21.000000 0.114529 0.657707 0.227764 0.759847
22.000000 0.114000 0.664354 0.221646 0.765753
23.000000 0.111705 0.665931 0.222364 0.764604
24.000000 0.111441 0.660325 0.228234 0.758042
25.000000 0.113684 0.656713 0.229603 0.756276
26.000000 0.110457 0.661443 0.228100 0.757312
27.000000 0.109629 0.665420 0.224951 0.760089
28.000000 0.111082 0.660978 0.227939 0.756735
29.000000 0.111287 0.660127 0.228586 0.755480
30.000000 0.107249 0.676101 0.216650 0.767802
31.000000 0.113173 0.657668 0.229159 0.754046
32.000000 0.110678 0.661084 0.228238 0.754749
33.000000 0.111417 0.667232 0.221351 0.761044
34.000000 0.110639 0.666549 0.222811 0.759119
35.000000 0.112994 0.660222 0.226784 0.754491
36.000000 0.108329 0.667104 0.224567 0.756805
37.000000 0.111906 0.666618 0.221477 0.759350
38.000000 0.111391 0.658758 0.229852 0.750448
39.000000 0.112358 0.664025 0.223616 0.756607
40.000000 0.110521 0.661115 0.228364 0.751482
41.000000 0.112757 0.649403 0.237840 0.740960
42.000000 0.110783 0.660562 0.228655 0.750123
43.000000 0.112090 0.665095 0.222815 0.755887
44.000000 0.113298 0.655777 0.230925 0.746802
45.000000 0.115114 0.656481 0.228405 0.748931
46.000000 0.115540 0.661734 0.222726 0.754321
47.000000 0.113753 0.657630 0.228618 0.748236
48.000000 0.114787 0.656159 0.229054 0.747525
49.000000 0.114457 0.654623 0.230920 0.745305
50.000000 0.111816 0.659780 0.228404 0.747846
51.000000 0.115572 0.653975 0.230453 0.744426
52.000000 0.113746 0.657913 0.228341 0.746968
53.000000 0.114728 0.655315 0.229957 0.744783
54.000000 0.113594 0.660249 0.226157 0.748451
55.000000 0.118677 0.659893 0.221430 0.752260
56.000000 0.117732 0.653350 0.228919 0.743830
57.000000 0.120048 0.648534 0.231418 0.741220
58.000000 0.117056 0.650037 0.232907 0.739296
59.000000 0.118436 0.645755 0.235810 0.736054
60.000000 0.116706 0.656691 0.226604 0.745805
61.000000 0.116000 0.648368 0.235632 0.736364
62.000000 0.118720 0.652800 0.228480 0.743198
63.000000 0.117525 0.654096 0.228380 0.742714
64.000000 0.118811 0.645670 0.235518 0.734900
65.000000 0.123096 0.643811 0.233092 0.736504
66.000000 0.115400 0.649650 0.234950 0.735420
67.000000 0.120641 0.641153 0.238206 0.730953
68.000000 0.122453 0.649412 0.228135 0.740593
69.000000 0.120722 0.647147 0.232131 0.736955
70.000000 0.120204 0.645816 0.233980 0.734451
71.000000 0.120518 0.645850 0.233632 0.734351
72.000000 0.122340 0.652312 0.225349 0.742704
73.000000 0.125634 0.635898 0.238468 0.728454
74.000000 0.129652 0.626851 0.243497 0.721695
75.000000 0.125802 0.644017 0.230182 0.735977
76.000000 0.120134 0.647075 0.232791 0.734296
77.000000 0.123743 0.637522 0.238735 0.727467
78.000000 0.124443 0.642290 0.233267 0.732320
79.000000 0.125427 0.637211 0.237362 0.727763
80.000000 0.128100 0.621090 0.250810 0.713061
81.000000 0.127555 0.638165 0.234280 0.730379
82.000000 0.124923 0.633899 0.241178 0.722706
83.000000 0.129618 0.631456 0.238926 0.724931
84.000000 0.125596 0.639890 0.234514 0.729576
85.000000 0.126516 0.636871 0.236613 0.726812
86.000000 0.128216 0.648166 0.223618 0.739319
87.000000 0.124239 0.644229 0.231533 0.732142
88.000000 0.126320 0.632977 0.240703 0.722209
89.000000 0.129249 0.632031 0.238720 0.723161
90.000000 0.127910 0.635756 0.236334 0.725630
91.000000 0.128397 0.643003 0.228601 0.733547
92.000000 0.129952 0.635300 0.234747 0.726477
93.000000 0.133268 0.631703 0.235028 0.724878
94.000000 0.129422 0.631675 0.238903 0.721976
95.000000 0.128793 0.628688 0.242519 0.718001
96.000000 0.132237 0.633411 0.234352 0.725992
97.000000 0.132418 0.627460 0.240122 0.719327
98.000000 0.130596 0.633570 0.235833 0.723826
99.000000 0.129919 0.630251 0.239830 0.719490
