# k f_up f_down f_allD C_global_avg
2.000000 0.016029 0.084563 0.899408 0.097889
3.000000 0.406426 0.557650 0.035924 0.959875
4.000000 0.407219 0.554950 0.037832 0.957703
5.000000 0.333364 0.589549 0.077086 0.917566
6.000000 0.259678 0.614673 0.125649 0.868363
7.000000 0.205051 0.629940 0.165009 0.828877
8.000000 0.181043 0.618911 0.200046 0.793146
9.000000 0.159593 0.638196 0.202211 0.790802
10.000000 0.147671 0.639993 0.212336 0.780120
11.000000 0.138821 0.643510 0.217670 0.774507
12.000000 0.137176 0.638537 0.224287 0.767186
13.000000 0.129405 0.636135 0.234459 0.756465
14.000000 0.124480 0.646929 0.228590 0.761843
15.000000 0.120149 0.650520 0.229332 0.761078
16.000000 0.123314 0.641583 0.235103 0.754279
17.000000 0.119765 0.644446 0.235790 0.753219
18.000000 0.114502 0.655179 0.230318 0.758469
19.000000 0.115260 0.648043 0.236697 0.751469
20.000000 0.116108 0.653279 0.230614 0.756830
21.000000 0.115234 0.669497 0.215268 0.772083
22.000000 0.114498 0.658160 0.227342 0.759448
23.000000 0.115092 0.646351 0.238558 0.747611
24.000000 0.113194 0.661195 0.225611 0.760363
25.000000 0.114031 0.656145 0.229824 0.755766
26.000000 0.114648 0.653156 0.232197 0.752334
27.000000 0.113056 0.659901 0.227043 0.757471
28.000000 0.111967 0.661518 0.226515 0.757832
29.000000 0.111762 0.660173 0.228066 0.755732
30.000000 0.113870 0.657636 0.228494 0.754582
31.000000 0.112849 0.653805 0.233347 0.749221
32.000000 0.110447 0.668875 0.220678 0.761871
33.000000 0.109032 0.673087 0.217880 0.764748
34.000000 0.111825 0.661385 0.226790 0.754914
35.000000 0.115807 0.660016 0.224176 0.756517
36.000000 0.115498 0.655697 0.228805 0.751656
37.000000 0.115351 0.658375 0.226274 0.753837
38.000000 0.111106 0.660386 0.228508 0.751449
39.000000 0.109504 0.674062 0.216434 0.763729
40.000000 0.114390 0.654117 0.231493 0.747133
41.000000 0.114628 0.658219 0.227153 0.751131
42.000000 0.116868 0.653465 0.229667 0.747936
43.000000 0.113933 0.654036 0.232031 0.745319
44.000000 0.115382 0.657301 0.227318 0.749805
45.000000 0.116335 0.654429 0.229236 0.747532
46.000000 0.114211 0.658198 0.227591 0.748754
47.000000 0.113142 0.665687 0.221171 0.755354
48.000000 0.114620 0.660116 0.225264 0.750641
49.000000 0.114466 0.662194 0.223341 0.752297
50.000000 0.115722 0.658429 0.225850 0.748908
51.000000 0.113098 0.651893 0.235009 0.739797
52.000000 0.117142 0.657426 0.225432 0.749193
53.000000 0.116019 0.653934 0.230047 0.743685
54.000000 0.117057 0.660425 0.222518 0.751035
55.000000 0.117145 0.658798 0.224057 0.749087
56.000000 0.116451 0.653048 0.230501 0.742277
57.000000 0.116195 0.664147 0.219658 0.752776
58.000000 0.118992 0.653171 0.227837 0.743788
59.000000 0.117856 0.660325 0.221818 0.750239
60.000000 0.118901 0.660578 0.220520 0.750753
61.000000 0.121904 0.648331 0.229765 0.740338
62.000000 0.120133 0.655007 0.224860 0.745236
63.000000 0.121946 0.645940 0.232114 0.737707
64.000000 0.122947 0.647069 0.229984 0.739911
65.000000 0.119773 0.647945 0.232282 0.736949
66.000000 0.120271 0.649938 0.229790 0.739080
67.000000 0.122477 0.652443 0.225081 0.743439
68.000000 0.122539 0.648920 0.228542 0.740011
69.000000 0.119442 0.653257 0.227301 0.741050
70.000000 0.123520 0.641318 0.235161 0.732024
71.000000 0.123859 0.645409 0.230732 0.736393
72.000000 0.123054 0.642764 0.234182 0.732246
73.000000 0.121153 0.642335 0.236512 0.730150
74.000000 0.123546 0.641092 0.235362 0.730570
75.000000 0.123813 0.643386 0.232801 0.733171
76.000000 0.125314 0.632986 0.241701 0.723333
77.000000 0.126228 0.644181 0.229591 0.735208
78.000000 0.125146 0.637083 0.237772 0.726424
79.000000 0.128564 0.637409 0.234027 0.729943
80.000000 0.129272 0.635171 0.235557 0.727809
81.000000 0.126096 0.636609 0.237294 0.726397
82.000000 0.125936 0.636607 0.237457 0.725502
83.000000 0.125477 0.650784 0.223739 0.740002
84.000000 0.130389 0.643196 0.226415 0.735841
85.000000 0.128895 0.631442 0.239663 0.721982
86.000000 0.127074 0.642106 0.230820 0.731529
87.000000 0.126166 0.650244 0.223590 0.738954
88.000000 0.129385 0.636282 0.234333 0.726975
89.000000 0.126349 0.641560 0.232091 0.729328
90.000000 0.130225 0.633299 0.236477 0.724055
91.000000 0.132206 0.633192 0.234602 0.725431
92.000000 0.128765 0.637694 0.233540 0.726949
93.000000 0.129229 0.643098 0.227673 0.732710
94.000000 0.134316 0.624654 0.241029 0.717626
95.000000 0.131523 0.637378 0.231099 0.728731
96.000000 0.132550 0.627796 0.239654 0.718868
97.000000 0.136651 0.619506 0.243843 0.713536
98.000000 0.132946 0.637499 0.229555 0.728980
99.000000 0.131728 0.640917 0.227356 0.731081
100.000000 0.135661 0.629102 0.235236 0.722733
101.000000 0.129301 0.633047 0.237652 0.720140
102.000000 0.132739 0.627804 0.239457 0.717511
103.000000 0.134231 0.628133 0.237635 0.718604
104.000000 0.133513 0.633733 0.232754 0.724254
105.000000 0.136585 0.631336 0.232079 0.723004
106.000000 0.134440 0.631408 0.234152 0.721920
107.000000 0.136246 0.625289 0.238465 0.717035
108.000000 0.137982 0.630471 0.231547 0.723127
109.000000 0.136207 0.626074 0.237719 0.716976
