# k f_up f_allD C_global_avg
2.000000 0.694808 0.305192 0.586769
3.000000 0.795256 0.204744 0.556918
4.000000 0.664273 0.335727 0.388998
5.000000 0.565510 0.434490 0.282134
6.000000 0.497788 0.502212 0.215619
7.000000 0.456320 0.543680 0.175353
8.000000 0.428910 0.571090 0.149912
9.000000 0.402726 0.597274 0.127847
10.000000 0.387886 0.612114 0.115079
11.000000 0.368809 0.631191 0.102423
12.000000 0.363242 0.636758 0.095871
13.000000 0.350088 0.649912 0.087366
14.000000 0.347469 0.652531 0.083552
15.000000 0.338388 0.661612 0.077560
16.000000 0.337333 0.662667 0.076254
17.000000 0.339870 0.660130 0.074499
18.000000 0.330307 0.669693 0.069021
19.000000 0.325154 0.674846 0.066624
20.000000 0.322597 0.677403 0.064865
21.000000 0.318857 0.681143 0.062318
22.000000 0.318424 0.681576 0.061541
23.000000 0.316754 0.683246 0.059015
24.000000 0.319832 0.680168 0.060484
25.000000 0.314018 0.685982 0.057083
26.000000 0.314419 0.685581 0.056667
27.000000 0.316229 0.683771 0.056957
28.000000 0.314797 0.685203 0.055073
29.000000 0.312435 0.687565 0.054489
30.000000 0.308291 0.691709 0.053245
31.000000 0.305396 0.694604 0.051581
32.000000 0.304578 0.695422 0.050828
33.000000 0.306223 0.693777 0.050813
34.000000 0.305164 0.694836 0.049682
35.000000 0.301369 0.698631 0.049739
36.000000 0.302535 0.697465 0.048510
37.000000 0.306334 0.693666 0.050167
38.000000 0.299189 0.700811 0.047495
39.000000 0.302257 0.697743 0.048357
40.000000 0.303007 0.696993 0.048145
41.000000 0.302764 0.697236 0.048728
42.000000 0.294827 0.705173 0.046229
43.000000 0.305561 0.694439 0.048367
44.000000 0.296837 0.703163 0.045245
45.000000 0.301590 0.698410 0.048231
46.000000 0.300099 0.699901 0.046069
47.000000 0.300026 0.699974 0.045614
48.000000 0.299375 0.700625 0.044861
49.000000 0.294861 0.705139 0.043987
50.000000 0.293944 0.706056 0.044503
51.000000 0.300645 0.699355 0.044789
52.000000 0.296503 0.703497 0.044098
53.000000 0.300721 0.699279 0.046128
54.000000 0.294533 0.705467 0.043529
55.000000 0.302130 0.697870 0.045673
56.000000 0.296072 0.703928 0.043343
57.000000 0.299831 0.700169 0.044623
58.000000 0.296260 0.703740 0.043551
59.000000 0.295630 0.704370 0.042588
60.000000 0.294604 0.705396 0.042724
61.000000 0.301136 0.698864 0.044632
62.000000 0.300011 0.699989 0.044043
63.000000 0.291633 0.708367 0.041843
64.000000 0.293937 0.706063 0.043072
65.000000 0.296365 0.703635 0.042790
66.000000 0.292372 0.707628 0.041808
67.000000 0.299592 0.700408 0.042891
68.000000 0.288971 0.711029 0.040800
69.000000 0.298120 0.701880 0.043381
70.000000 0.290966 0.709034 0.040614
71.000000 0.297018 0.702982 0.042860
72.000000 0.288833 0.711167 0.041130
73.000000 0.299115 0.700885 0.042902
74.000000 0.287307 0.712693 0.039509
75.000000 0.296076 0.703924 0.041379
76.000000 0.294282 0.705718 0.040895
77.000000 0.295385 0.704615 0.041570
78.000000 0.299556 0.700444 0.042484
79.000000 0.293197 0.706803 0.041687
80.000000 0.295511 0.704489 0.042334
81.000000 0.294268 0.705732 0.041734
82.000000 0.290705 0.709295 0.040136
83.000000 0.297383 0.702617 0.042197
84.000000 0.294813 0.705187 0.041633
85.000000 0.292802 0.707198 0.041378
86.000000 0.291557 0.708443 0.040845
87.000000 0.296368 0.703632 0.041676
88.000000 0.296729 0.703271 0.042627
89.000000 0.291487 0.708513 0.040217
90.000000 0.293773 0.706227 0.041314
91.000000 0.290377 0.709623 0.040315
92.000000 0.297880 0.702120 0.041652
93.000000 0.294013 0.705987 0.041743
94.000000 0.293367 0.706633 0.039913
95.000000 0.292378 0.707622 0.041169
96.000000 0.290541 0.709459 0.039595
97.000000 0.289475 0.710525 0.039364
98.000000 0.293743 0.706257 0.041494
99.000000 0.288408 0.711592 0.038564
