# k f_up f_allD C_global_avg
2.000000 0.012767 0.987233 0.011748
3.000000 0.435896 0.564104 0.426658
4.000000 0.181047 0.818953 0.175477
5.000000 0.008272 0.991728 0.005626
6.000000 0.004513 0.995487 0.001742
7.000000 0.004518 0.995482 0.001359
8.000000 0.004858 0.995142 0.001281
9.000000 0.005231 0.994769 0.001231
10.000000 0.005633 0.994367 0.001194
11.000000 0.006075 0.993925 0.001172
12.000000 0.006496 0.993504 0.001151
13.000000 0.007050 0.992950 0.001160
14.000000 0.007536 0.992464 0.001153
15.000000 0.007950 0.992050 0.001138
16.000000 0.008502 0.991498 0.001144
17.000000 0.008876 0.991124 0.001125
18.000000 0.009500 0.990500 0.001143
19.000000 0.009891 0.990109 0.001130
20.000000 0.010336 0.989664 0.001125
21.000000 0.010952 0.989048 0.001138
22.000000 0.011357 0.988643 0.001132
23.000000 0.011781 0.988219 0.001127
24.000000 0.012239 0.987761 0.001127
25.000000 0.012792 0.987208 0.001134
26.000000 0.013117 0.986883 0.001120
27.000000 0.013587 0.986413 0.001121
28.000000 0.014164 0.985836 0.001134
29.000000 0.014618 0.985382 0.001131
30.000000 0.014971 0.985029 0.001124
31.000000 0.015590 0.984410 0.001141
32.000000 0.015915 0.984085 0.001130
33.000000 0.016533 0.983467 0.001147
34.000000 0.016959 0.983041 0.001143
35.000000 0.017453 0.982547 0.001147
36.000000 0.018187 0.981813 0.001170
37.000000 0.018524 0.981476 0.001164
38.000000 0.018759 0.981241 0.001153
39.000000 0.019281 0.980719 0.001160
40.000000 0.019691 0.980309 0.001155
41.000000 0.020228 0.979772 0.001161
42.000000 0.020517 0.979483 0.001151
43.000000 0.020971 0.979029 0.001160
44.000000 0.021494 0.978506 0.001165
45.000000 0.021892 0.978108 0.001160
46.000000 0.022570 0.977430 0.001177
47.000000 0.022881 0.977119 0.001173
48.000000 0.023508 0.976492 0.001188
49.000000 0.023877 0.976123 0.001183
50.000000 0.024292 0.975708 0.001186
51.000000 0.024659 0.975341 0.001185
52.000000 0.025006 0.974994 0.001187
53.000000 0.025623 0.974377 0.001194
54.000000 0.026186 0.973814 0.001234
55.000000 0.026889 0.973111 0.001227
56.000000 0.027306 0.972694 0.001223
57.000000 0.027522 0.972478 0.001216
58.000000 0.027556 0.972444 0.001228
59.000000 0.028385 0.971615 0.001220
60.000000 0.028644 0.971356 0.001228
61.000000 0.029261 0.970739 0.001225
62.000000 0.029383 0.970617 0.001212
63.000000 0.030092 0.969908 0.001282
64.000000 0.030117 0.969883 0.001216
65.000000 0.031095 0.968905 0.001284
66.000000 0.031347 0.968653 0.001274
67.000000 0.031425 0.968575 0.001261
68.000000 0.032567 0.967433 0.001269
69.000000 0.032745 0.967255 0.001258
70.000000 0.033148 0.966852 0.001264
71.000000 0.033011 0.966989 0.001259
72.000000 0.034168 0.965832 0.001283
73.000000 0.034370 0.965630 0.001281
74.000000 0.035004 0.964996 0.001289
75.000000 0.035653 0.964347 0.001313
76.000000 0.035549 0.964451 0.001330
77.000000 0.036400 0.963600 0.001331
78.000000 0.036564 0.963436 0.001327
79.000000 0.037471 0.962529 0.001350
80.000000 0.036913 0.963087 0.001373
81.000000 0.037768 0.962232 0.001333
82.000000 0.037847 0.962153 0.001321
83.000000 0.039492 0.960508 0.001453
84.000000 0.039140 0.960860 0.001339
85.000000 0.039166 0.960834 0.001311
86.000000 0.039951 0.960049 0.001365
87.000000 0.039978 0.960022 0.001316
88.000000 0.040277 0.959723 0.001383
89.000000 0.040829 0.959171 0.001365
90.000000 0.041599 0.958401 0.001399
91.000000 0.041871 0.958129 0.001399
92.000000 0.042321 0.957679 0.001433
93.000000 0.042391 0.957609 0.001431
94.000000 0.042613 0.957387 0.001473
95.000000 0.044602 0.955398 0.001596
96.000000 0.044630 0.955370 0.001504
97.000000 0.044440 0.955560 0.001499
98.000000 0.044976 0.955024 0.001518
99.000000 0.044989 0.955011 0.001621
100.000000 0.045287 0.954713 0.001493
101.000000 0.046118 0.953882 0.001600
102.000000 0.045732 0.954268 0.001416
103.000000 0.047480 0.952520 0.001630
104.000000 0.047692 0.952308 0.001547
105.000000 0.047562 0.952438 0.001566
106.000000 0.047769 0.952231 0.001523
107.000000 0.048916 0.951084 0.001621
108.000000 0.049590 0.950410 0.001674
109.000000 0.049798 0.950202 0.001807
110.000000 0.050612 0.949388 0.001724
111.000000 0.050962 0.949038 0.001745
112.000000 0.050888 0.949112 0.001703
113.000000 0.050753 0.949247 0.001648
114.000000 0.051209 0.948791 0.001729
115.000000 0.051238 0.948762 0.001749
116.000000 0.051742 0.948258 0.001713
117.000000 0.052832 0.947168 0.001863
118.000000 0.052742 0.947258 0.001732
119.000000 0.053060 0.946940 0.001840
120.000000 0.054624 0.945376 0.001736
121.000000 0.055049 0.944951 0.001840
122.000000 0.054998 0.945002 0.001925
123.000000 0.056496 0.943504 0.001990
124.000000 0.055396 0.944604 0.001933
125.000000 0.056291 0.943709 0.001895
126.000000 0.056302 0.943698 0.001991
127.000000 0.056655 0.943345 0.002043
128.000000 0.055965 0.944035 0.001984
129.000000 0.058128 0.941872 0.002064
130.000000 0.058184 0.941816 0.001986
131.000000 0.058038 0.941962 0.001855
132.000000 0.058841 0.941159 0.002154
133.000000 0.059394 0.940606 0.002192
134.000000 0.059407 0.940593 0.002033
135.000000 0.059514 0.940486 0.002186
136.000000 0.062509 0.937491 0.002271
137.000000 0.060661 0.939339 0.002274
138.000000 0.061722 0.938278 0.002425
139.000000 0.061835 0.938165 0.002175
140.000000 0.063316 0.936684 0.002311
141.000000 0.061829 0.938171 0.002406
142.000000 0.062301 0.937699 0.002321
143.000000 0.063796 0.936204 0.002260
144.000000 0.064032 0.935968 0.002262
145.000000 0.064365 0.935635 0.002430
146.000000 0.064352 0.935648 0.002512
147.000000 0.065045 0.934955 0.002585
148.000000 0.065451 0.934549 0.002725
149.000000 0.064734 0.935266 0.002447
150.000000 0.067456 0.932544 0.002611
151.000000 0.065780 0.934220 0.002700
152.000000 0.067539 0.932461 0.002784
153.000000 0.067626 0.932374 0.002617
154.000000 0.067524 0.932476 0.002578
155.000000 0.067995 0.932005 0.002656
156.000000 0.068304 0.931696 0.002746
157.000000 0.067585 0.932415 0.002539
158.000000 0.069181 0.930819 0.002621
159.000000 0.070803 0.929197 0.002876
160.000000 0.069871 0.930129 0.003040
161.000000 0.071378 0.928622 0.003116
162.000000 0.071685 0.928315 0.003137
163.000000 0.070399 0.929601 0.002671
164.000000 0.073120 0.926880 0.003074
165.000000 0.071212 0.928788 0.002835
166.000000 0.070550 0.929450 0.002813
167.000000 0.071913 0.928087 0.003134
168.000000 0.072399 0.927601 0.003247
169.000000 0.072074 0.927926 0.003202
