# k f_up f_allD C_global_avg
2.000000 0.013184 0.986816 0.012176
3.000000 0.127917 0.872083 0.125068
4.000000 0.072081 0.927919 0.069336
5.000000 0.036878 0.963122 0.034001
6.000000 0.016667 0.983333 0.013739
7.000000 0.011831 0.988169 0.008635
8.000000 0.010311 0.989689 0.006763
9.000000 0.010244 0.989756 0.006206
10.000000 0.009652 0.990348 0.005225
11.000000 0.010248 0.989752 0.005424
12.000000 0.009195 0.990805 0.003971
13.000000 0.010740 0.989260 0.005082
14.000000 0.010985 0.989015 0.004852
15.000000 0.011633 0.988367 0.005065
16.000000 0.011963 0.988037 0.005000
17.000000 0.012337 0.987663 0.005129
18.000000 0.013294 0.986706 0.005529
19.000000 0.013431 0.986569 0.005390
20.000000 0.014037 0.985963 0.005488
21.000000 0.015108 0.984892 0.006251
22.000000 0.016508 0.983492 0.007120
23.000000 0.017432 0.982568 0.007427
24.000000 0.019481 0.980519 0.009004
25.000000 0.018231 0.981769 0.007703
26.000000 0.018201 0.981799 0.007141
27.000000 0.019567 0.980433 0.008056
28.000000 0.019509 0.980491 0.007876
29.000000 0.021387 0.978613 0.009319
30.000000 0.021963 0.978037 0.009425
31.000000 0.023235 0.976765 0.010035
32.000000 0.025720 0.974280 0.012062
33.000000 0.024797 0.975203 0.010950
34.000000 0.025495 0.974505 0.011397
35.000000 0.027055 0.972945 0.012481
36.000000 0.026283 0.973717 0.011437
37.000000 0.028198 0.971802 0.013007
38.000000 0.030983 0.969017 0.015398
39.000000 0.030481 0.969519 0.014480
